loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap
loop_7340	chr8	41050000	41055000	chr8	41235000	41240000	chr8:41050000-41055000_chr8:41235000-41240000	TRUE	0.515500086064682	6.47544389152402	46.8584007443257	9.03258256103277e-6	0.0246137874788143	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	1	FALSE	chr8	41050000	41055000	41052500	5000	chr8	41235000	41240000	41237500	5000	185000	100-500kb	TRUE	23884	32531	6760	0	78849	18536	TRUE	TRUE	Active_Enhancer	FALSE	TRUE	FALSE	Active_Promoter	TRUE	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
loop_1298	chr8	49525000	49550000	chr8	49825000	49850000	chr8:49525000-49550000_chr8:49825000-49850000	TRUE	-0.531581037913629	5.52012122539831	57.8273151132356	5.57272416143058e-6	0.0048740438696912	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	2	TRUE	chr8	49525000	49550000	49537500	25000	chr8	49825000	49850000	49837500	25000	300000	100-500kb	TRUE	11252	681048	177	518111	23965	100039954	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_2344	chr8	34870000	34880000	chr8	35470000	35480000	chr8:34870000-34880000_chr8:35470000-35480000	FALSE	0.407607541857131	5.60861693538885	48.5776083076662	8.72464984554685e-6	0.0120629189926992	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	34870000	34880000	34875000	10000	chr8	35470000	35480000	35475000	10000	600000	500kb-1Mb	TRUE	13891	62702	18963	16195	319520	67276	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_4309	chr8	34850000	34860000	chr8	35460000	35470000	chr8:34850000-34860000_chr8:35460000-35470000	FALSE	0.438531496090977	5.43537764916674	64.5433331145445	1.85642122614887e-6	0.005866821480695	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	34850000	34860000	34855000	10000	chr8	35460000	35470000	35465000	10000	610000	500kb-1Mb	TRUE	13891	42702	18963	26195	319520	67276	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_7428	chr8	34820000	34830000	chr8	35460000	35470000	chr8:34820000-34830000_chr8:35460000-35470000	FALSE	0.569481690131179	4.71999454512869	58.596733876683	3.16986407661749e-6	0.0075177148628495	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	34820000	34830000	34825000	10000	chr8	35460000	35470000	35465000	10000	640000	500kb-1Mb	TRUE	13891	12702	18963	26195	319520	67276	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_8692	chr8	40180000	40190000	chr8	40380000	40390000	chr8:40180000-40190000_chr8:40380000-40390000	TRUE	0.385417922933943	5.80751514167088	49.8235712483234	7.62535038183333e-6	0.0112458667431278	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	40180000	40190000	40185000	10000	chr8	40380000	40390000	40385000	10000	200000	100-500kb	TRUE	23788	117457	20605	33814	78506	70546	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_8667	chr8	36525000	36550000	chr8	37050000	37075000	chr8:36525000-36550000_chr8:37050000-37075000	FALSE	0.424038596320175	4.95080205696194	65.7757921386844	2.86059666079519e-6	0.0037529240316719	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	2	TRUE	chr8	36525000	36550000	36537500	25000	chr8	37050000	37075000	37062500	25000	525000	500kb-1Mb	TRUE	13906	67451	15478	25761	319582	414128	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_8758	chr8	48220000	48230000	chr8	49820000	49830000	chr8:48220000-48230000_chr8:49820000-49830000	FALSE	-0.907636620590362	3.8015301363332	69.6727173406502	1.20871410753359e-6	0.0053478346973716	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr8	48220000	48230000	48225000	10000	chr8	49820000	49830000	49825000	10000	1600000	>1Mb	TRUE	14198	120907	177	538111	320685	100039954	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_8805	chr8	33210000	33220000	chr8	33720000	33730000	chr8:33210000-33220000_chr8:33720000-33730000	FALSE	0.405045328744502	5.15099194443614	34.1093345002061	5.30739398230288e-5	0.0279548023039296	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	33210000	33220000	33215000	10000	chr8	33720000	33730000	33725000	10000	510000	500kb-1Mb	TRUE	9621	165526	19548	1832	22427	68153	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17895	chr8	40180000	40190000	chr8	40290000	40300000	chr8:40180000-40190000_chr8:40290000-40300000	TRUE	0.387391598664985	5.51075001958883	47.1619003986635	1.02019332658842e-5	0.0125381759837717	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	40180000	40190000	40185000	10000	chr8	40290000	40300000	40295000	10000	110000	100-500kb	TRUE	23788	117457	23788	7457	78506	78506	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
