stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category
stripe_0001	chr1	6360001	6430000	chr1	6360001	7190000	3prime	mutant_only	NA	0.03	NA	1.58294551557528	NA	627383.780178366	830000	70000	6395000.5	-0.0348509562914591	8.69515372169084	4.36218402346959	0.0598749612088142	0.123991934768079	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0005	chr1	16650001	16690000	chr1	16650001	17130000	3prime	mutant_only	NA	0.0885	NA	-0.95826326098254	NA	1082944.41707253	480000	40000	16670000.5	0.0115633023440256	7.36683389677757	0.197243397747711	0.665253084570976	0.762338270946564	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0012	chr1	23730001	23770000	chr1	23730001	25470000	3prime	mutant_only	NA	0.086	NA	-1.07553693283185	NA	307334.744599014	1740000	40000	23750000.5	-0.0182580207700111	7.90508015317027	0.985940727666183	0.341308821599752	0.45980629309585	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0019	chr1	25770001	25830000	chr1	25040001	25830000	5prime	mutant_only	NA	0.02	NA	3.10230003473532	NA	1279485.43376904	790000	60000	25800000.5	0.0334849090246835	8.72901671641337	3.80929839325908	0.0759215348497074	0.14762060701966	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0020	chr1	25830001	25890000	chr1	25830001	28900000	3prime	mutant_only	NA	0.079	NA	-4.54430122121338	NA	172462.006274136	3070000	60000	25860000.5	0.250186214981105	8.62490407130836	83.0936258818573	1.40038764263147e-06	6.05004302179883e-05	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal
stripe_0024	chr1	34390001	34460000	chr1	33740001	34460000	5prime	mutant_only	NA	0.0285	NA	4.17719747292898	NA	821741.38865362	720000	70000	34425000.5	-0.00934046953137883	8.82072187736969	0.291684785720521	0.59951623418782	0.707437091698798	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0025	chr1	34560001	34600000	chr1	33700001	34600000	5prime	mutant_only	NA	0.0305	NA	2.0013295597718	NA	861829.57750724	900000	40000	34580000.5	-0.0026220375377182	8.00335110644658	0.0210811963927821	0.887088847418227	0.924695694656476	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0026	chr1	34650001	34710000	chr1	34650001	35620000	3prime	mutant_only	NA	0.098	NA	-0.463874742024096	NA	617320.034241624	970000	60000	34680000.5	0.00967554663396719	8.29767077432812	0.324068299073123	0.580196796878359	0.689430782295312	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0031	chr1	35830001	35860000	chr1	34670001	35860000	5prime	mutant_only	NA	0.036	NA	-2.79368595804659	NA	661728.331844295	1190000	30000	35845000.5	0.0165119261194933	7.45442478672649	0.509030660355446	0.489882071764115	0.605308200939305	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0034	chr1	36050001	36090000	chr1	34430001	36090000	5prime	mutant_only	NA	0.0125	NA	-2.94220013262555	NA	634886.404340987	1660000	40000	36070000.5	-0.0127778770900015	8.18446494762854	0.621213137237272	0.446648252433992	0.564004131791649	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0035	chr1	36510001	36560000	chr1	36510001	38120000	3prime	mutant_only	NA	0.099	NA	-1.18108158297059	NA	557460.830053089	1610000	50000	36535000.5	-0.0105280919922215	8.56183765202432	0.403389885427151	0.537860866952032	0.647758139665972	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0039	chr1	39500001	39560000	chr1	38000001	39560000	5prime	mutant_only	NA	0.0565	NA	0.319584201387225	NA	622774.987549789	1560000	60000	39530000.5	-0.0115410499253117	8.69342095198875	0.502655198735996	0.492555274282346	0.607084913282881	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0053	chr1	52480001	52520000	chr1	52480001	53350000	3prime	mutant_only	NA	0.071	NA	0.52796280451255	NA	764958.698636401	870000	40000	52500000.5	-0.109677792194031	7.90203060755986	26.9873338912752	0.000262759001256836	0.00206208784811527	TRUE	TRUE	down_in_mutant	gained	low	FALSE	minimal
stripe_0056	chr1	54640001	54680000	chr1	54640001	55250000	3prime	mutant_only	NA	0.097	NA	0.710016441292832	NA	539058.173929529	610000	40000	54660000.5	0.0628034054507089	7.51295172408602	8.60416031847115	0.0131271729533973	0.0387833461075516	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal
stripe_0061	chr1	61900001	61950000	chr1	61900001	62980000	3prime	mutant_only	NA	0.0765	NA	2.16430790329718	NA	455242.914177691	1080000	50000	61925000.5	0.138873179582662	8.08175144350803	73.0187034375507	2.68401972770772e-06	9.5257425923385e-05	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal
stripe_0062	chr1	62550001	62590000	chr1	60370001	62590000	5prime	mutant_only	NA	0.087	NA	-1.22884395953533	NA	204809.419704518	2220000	40000	62570000.5	0.109033712883021	7.94303567883846	27.4163989270065	0.000246141162080053	0.00196362278294736	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal
stripe_0070	chr1	65270001	65320000	chr1	65270001	66710000	3prime	mutant_only	NA	0.087	NA	-13.2985420588051	NA	572736.156428791	1440000	50000	65295000.5	0.05102143237482	8.70232595063876	10.2789709311695	0.0079978700333834	0.026246687872042	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal
stripe_0090	chr1	77950001	77990000	chr1	77950001	78680000	3prime	mutant_only	NA	0.05	NA	3.2617545682505	NA	566091.122109793	730000	40000	77970000.5	-0.00415869901838278	7.64556395295722	0.0349859601709723	0.854906631605077	0.900747821404098	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0093	chr1	80800001	80850000	chr1	80800001	82460000	3prime	mutant_only	NA	0.089	NA	1.43782208973076	NA	270577.542909308	1660000	50000	80825000.5	-0.0433342962630985	8.33965215134335	7.57178060640753	0.0182612607638416	0.0492957273912635	TRUE	TRUE	down_in_mutant	gained	low	FALSE	minimal
stripe_0097	chr1	84280001	84330000	chr1	83060001	84330000	5prime	mutant_only	NA	0.05	NA	1.03094577947774	NA	440642.70450909	1270000	50000	84305000.5	0.0544132991116866	8.13375428068406	9.47893385627852	0.0100762753807285	0.0314019223076318	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal
stripe_0099	chr1	84920001	84960000	chr1	83040001	84960000	5prime	mutant_only	NA	0.091	NA	0.564245096371423	NA	257304.845160468	1920000	40000	84940000.5	-0.0960482048751583	7.56711414872974	22.9501521524945	0.000505746724944799	0.00326908617792832	TRUE	TRUE	down_in_mutant	gained	low	FALSE	minimal
stripe_0116	chr1	89840001	89880000	chr1	87350001	89880000	5prime	mutant_only	NA	0.063	NA	-4.90228583133282	NA	461627.256553771	2530000	40000	89860000.5	0.0720368809330127	8.08082670899845	14.3991490102876	0.00278257963657491	0.0115514307148151	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal
stripe_0118	chr1	90040001	90090000	chr1	90040001	90970000	3prime	mutant_only	NA	0.064	NA	-0.597005725584865	NA	724606.547457362	930000	50000	90065000.5	0.0831473801571125	8.42628469465499	17.2300841576874	0.00149115639615199	0.00727423215961423	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal
stripe_0122	chr1	92430001	92470000	chr1	91450001	92470000	5prime	mutant_only	NA	0.052	NA	-2.14619527635188	NA	819200.342774974	1020000	40000	92450000.5	0.0268973163653991	8.15773163065716	2.58694647587951	0.135021826080718	0.231707330030722	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
