chr1	2597
chr10	1600
chr11	1954
chr12	1642
chr13	1424
chr14	1608
chr15	1467
chr16	1333
chr17	1202
chr18	1260
chr19	793
chr1_GL456210_random	4
chr1_GL456211_random	3
chr1_GL456212_random	12
chr1_GL456213_random	0
chr1_GL456221_random	6
chr2	2603
chr3	1918
chr4	2293
chr4_GL456216_random	0
chr4_JH584292_random	1
chr4_GL456350_random	2
chr4_JH584293_random	1
chr4_JH584294_random	1
chr4_JH584295_random	0
chr5	2191
chr5_JH584296_random	0
chr5_JH584297_random	2
chr5_JH584298_random	0
chr5_GL456354_random	0
chr5_JH584299_random	5
chr6	2218
chr7	1815
chr7_GL456219_random	0
chr8	1691
chr9	2059
chrM	9
chrX	561
chrX_GL456233_random	0
chrY	178
chrY_JH584300_random	1
chrY_JH584301_random	0
chrY_JH584302_random	0
chrY_JH584303_random	0
chrUn_GL456239	2
chrUn_GL456367	0
chrUn_GL456378	0
chrUn_GL456381	0
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	0
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	8
chrUn_GL456394	1
chrUn_GL456359	0
chrUn_GL456360	2
chrUn_GL456396	0
chrUn_GL456372	0
chrUn_GL456387	1
chrUn_GL456389	0
chrUn_GL456370	2
chrUn_GL456379	0
chrUn_GL456366	0
chrUn_GL456368	0
chrUn_JH584304	14
phage_T4	0
phage_Xp12	0
phage_lambda	0
plasmid_puc19c	0
