chr1	2716
chr10	1558
chr11	1835
chr12	1727
chr13	1449
chr14	1598
chr15	1590
chr16	1309
chr17	1269
chr18	1210
chr19	743
chr1_GL456210_random	2
chr1_GL456211_random	6
chr1_GL456212_random	6
chr1_GL456213_random	0
chr1_GL456221_random	5
chr2	2652
chr3	1959
chr4	2228
chr4_GL456216_random	0
chr4_JH584292_random	0
chr4_GL456350_random	0
chr4_JH584293_random	1
chr4_JH584294_random	0
chr4_JH584295_random	0
chr5	2146
chr5_JH584296_random	2
chr5_JH584297_random	0
chr5_JH584298_random	3
chr5_GL456354_random	0
chr5_JH584299_random	2
chr6	2132
chr7	1899
chr7_GL456219_random	0
chr8	1743
chr9	2054
chrM	1
chrX	590
chrX_GL456233_random	2
chrY	213
chrY_JH584300_random	0
chrY_JH584301_random	0
chrY_JH584302_random	0
chrY_JH584303_random	0
chrUn_GL456239	0
chrUn_GL456367	0
chrUn_GL456378	0
chrUn_GL456381	2
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	0
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	2
chrUn_GL456394	1
chrUn_GL456359	0
chrUn_GL456360	0
chrUn_GL456396	0
chrUn_GL456372	1
chrUn_GL456387	2
chrUn_GL456389	0
chrUn_GL456370	2
chrUn_GL456379	0
chrUn_GL456366	0
chrUn_GL456368	0
chrUn_JH584304	23
phage_T4	0
phage_Xp12	0
phage_lambda	0
plasmid_puc19c	0
