chr1	2829
chr10	1654
chr11	1786
chr12	1808
chr13	1576
chr14	1723
chr15	1374
chr16	1418
chr17	1339
chr18	1271
chr19	819
chr1_GL456210_random	0
chr1_GL456211_random	1
chr1_GL456212_random	8
chr1_GL456213_random	0
chr1_GL456221_random	11
chr2	2734
chr3	2089
chr4	2140
chr4_GL456216_random	0
chr4_JH584292_random	0
chr4_GL456350_random	2
chr4_JH584293_random	1
chr4_JH584294_random	0
chr4_JH584295_random	0
chr5	2210
chr5_JH584296_random	0
chr5_JH584297_random	3
chr5_JH584298_random	1
chr5_GL456354_random	0
chr5_JH584299_random	6
chr6	2302
chr7	2040
chr7_GL456219_random	1
chr8	1883
chr9	2065
chrM	14
chrX	653
chrX_GL456233_random	3
chrY	249
chrY_JH584300_random	0
chrY_JH584301_random	0
chrY_JH584302_random	2
chrY_JH584303_random	0
chrUn_GL456239	2
chrUn_GL456367	0
chrUn_GL456378	1
chrUn_GL456381	0
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	1
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	5
chrUn_GL456394	0
chrUn_GL456359	0
chrUn_GL456360	1
chrUn_GL456396	0
chrUn_GL456372	0
chrUn_GL456387	2
chrUn_GL456389	0
chrUn_GL456370	3
chrUn_GL456379	0
chrUn_GL456366	0
chrUn_GL456368	1
chrUn_JH584304	17
phage_T4	0
phage_Xp12	0
phage_lambda	189
plasmid_puc19c	131
