chr1	3252
chr10	1994
chr11	2151
chr12	1979
chr13	1749
chr14	1998
chr15	1785
chr16	1800
chr17	1431
chr18	1534
chr19	871
chr1_GL456210_random	9
chr1_GL456211_random	5
chr1_GL456212_random	5
chr1_GL456213_random	0
chr1_GL456221_random	1
chr2	3152
chr3	2337
chr4	2576
chr4_GL456216_random	1
chr4_JH584292_random	0
chr4_GL456350_random	3
chr4_JH584293_random	1
chr4_JH584294_random	1
chr4_JH584295_random	0
chr5	2314
chr5_JH584296_random	0
chr5_JH584297_random	0
chr5_JH584298_random	0
chr5_GL456354_random	0
chr5_JH584299_random	7
chr6	2550
chr7	2272
chr7_GL456219_random	0
chr8	2025
chr9	2328
chrM	20
chrX	836
chrX_GL456233_random	2
chrY	196
chrY_JH584300_random	1
chrY_JH584301_random	2
chrY_JH584302_random	0
chrY_JH584303_random	0
chrUn_GL456239	0
chrUn_GL456367	0
chrUn_GL456378	0
chrUn_GL456381	1
chrUn_GL456382	2
chrUn_GL456383	0
chrUn_GL456385	0
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	3
chrUn_GL456394	0
chrUn_GL456359	0
chrUn_GL456360	1
chrUn_GL456396	0
chrUn_GL456372	0
chrUn_GL456387	2
chrUn_GL456389	0
chrUn_GL456370	5
chrUn_GL456379	0
chrUn_GL456366	0
chrUn_GL456368	0
chrUn_JH584304	21
phage_T4	0
phage_Xp12	0
phage_lambda	4
plasmid_puc19c	0
