chr1	2861
chr10	1684
chr11	1957
chr12	1870
chr13	1607
chr14	1754
chr15	1535
chr16	1524
chr17	1309
chr18	1352
chr19	807
chr1_GL456210_random	6
chr1_GL456211_random	10
chr1_GL456212_random	5
chr1_GL456213_random	0
chr1_GL456221_random	5
chr2	2842
chr3	2135
chr4	2293
chr4_GL456216_random	0
chr4_JH584292_random	0
chr4_GL456350_random	0
chr4_JH584293_random	0
chr4_JH584294_random	3
chr4_JH584295_random	0
chr5	2214
chr5_JH584296_random	0
chr5_JH584297_random	0
chr5_JH584298_random	2
chr5_GL456354_random	0
chr5_JH584299_random	1
chr6	2350
chr7	2074
chr7_GL456219_random	0
chr8	1886
chr9	2074
chrM	18
chrX	717
chrX_GL456233_random	0
chrY	273
chrY_JH584300_random	0
chrY_JH584301_random	0
chrY_JH584302_random	0
chrY_JH584303_random	0
chrUn_GL456239	0
chrUn_GL456367	0
chrUn_GL456378	0
chrUn_GL456381	1
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	0
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	2
chrUn_GL456394	0
chrUn_GL456359	0
chrUn_GL456360	0
chrUn_GL456396	0
chrUn_GL456372	0
chrUn_GL456387	1
chrUn_GL456389	0
chrUn_GL456370	2
chrUn_GL456379	2
chrUn_GL456366	1
chrUn_GL456368	0
chrUn_JH584304	13
phage_T4	0
phage_Xp12	0
phage_lambda	264
plasmid_puc19c	103
