chr1	2731
chr10	1653
chr11	2023
chr12	1720
chr13	1548
chr14	1703
chr15	1569
chr16	1438
chr17	1246
chr18	1285
chr19	762
chr1_GL456210_random	9
chr1_GL456211_random	3
chr1_GL456212_random	3
chr1_GL456213_random	0
chr1_GL456221_random	5
chr2	2834
chr3	1934
chr4	2312
chr4_GL456216_random	1
chr4_JH584292_random	0
chr4_GL456350_random	2
chr4_JH584293_random	1
chr4_JH584294_random	3
chr4_JH584295_random	0
chr5	2311
chr5_JH584296_random	0
chr5_JH584297_random	0
chr5_JH584298_random	1
chr5_GL456354_random	0
chr5_JH584299_random	7
chr6	2273
chr7	2014
chr7_GL456219_random	0
chr8	1844
chr9	2089
chrM	13
chrX	588
chrX_GL456233_random	0
chrY	218
chrY_JH584300_random	1
chrY_JH584301_random	0
chrY_JH584302_random	0
chrY_JH584303_random	1
chrUn_GL456239	6
chrUn_GL456367	0
chrUn_GL456378	0
chrUn_GL456381	0
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	2
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	2
chrUn_GL456394	0
chrUn_GL456359	0
chrUn_GL456360	0
chrUn_GL456396	0
chrUn_GL456372	0
chrUn_GL456387	0
chrUn_GL456389	0
chrUn_GL456370	1
chrUn_GL456379	0
chrUn_GL456366	0
chrUn_GL456368	0
chrUn_JH584304	29
phage_T4	0
phage_Xp12	0
phage_lambda	1
plasmid_puc19c	0
