chr1	2410
chr10	1439
chr11	1704
chr12	1688
chr13	1421
chr14	1641
chr15	1335
chr16	1272
chr17	1114
chr18	1111
chr19	756
chr1_GL456210_random	0
chr1_GL456211_random	2
chr1_GL456212_random	3
chr1_GL456213_random	0
chr1_GL456221_random	2
chr2	2492
chr3	1904
chr4	2021
chr4_GL456216_random	0
chr4_JH584292_random	0
chr4_GL456350_random	0
chr4_JH584293_random	1
chr4_JH584294_random	0
chr4_JH584295_random	0
chr5	1966
chr5_JH584296_random	0
chr5_JH584297_random	0
chr5_JH584298_random	2
chr5_GL456354_random	1
chr5_JH584299_random	5
chr6	1953
chr7	1868
chr7_GL456219_random	0
chr8	1766
chr9	1744
chrM	19
chrX	568
chrX_GL456233_random	0
chrY	237
chrY_JH584300_random	2
chrY_JH584301_random	0
chrY_JH584302_random	0
chrY_JH584303_random	0
chrUn_GL456239	5
chrUn_GL456367	0
chrUn_GL456378	0
chrUn_GL456381	0
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	2
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	1
chrUn_GL456394	3
chrUn_GL456359	0
chrUn_GL456360	0
chrUn_GL456396	0
chrUn_GL456372	1
chrUn_GL456387	0
chrUn_GL456389	0
chrUn_GL456370	0
chrUn_GL456379	1
chrUn_GL456366	0
chrUn_GL456368	1
chrUn_JH584304	19
phage_T4	0
phage_Xp12	0
phage_lambda	235
plasmid_puc19c	87
