chr1	4252
chr10	2645
chr11	2970
chr12	2875
chr13	2450
chr14	2825
chr15	2451
chr16	2139
chr17	1872
chr18	2035
chr19	1374
chr1_GL456210_random	4
chr1_GL456211_random	6
chr1_GL456212_random	6
chr1_GL456213_random	0
chr1_GL456221_random	7
chr2	4357
chr3	3357
chr4	3599
chr4_GL456216_random	0
chr4_JH584292_random	0
chr4_GL456350_random	1
chr4_JH584293_random	1
chr4_JH584294_random	5
chr4_JH584295_random	0
chr5	3538
chr5_JH584296_random	0
chr5_JH584297_random	1
chr5_JH584298_random	3
chr5_GL456354_random	0
chr5_JH584299_random	11
chr6	3346
chr7	3046
chr7_GL456219_random	2
chr8	2939
chr9	3031
chrM	26
chrX	1135
chrX_GL456233_random	0
chrY	507
chrY_JH584300_random	0
chrY_JH584301_random	3
chrY_JH584302_random	1
chrY_JH584303_random	1
chrUn_GL456239	0
chrUn_GL456367	3
chrUn_GL456378	0
chrUn_GL456381	4
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	0
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	2
chrUn_GL456394	1
chrUn_GL456359	0
chrUn_GL456360	0
chrUn_GL456396	0
chrUn_GL456372	0
chrUn_GL456387	5
chrUn_GL456389	0
chrUn_GL456370	3
chrUn_GL456379	0
chrUn_GL456366	0
chrUn_GL456368	0
chrUn_JH584304	24
phage_T4	0
phage_Xp12	0
phage_lambda	522
plasmid_puc19c	208
