chr1	3341
chr10	1974
chr11	2150
chr12	1900
chr13	1731
chr14	2020
chr15	1846
chr16	1764
chr17	1454
chr18	1621
chr19	886
chr1_GL456210_random	1
chr1_GL456211_random	4
chr1_GL456212_random	1
chr1_GL456213_random	0
chr1_GL456221_random	2
chr2	3079
chr3	2439
chr4	2668
chr4_GL456216_random	0
chr4_JH584292_random	0
chr4_GL456350_random	2
chr4_JH584293_random	0
chr4_JH584294_random	1
chr4_JH584295_random	0
chr5	2468
chr5_JH584296_random	2
chr5_JH584297_random	1
chr5_JH584298_random	0
chr5_GL456354_random	0
chr5_JH584299_random	1
chr6	2670
chr7	2242
chr7_GL456219_random	0
chr8	2141
chr9	2387
chrM	8
chrX	814
chrX_GL456233_random	1
chrY	200
chrY_JH584300_random	1
chrY_JH584301_random	0
chrY_JH584302_random	0
chrY_JH584303_random	0
chrUn_GL456239	2
chrUn_GL456367	0
chrUn_GL456378	2
chrUn_GL456381	0
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	0
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	1
chrUn_GL456394	0
chrUn_GL456359	0
chrUn_GL456360	0
chrUn_GL456396	0
chrUn_GL456372	0
chrUn_GL456387	1
chrUn_GL456389	0
chrUn_GL456370	0
chrUn_GL456379	0
chrUn_GL456366	0
chrUn_GL456368	0
chrUn_JH584304	26
phage_T4	0
phage_Xp12	0
phage_lambda	7
plasmid_puc19c	0
