chr1	2771
chr10	1624
chr11	1966
chr12	1758
chr13	1433
chr14	1652
chr15	1632
chr16	1443
chr17	1276
chr18	1370
chr19	795
chr1_GL456210_random	0
chr1_GL456211_random	3
chr1_GL456212_random	1
chr1_GL456213_random	1
chr1_GL456221_random	4
chr2	2715
chr3	2096
chr4	2321
chr4_GL456216_random	1
chr4_JH584292_random	0
chr4_GL456350_random	1
chr4_JH584293_random	2
chr4_JH584294_random	2
chr4_JH584295_random	0
chr5	2341
chr5_JH584296_random	0
chr5_JH584297_random	0
chr5_JH584298_random	3
chr5_GL456354_random	1
chr5_JH584299_random	0
chr6	2291
chr7	2023
chr7_GL456219_random	0
chr8	1885
chr9	2064
chrM	19
chrX	686
chrX_GL456233_random	0
chrY	242
chrY_JH584300_random	2
chrY_JH584301_random	1
chrY_JH584302_random	0
chrY_JH584303_random	0
chrUn_GL456239	5
chrUn_GL456367	1
chrUn_GL456378	0
chrUn_GL456381	1
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	0
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	7
chrUn_GL456394	0
chrUn_GL456359	2
chrUn_GL456360	0
chrUn_GL456396	1
chrUn_GL456372	0
chrUn_GL456387	3
chrUn_GL456389	0
chrUn_GL456370	0
chrUn_GL456379	0
chrUn_GL456366	4
chrUn_GL456368	1
chrUn_JH584304	14
phage_T4	0
phage_Xp12	0
phage_lambda	6
plasmid_puc19c	0
