chr1	3130
chr10	2001
chr11	2086
chr12	2009
chr13	1706
chr14	1847
chr15	1812
chr16	1648
chr17	1413
chr18	1538
chr19	811
chr1_GL456210_random	13
chr1_GL456211_random	5
chr1_GL456212_random	5
chr1_GL456213_random	0
chr1_GL456221_random	2
chr2	3004
chr3	2399
chr4	2644
chr4_GL456216_random	0
chr4_JH584292_random	1
chr4_GL456350_random	0
chr4_JH584293_random	1
chr4_JH584294_random	2
chr4_JH584295_random	0
chr5	2361
chr5_JH584296_random	2
chr5_JH584297_random	2
chr5_JH584298_random	0
chr5_GL456354_random	0
chr5_JH584299_random	6
chr6	2639
chr7	2189
chr7_GL456219_random	0
chr8	2041
chr9	2320
chrM	17
chrX	739
chrX_GL456233_random	1
chrY	197
chrY_JH584300_random	1
chrY_JH584301_random	1
chrY_JH584302_random	0
chrY_JH584303_random	0
chrUn_GL456239	4
chrUn_GL456367	0
chrUn_GL456378	0
chrUn_GL456381	0
chrUn_GL456382	0
chrUn_GL456383	0
chrUn_GL456385	0
chrUn_GL456390	0
chrUn_GL456392	0
chrUn_GL456393	1
chrUn_GL456394	0
chrUn_GL456359	0
chrUn_GL456360	0
chrUn_GL456396	0
chrUn_GL456372	2
chrUn_GL456387	1
chrUn_GL456389	0
chrUn_GL456370	0
chrUn_GL456379	0
chrUn_GL456366	0
chrUn_GL456368	0
chrUn_JH584304	19
phage_T4	0
phage_Xp12	0
phage_lambda	3
plasmid_puc19c	1
