chr	start	end	num_contexts	mean_coverage	mean_mod_group1	mean_mod_group2	mod_fold_change	mod_difference	test_statistic	dmr_pvalue	dmr_qvalue	annotation	gene	significant	direction	neg_log10_q
chr10	108497649	109010981	2434	12.0727198027938	0.587775352026628	0.771705549159241	1.3129260124611	0.183930197132614	4480.6003537574	2.2250738585072e-308	4.49998937144496e-304	Gene	Syt1	TRUE	Hypermethylated	300
chr19	22139045	22995409	2799	11.8561986423723	0.653284079404863	0.740680664784488	1.1337803692679	0.0873965853796247	1192.57450408527	2.50651728981008e-261	2.53459028345595e-257	Gene	Trpm3	TRUE	Hypermethylated	256.596092234364
chr18	38993144	39376283	1164	11.6368127147766	0.61387984344392	0.752109035007167	1.22517304166198	0.138229191563247	1175.46027611519	1.31374655815775e-257	8.85640346406078e-254	Gene	Arhgap26	TRUE	Hypermethylated	253.052742606874
chr16	42875880	43642601	2699	12.1871063356799	0.684221913034148	0.764206735722793	1.11689894925165	0.0799848226886448	1044.89280602648	3.13617022596188e-229	1.58564766624633e-225	Gene	Zbtb20	TRUE	Hypermethylated	224.799793307311
chr8	57523827	57653031	730	11.961301369863	0.444681645034645	0.61363092223317	1.37993310289513	0.168949277198525	980.134876481333	3.73483121099207e-215	1.51066452822207e-211	Gene	Galnt7	TRUE	Hypermethylated	210.8208319683
chr4	98395784	98719602	1166	11.6843910806175	0.678861820005541	0.794570878607738	1.17044567125789	0.115709058602197	934.695803456521	2.81531286188049e-205	9.4894812197785e-202	Gene	Patj	TRUE	Hypermethylated	201.022757529358
chr10	59446983	59616691	820	11.6960365853659	0.560659770247152	0.708423198003197	1.26355275623023	0.147763427756045	886.652341307723	7.82465756475387e-195	2.26065535127975e-191	Gene	Mcu	TRUE	Hypermethylated	190.645765643071
chr10	105187662	105574450	1653	11.9224137931034	0.633455834273238	0.725421392957084	1.1451806956508	0.0919655586838457	755.891138470295	2.10117680268827e-166	5.31177495719595e-163	Gene	Tmtc2	TRUE	Hypermethylated	162.274760332909
chr16	63543533	63864174	1154	12.1626949740035	0.671595225558964	0.77564669579417	1.15493181945807	0.104051470235206	755.12417843116	3.08479077206306e-166	6.93186761935593e-163	Gene	Epha3	TRUE	Hypermethylated	162.159149739774
chr13	108449947	109953460	5335	11.9144329896907	0.70750340388131	0.755743375781174	1.06818337782578	0.0482399718998638	740.406323293868	4.89136555180988e-163	9.8922976919803e-160	Gene	Pde4d	TRUE	Hypermethylated	159.004702822756
chr16	24393506	24992577	2065	11.7001210653753	0.699936003069426	0.776215474685331	1.10898063720311	0.076279471615905	719.902783701215	1.40539600102205e-158	2.58388442951544e-155	Gene	Lpp	TRUE	Hypermethylated	154.587726915114
chr3	141465215	141834923	1071	12.0079365079365	0.542494822700262	0.651980586608969	1.20181900237083	0.109485763908707	632.029705117765	1.80875691718135e-139	2.81386922254427e-136	Gene	Unc5c	TRUE	Hypermethylated	135.550696090713
chr12	100548438	100726982	640	12.183203125	0.622101487492852	0.749905974730076	1.20543993191897	0.127804487237224	588.080052761348	6.55428827991698e-130	9.46813758378864e-127	Gene	Rps6ka5	TRUE	Hypermethylated	126.023735439859
chr16	39984360	42181678	6728	12.1995763971463	0.730059471820848	0.766055746608804	1.04930594859372	0.0359962747879556	561.805113296423	3.40366876264693e-124	4.58905313705143e-121	Gene	Lsamp	TRUE	Hypermethylated	120.338276913542
chr8	99024470	99416470	1148	12.2354094076655	0.643263365184462	0.733922603581499	1.14093642402757	0.090659238397037	540.658917211397	1.35545973160623e-119	1.71330110075028e-116	Gene	Cdh8	TRUE	Hypermethylated	115.766166306093
chr15	37366174	37792569	1068	11.3410580524345	0.628594669203645	0.726910678579758	1.15640605018281	0.0983160093761128	535.194303751202	2.09367936657559e-118	2.49073950056617e-115	Gene	Ncald	TRUE	Hypermethylated	114.603671691726
chr15	39198260	39684371	1226	11.7728384991843	0.605398512245779	0.697190089621055	1.15162174256882	0.0917915773752762	530.920833087499	1.78080728390501e-117	2.00083591720528e-114	Gene	Rims2	TRUE	Hypermethylated	113.698788525144
chr17	69969072	70821412	2357	11.5755197284684	0.603977084519939	0.66718181615632	1.10464756570461	0.063204731636381	469.613654513648	3.88902194541081e-104	4.13955683284149e-101	Gene	Dlgap1	TRUE	Hypermethylated	100.38304615051
chr3	51685906	52105075	1631	11.6702942979767	0.643557706110593	0.716969260150533	1.11407143965941	0.0734115540399398	465.426417662464	3.16974214160059e-103	3.20524325358652e-100	Gene	Maml3	TRUE	Hypermethylated	99.4941390052461
chr16	66655420	67620907	3108	12.1369851994852	0.653525899138468	0.705349631746398	1.07929866693309	0.05182373260793	461.263284619435	2.55258096901224e-102	2.4582570246335e-99	Gene	Cadm2	TRUE	Hypermethylated	98.6093727111386
