Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	ctrl_avg_PC1	mut_avg_PC1	Region_size	direction	direction_label	plot_label	significant
chrX-76750000	chrX	76750000	76775000	Cldn34d	Intergenic	-1.44066666666667	1.11669206544457e-09	0.000113549715982666	0.317333333333333	-1.12333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cldn34d	TRUE
chrX-138400000	chrX	138400000	138425000	Tex13a	intron (NM_030688, intron 5 of 10)	-1.28966666666667	1.0465067370977e-08	0.000185273902392203	0.324333333333333	-0.965333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tex13a	TRUE
chrX-106775000	chrX	106775000	106800000	Rtl3	Intergenic	-1.58266666666667	1.49692282906818e-08	0.000185273902392203	0.628666666666667	-0.954	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rtl3	TRUE
chrX-86350000	chrX	86350000	86375000	Gm41	Intergenic	-1.72066666666667	1.07982475680779e-08	0.000185273902392203	0.769666666666667	-0.951	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chr3-39750000	chr3	39750000	39775000	1700017G19Rik	Intergenic	0.924	1.63985004674268e-08	0.000185273902392203	0.412	1.336	25000	B_to_A_in_Mutant	More Active (B->A)	1700017G19Rik	TRUE
chrX-86700000	chrX	86700000	86725000	Gm41	Intergenic	-1.77433333333333	5.09590305220836e-09	0.000185273902392203	0.856	-0.918333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chrX-98025000	chrX	98025000	98050000	Ar	Intergenic	-1.09233333333333	1.21866082649857e-08	0.000185273902392203	0.359	-0.733333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ar	TRUE
chrX-138450000	chrX	138450000	138475000	Tex13a	intron (NM_030688, intron 5 of 10)	-1.291	1.33383566728519e-08	0.000185273902392203	0.364333333333333	-0.926666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tex13a	TRUE
chrX-86725000	chrX	86725000	86750000	Gm41	Intergenic	-1.78066666666667	6.6079512846842e-09	0.000185273902392203	0.938333333333333	-0.842333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chr18-81150000	chr18	81150000	81175000	Gm27239	Intergenic	0.650666666666667	2.30676331601227e-08	0.000210947814824706	-0.0243333333333333	0.626333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm27239	TRUE
chr3-39400000	chr3	39400000	39425000	Fat4	Intergenic	0.856333333333334	2.48945141605019e-08	0.000210947814824706	-0.106	0.750333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Fat4	TRUE
chr3-39725000	chr3	39725000	39750000	1700017G19Rik	Intergenic	0.895	2.40226381569364e-08	0.000210947814824706	0.404	1.299	25000	B_to_A_in_Mutant	More Active (B->A)	1700017G19Rik	TRUE
chrX-76825000	chrX	76825000	76850000	Cldn34d	Intergenic	-1.355	3.17261805895715e-08	0.000238928240751877	0.307333333333333	-1.04766666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cldn34d	TRUE
chrX-76875000	chrX	76875000	76900000	Cldn34d	Intergenic	-1.405	3.28959853125987e-08	0.000238928240751877	0.330333333333333	-1.07466666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cldn34d	TRUE
chr4-54175000	chr4	54175000	54200000	Tmem38b	Intergenic	0.611333333333333	3.80413362250278e-08	0.000257879682180382	-0.116333333333333	0.495	25000	B_to_A_in_Mutant	More Active (B->A)	Tmem38b	TRUE
chrX-86675000	chrX	86675000	86700000	Gm41	Intergenic	-1.71733333333333	4.58217755341474e-08	0.000274627004395664	0.756333333333333	-0.961	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chrX-97450000	chrX	97450000	97475000	Eda2r	Intergenic	-1.19033333333333	4.73204042735849e-08	0.000274627004395664	0.368	-0.822333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Eda2r	TRUE
chrX-107350000	chrX	107350000	107375000	Itm2a	Intergenic	-1.51433333333333	4.86141977019193e-08	0.000274627004395664	0.619	-0.895333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Itm2a	TRUE
chrX-86750000	chrX	86750000	86775000	Gm41	intron (NM_001160403, intron 8 of 10)	-1.80966666666667	5.59940908675475e-08	0.000282060446459197	0.938666666666667	-0.871	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chrX-98050000	chrX	98050000	98075000	Ar	Intergenic	-1.18133333333333	5.82517345466654e-08	0.000282060446459197	0.418666666666667	-0.762666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ar	TRUE
chrX-137275000	chrX	137275000	137300000	Esx1	Intergenic	-1.33633333333333	5.51539879724873e-08	0.000282060446459197	0.393333333333333	-0.943	25000	A_to_B_in_Mutant	More Inactive (A->B)	Esx1	TRUE
chr10-9675000	chr10	9675000	9700000	Gm6150	intron (NR_038036, intron 2 of 3)	0.529333333333334	6.86418015364085e-08	0.000305902239172749	0.0853333333333333	0.614666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm6150	TRUE
chrX-86800000	chrX	86800000	86825000	Gm41	intron (NM_001160403, intron 6 of 10)	-1.70166666666667	6.91923164015304e-08	0.000305902239172749	0.867333333333333	-0.834333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chr6-36175000	chr6	36175000	36200000	Chrm2	Intergenic	0.586666666666667	7.46134002465037e-08	0.000316124541277728	-0.561666666666667	0.025	25000	B_to_A_in_Mutant	More Active (B->A)	Chrm2	TRUE
chrX-88225000	chrX	88225000	88250000	Il1rapl1	Intergenic	-1.04133333333333	7.90609209655465e-08	0.000321569227498425	0.23	-0.811333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il1rapl1	TRUE
chrX-106800000	chrX	106800000	106825000	Rtl3	Intergenic	-1.59166666666667	1.78269102729906e-07	0.000333304462165747	0.664	-0.927666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rtl3	TRUE
chrX-137975000	chrX	137975000	138000000	Tex13a	intron (NM_030688, intron 2 of 10)	-1.32433333333333	1.08352135820046e-07	0.000333304462165747	0.469666666666667	-0.854666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tex13a	TRUE
chrX-106400000	chrX	106400000	106425000	Fndc3c1	Intergenic	-1.568	1.60132517676904e-07	0.000333304462165747	0.648333333333333	-0.919666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fndc3c1	TRUE
chrX-107150000	chrX	107150000	107175000	P2ry10b	intron (NM_175442, intron 1 of 1)	-1.47066666666667	1.74222801475327e-07	0.000333304462165747	0.549	-0.921666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	P2ry10b	TRUE
chr11-57150000	chr11	57150000	57175000	Gria1	intron (NM_001113325, intron 2 of 15)	0.513666666666667	1.51129109185126e-07	0.000333304462165747	-0.950333333333333	-0.436666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gria1	TRUE
chrX-107725000	chrX	107725000	107750000	Tent5d	Intergenic	-1.44833333333333	1.20161386919328e-07	0.000333304462165747	0.548	-0.900333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tent5d	TRUE
chrX-107650000	chrX	107650000	107675000	Tbx22	Intergenic	-1.378	1.80281513503757e-07	0.000333304462165747	0.475666666666667	-0.902333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tbx22	TRUE
chr9-98075000	chr9	98075000	98100000	Clstn2	Intergenic	0.512	1.52651829359365e-07	0.000333304462165747	0.170666666666667	0.682666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Clstn2	TRUE
chrX-86825000	chrX	86825000	86850000	Gm41	intron (NM_001160403, intron 6 of 10)	-1.72166666666667	8.71055016375879e-08	0.000333304462165747	0.896	-0.825666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chrX-96850000	chrX	96850000	96875000	Gpr165	Intergenic	-1.266	1.69551501832869e-07	0.000333304462165747	0.513	-0.753	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gpr165	TRUE
chr10-68375000	chr10	68375000	68400000	4930545H06Rik	Intergenic	0.692	1.78970361789562e-07	0.000333304462165747	-0.612	0.08	25000	B_to_A_in_Mutant	More Active (B->A)	4930545H06Rik	TRUE
chr14-102800000	chr14	102800000	102825000	Mir5130	Intergenic	0.536666666666667	8.88869381825061e-08	0.000333304462165747	0.259333333333333	0.796	25000	B_to_A_in_Mutant	More Active (B->A)	Mir5130	TRUE
chr1-126175000	chr1	126175000	126200000	Lypd1	intron (NM_176957, intron 7 of 12)	0.539333333333334	1.35845944470574e-07	0.000333304462165747	-0.0963333333333333	0.443	25000	B_to_A_in_Mutant	More Active (B->A)	Lypd1	TRUE
chr18-81125000	chr18	81125000	81150000	Gm27239	Intergenic	0.656	1.49981361753666e-07	0.000333304462165747	0.045	0.701	25000	B_to_A_in_Mutant	More Active (B->A)	Gm27239	TRUE
chr16-64200000	chr16	64200000	64225000	Epha3	Intergenic	0.554	1.08022420774073e-07	0.000333304462165747	-0.447333333333333	0.106666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Epha3	TRUE
chr10-108600000	chr10	108600000	108625000	Brcc3dc	intron (NM_001358504, intron 9 of 11)	-0.678	9.975621101049e-08	0.000333304462165747	0.296	-0.382	25000	A_to_B_in_Mutant	More Inactive (A->B)	Brcc3dc	TRUE
chr19-54775000	chr19	54775000	54800000	Gpam	Intergenic	0.482333333333334	1.38831760116293e-07	0.000333304462165747	-0.813	-0.330666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gpam	TRUE
chrX-137475000	chrX	137475000	137500000	Il1rapl2	Intergenic	-1.242	1.42627332234331e-07	0.000333304462165747	0.291666666666667	-0.950333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il1rapl2	TRUE
chrX-86125000	chrX	86125000	86150000	Nr0b1	Intergenic	-1.718	1.16093872525415e-07	0.000333304462165747	0.762	-0.956	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nr0b1	TRUE
chrX-108525000	chrX	108525000	108550000	Brwd3	Intergenic	-1.29366666666667	1.45191967700291e-07	0.000333304462165747	0.378333333333333	-0.915333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Brwd3	TRUE
chr3-39425000	chr3	39425000	39450000	Fat4	Intergenic	0.958333333333334	1.76975773255856e-07	0.000333304462165747	-0.150666666666667	0.807666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Fat4	TRUE
chrX-86375000	chrX	86375000	86400000	Gm41	Intergenic	-1.656	1.79000353804572e-07	0.000333304462165747	0.764333333333333	-0.891666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chrX-138425000	chrX	138425000	138450000	Tex13a	intron (NM_030688, intron 5 of 10)	-1.281	1.09034774771049e-07	0.000333304462165747	0.346	-0.935	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tex13a	TRUE
chr18-81175000	chr18	81175000	81200000	Gm27239	Intergenic	0.654	1.39846873081162e-07	0.000333304462165747	-0.0933333333333333	0.560666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm27239	TRUE
chrX-86950000	chrX	86950000	86975000	Gm41	intron (NM_001160403, intron 6 of 10)	-1.85066666666667	1.4210393057569e-07	0.000333304462165747	0.975666666666667	-0.875	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chrX-86900000	chrX	86900000	86925000	Gm41	intron (NM_001160403, intron 6 of 10)	-1.73566666666667	9.57235136941861e-08	0.000333304462165747	0.885666666666667	-0.85	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chrX-83025000	chrX	83025000	83050000	Dmd	intron (NM_007868, intron 1 of 78)	-1.494	9.62127491375499e-08	0.000333304462165747	0.5	-0.994	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dmd	TRUE
chr11-57075000	chr11	57075000	57100000	Gria1	intron (NM_001113325, intron 2 of 15)	0.649666666666667	1.25695677086162e-07	0.000333304462165747	-0.733666666666667	-0.084	25000	B_to_A_in_Mutant	More Active (B->A)	Gria1	TRUE
chr1-126125000	chr1	126125000	126150000	Lypd1	intron (NM_176957, intron 7 of 12)	0.494	1.77601693669286e-07	0.000333304462165747	-0.0906666666666667	0.403333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Lypd1	TRUE
