##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	evoC-Bap1-ctrl-M_S1_L000_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	578849552
Sequences flagged as poor quality	0
Sequence length	151
%GC	21
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	37.11205228850207	40.0	40.0	40.0	24.0	40.0
2	38.588543362991146	40.0	40.0	40.0	40.0	40.0
3	38.937792737550566	40.0	40.0	40.0	40.0	40.0
4	39.027847097651374	40.0	40.0	40.0	40.0	40.0
5	39.14505658803723	40.0	40.0	40.0	40.0	40.0
6	39.23407017511175	40.0	40.0	40.0	40.0	40.0
7	39.26636865048485	40.0	40.0	40.0	40.0	40.0
8	39.31299460347513	40.0	40.0	40.0	40.0	40.0
9	39.313616029195785	40.0	40.0	40.0	40.0	40.0
10-14	39.376598750136026	40.0	40.0	40.0	40.0	40.0
15-19	39.48214865786058	40.0	40.0	40.0	40.0	40.0
20-24	39.52626270945097	40.0	40.0	40.0	40.0	40.0
25-29	39.51195621345147	40.0	40.0	40.0	40.0	40.0
30-34	39.47480745774162	40.0	40.0	40.0	40.0	40.0
35-39	39.46144488265925	40.0	40.0	40.0	40.0	40.0
40-44	39.42374597985351	40.0	40.0	40.0	40.0	40.0
45-49	39.38650483156977	40.0	40.0	40.0	40.0	40.0
50-54	39.370925543361224	40.0	40.0	40.0	40.0	40.0
55-59	39.33726841685454	40.0	40.0	40.0	40.0	40.0
60-64	39.30049235487704	40.0	40.0	40.0	40.0	40.0
65-69	39.274586916152614	40.0	40.0	40.0	40.0	40.0
70-74	39.23689758025415	40.0	40.0	40.0	40.0	40.0
75-79	39.19737146967681	40.0	40.0	40.0	40.0	40.0
80-84	39.15634279596022	40.0	40.0	40.0	40.0	40.0
85-89	39.10755461826806	40.0	40.0	40.0	40.0	40.0
90-94	39.07732140146841	40.0	40.0	40.0	40.0	40.0
95-99	39.028456165411356	40.0	40.0	40.0	40.0	40.0
100-104	38.99519972091125	40.0	40.0	40.0	40.0	40.0
105-109	38.95459221673544	40.0	40.0	40.0	40.0	40.0
110-114	38.90993161069251	40.0	40.0	40.0	40.0	40.0
115-119	38.873471177878706	40.0	40.0	40.0	40.0	40.0
120-124	38.81939582186979	40.0	40.0	40.0	40.0	40.0
125-129	38.78118777778721	40.0	40.0	40.0	40.0	40.0
130-134	38.729377639736	40.0	40.0	40.0	40.0	40.0
135-139	38.689194730170584	40.0	40.0	40.0	40.0	40.0
140-144	38.64419429696648	40.0	40.0	40.0	40.0	40.0
145-149	38.576645641076695	40.0	40.0	40.0	40.0	40.0
150-151	38.236171925896215	40.0	40.0	40.0	40.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.4582963582358559
1101	2	-0.09102169233482016
1101	3	-0.04248401994519213
1101	4	0.014590075524431256
1101	5	-0.10995626944691139
1101	6	-0.05752677213368429
1101	7	-0.07130822435144069
1101	8	-0.05119148438702581
1101	9	0.003161199004075854
1101	10-14	-9.49230503088927E-4
1101	15-19	-0.011393565257016292
1101	20-24	-0.017906353918540674
1101	25-29	-0.013431231824043266
1101	30-34	-0.007270769233009844
1101	35-39	-0.01441324055178228
1101	40-44	-0.005914659841742775
1101	45-49	-0.0020369201902141754
1101	50-54	-0.023657151658106557
1101	55-59	-0.015459384019600009
1101	60-64	-0.005736695286131521
1101	65-69	-0.022089693599980365
1101	70-74	-0.008740752620802539
1101	75-79	-0.010304504662244085
1101	80-84	-0.0036647964377962694
1101	85-89	0.008525231539060485
1101	90-94	0.003262736371411279
1101	95-99	0.002345927287947802
1101	100-104	0.008106253112352135
1101	105-109	4.705586061959366E-5
1101	110-114	0.006581722360245124
1101	115-119	0.018167701309856454
1101	120-124	0.02861210688963922
1101	125-129	0.047878719889325794
1101	130-134	0.07092331873061397
1101	135-139	0.07340160882183966
1101	140-144	0.08918476571310663
1101	145-149	0.14105308571182462
1101	150-151	0.232326751680219
1102	1	-0.34678359538878567
1102	2	-0.11208121818676631
1102	3	-0.014255686084659658
1102	4	-0.006032311804212043
1102	5	-0.06812921336175748
1102	6	-0.058491270331437306
1102	7	-0.04242030809763264
1102	8	-0.02971729605460638
1102	9	0.013550091016540478
1102	10-14	0.010554720014532393
1102	15-19	-0.005976840644557058
1102	20-24	-0.004358077489143852
1102	25-29	-0.001661060115779378
1102	30-34	-0.0032848475988771497
1102	35-39	-0.009735144453038913
1102	40-44	-0.01011190821101593
1102	45-49	-0.002001195778959186
1102	50-54	-0.005707634053941035
1102	55-59	-0.006703842710209074
1102	60-64	-0.0017207437621209465
1102	65-69	0.0018210454668263765
1102	70-74	0.0017297530778748182
1102	75-79	0.008404314158084958
1102	80-84	0.002521701160482337
1102	85-89	0.018611425332331066
1102	90-94	0.0056791688141331065
1102	95-99	0.021625292218210745
1102	100-104	0.019975324040707676
1102	105-109	0.016845717107457858
1102	110-114	-8.470636385027319E-4
1102	115-119	0.024817321471502396
1102	120-124	0.036852708982173965
1102	125-129	0.05750969694419439
1102	130-134	0.06729017636696
1102	135-139	0.07176736600139577
1102	140-144	0.10170620518114504
1102	145-149	0.13391456789292278
1102	150-151	0.24066899906603823
1103	1	-0.35112451683960444
1103	2	-0.11842631197184517
1103	3	-0.02451634689416693
1103	4	-0.00785071394453496
1103	5	-0.09585475679220679
1103	6	-0.030410723074638213
1103	7	-0.028810092306905233
1103	8	-0.03802027299133215
1103	9	0.027862119080829473
1103	10-14	0.018711617544362014
1103	15-19	-0.0011635339519528998
1103	20-24	-0.0058867231152035515
1103	25-29	7.731957536805112E-5
1103	30-34	0.005588535408314499
1103	35-39	0.006839212337247602
1103	40-44	0.008972263618503007
1103	45-49	0.015523462157183587
1103	50-54	0.002405531485528911
1103	55-59	0.007050084481051044
1103	60-64	0.0071440283910391145
1103	65-69	0.007725810438230951
1103	70-74	0.01597232388488834
1103	75-79	0.015838757335465914
1103	80-84	0.02147005380664524
1103	85-89	0.03577619533223242
1103	90-94	0.025058012464270973
1103	95-99	0.05015385316982446
1103	100-104	0.03086654136758682
1103	105-109	0.05146992422547925
1103	110-114	0.05670332669845379
1103	115-119	0.053949496610158576
1103	120-124	0.07234405255628928
1103	125-129	0.08231682002512741
1103	130-134	0.0994760142193698
1103	135-139	0.10479786162539995
1103	140-144	0.13763590155413397
1103	145-149	0.16147705757225594
1103	150-151	0.2819122796331115
1104	1	-0.371903973648152
1104	2	-0.0856755041718813
1104	3	-0.037150752596076586
1104	4	-0.04656133770067328
1104	5	-0.039254987204422775
1104	6	-0.017698103940233523
1104	7	-0.005281182891302194
1104	8	0.014575619919703797
1104	9	0.057660787781081524
1104	10-14	0.04050536169159358
1104	15-19	-0.005886892966223911
1104	20-24	-0.012661277558287054
1104	25-29	-0.021539424901490634
1104	30-34	-0.029162171603644538
1104	35-39	-0.020850483971024403
1104	40-44	-0.019238898501200197
1104	45-49	-0.017926662110653524
1104	50-54	-0.02775971109868891
1104	55-59	-0.028464058877077036
1104	60-64	-0.022228660668716316
1104	65-69	-0.02393566188284524
1104	70-74	-0.02899239831901923
1104	75-79	-0.018605773536535253
1104	80-84	-0.017692066377811955
1104	85-89	-0.003511079062718636
1104	90-94	-0.0037564659596611705
1104	95-99	-0.005448289019945207
1104	100-104	-0.015091262528805771
1104	105-109	0.005868882814759502
1104	110-114	0.021073028880501
1104	115-119	0.01199445076674266
1104	120-124	0.03695834180490465
1104	125-129	0.04784452030787634
1104	130-134	0.051535131499882425
1104	135-139	0.07232179141188766
1104	140-144	0.08276061758005682
1104	145-149	0.13065156288394775
1104	150-151	0.21895218816009532
1105	1	-0.3848473618930228
1105	2	-0.09020319051857939
1105	3	0.017398894777748808
1105	4	0.043592676065117075
1105	5	-0.04874053913722065
1105	6	-0.014676229582292422
1105	7	0.008042823347189199
1105	8	0.005667852798524109
1105	9	0.03241558515723142
1105	10-14	0.044817556760655464
1105	15-19	0.016551910239208212
1105	20-24	0.00414520663764506
1105	25-29	0.010051751830047806
1105	30-34	-9.791997296701993E-4
1105	35-39	0.00943761935830878
1105	40-44	0.011751520915296965
1105	45-49	0.02606928454927271
1105	50-54	0.0059974178943207335
1105	55-59	0.02064524859540029
1105	60-64	0.01551287980284144
1105	65-69	0.019293226359181403
1105	70-74	0.011355998121601374
1105	75-79	0.01783965993287495
1105	80-84	0.021366246630840635
1105	85-89	0.03569636925906394
1105	90-94	0.018645494189016176
1105	95-99	0.02319556768372877
1105	100-104	0.03236068029686123
1105	105-109	0.03215283029550875
1105	110-114	0.051418448734487754
1105	115-119	0.059696036109038175
1105	120-124	0.06957709036102955
1105	125-129	0.08280079185465894
1105	130-134	0.1056872579684267
1105	135-139	0.11462735474881214
1105	140-144	0.12545600319975847
1105	145-149	0.16010563809742706
1105	150-151	0.2276421580139143
1106	1	-0.48861513899134223
1106	2	-0.12284195600477688
1106	3	-0.02486909069043719
1106	4	0.011078894925056204
1106	5	-0.09271207694327188
1106	6	-0.04779129049172326
1106	7	-0.031939167880125297
1106	8	-0.02416842992749224
1106	9	0.03376014350217105
1106	10-14	0.04041505732675432
1106	15-19	0.014395425525840722
1106	20-24	0.0012906027973329515
1106	25-29	0.006017964187691405
1106	30-34	0.0016595280269982027
1106	35-39	0.003518051339440831
1106	40-44	0.006843885650567927
1106	45-49	0.01188369554655111
1106	50-54	0.0020801554811740175
1106	55-59	0.00896416596083327
1106	60-64	0.0072361411598507175
1106	65-69	-1.2088403142485049E-4
1106	70-74	0.00837335076978718
1106	75-79	0.004768697115977716
1106	80-84	0.023894440505635828
1106	85-89	0.027990047409140573
1106	90-94	0.015122117932207857
1106	95-99	0.0379820654207208
1106	100-104	0.03201481571003484
1106	105-109	0.03469195139419412
1106	110-114	0.04987676265599106
1106	115-119	0.05249053076220633
1106	120-124	0.06419151732353612
1106	125-129	0.0635195690491912
1106	130-134	0.06714953685440861
1106	135-139	0.06748323440185544
1106	140-144	0.10593770200451047
1106	145-149	0.13026626125047613
1106	150-151	0.24096831795807105
1107	1	-0.5014881458483984
1107	2	-0.13456126097652543
1107	3	0.0030503038081022282
1107	4	-0.052064059901120174
1107	5	-0.06683984639168017
1107	6	-0.01621269085910626
1107	7	-0.008226942666283321
1107	8	-0.0011717424594053227
1107	9	0.044855779538330864
1107	10-14	0.045488236466972864
1107	15-19	0.010157283249945692
1107	20-24	0.0013623532366224822
1107	25-29	0.00152919414666286
1107	30-34	0.007605736100877891
1107	35-39	-0.008572451824150562
1107	40-44	8.078454533588797E-4
1107	45-49	0.0068689228166505245
