##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	evoC-Bap1-mut-M_S2_L000_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	714015724
Sequences flagged as poor quality	0
Sequence length	151
%GC	21
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	37.45299635866282	40.0	40.0	40.0	24.0	40.0
2	38.57951457522804	40.0	40.0	40.0	40.0	40.0
3	38.91886828391471	40.0	40.0	40.0	40.0	40.0
4	39.056072349185406	40.0	40.0	40.0	40.0	40.0
5	39.17185841694433	40.0	40.0	40.0	40.0	40.0
6	39.23071581964209	40.0	40.0	40.0	40.0	40.0
7	39.2610844617758	40.0	40.0	40.0	40.0	40.0
8	39.28197001303013	40.0	40.0	40.0	40.0	40.0
9	39.302497290661904	40.0	40.0	40.0	40.0	40.0
10-14	39.36505290715418	40.0	40.0	40.0	40.0	40.0
15-19	39.47261951306832	40.0	40.0	40.0	40.0	40.0
20-24	39.5178815227324	40.0	40.0	40.0	40.0	40.0
25-29	39.503571078219	40.0	40.0	40.0	40.0	40.0
30-34	39.46609372372869	40.0	40.0	40.0	40.0	40.0
35-39	39.453770671862685	40.0	40.0	40.0	40.0	40.0
40-44	39.41564880915704	40.0	40.0	40.0	40.0	40.0
45-49	39.378606959641694	40.0	40.0	40.0	40.0	40.0
50-54	39.36538764488049	40.0	40.0	40.0	40.0	40.0
55-59	39.330191249681775	40.0	40.0	40.0	40.0	40.0
60-64	39.294259875430974	40.0	40.0	40.0	40.0	40.0
65-69	39.26882491372137	40.0	40.0	40.0	40.0	40.0
70-74	39.232188152203776	40.0	40.0	40.0	40.0	40.0
75-79	39.19404472218598	40.0	40.0	40.0	40.0	40.0
80-84	39.15426788332185	40.0	40.0	40.0	40.0	40.0
85-89	39.10266099069829	40.0	40.0	40.0	40.0	40.0
90-94	39.07292988326403	40.0	40.0	40.0	40.0	40.0
95-99	39.02362376490185	40.0	40.0	40.0	40.0	40.0
100-104	38.98979801010656	40.0	40.0	40.0	40.0	40.0
105-109	38.94696230723345	40.0	40.0	40.0	40.0	40.0
110-114	38.90003837366472	40.0	40.0	40.0	40.0	40.0
115-119	38.8630161262387	40.0	40.0	40.0	40.0	40.0
120-124	38.80606215221109	40.0	40.0	40.0	40.0	40.0
125-129	38.76841257602332	40.0	40.0	40.0	40.0	40.0
130-134	38.715051173578914	40.0	40.0	40.0	40.0	40.0
135-139	38.675761384212876	40.0	40.0	40.0	40.0	40.0
140-144	38.629429552730684	40.0	40.0	40.0	40.0	40.0
145-149	38.560927396607305	40.0	40.0	40.0	40.0	40.0
150-151	38.21585007069116	40.0	40.0	40.0	40.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.3717358544645748
1101	2	-0.10256980433746321
1101	3	-0.05899887003297266
1101	4	0.023201597043112088
1101	5	-0.0760487795839353
1101	6	-0.02806090961819052
1101	7	-0.0341922114145774
1101	8	-0.04946727712661669
1101	9	0.003614130390161563
1101	10-14	-9.781123198848718E-5
1101	15-19	-0.005508723071066868
1101	20-24	-0.014036502124859851
1101	25-29	-0.005234941913577984
1101	30-34	-0.005566726599631977
1101	35-39	-0.010576865509790423
1101	40-44	-0.00587637071650704
1101	45-49	0.0029399151059692485
1101	50-54	-0.010471829198934302
1101	55-59	-0.0012728392902872088
1101	60-64	3.8479822755732584E-5
1101	65-69	-0.015061879903868203
1101	70-74	-0.014470901649531243
1101	75-79	-0.004576223729429785
1101	80-84	-0.002870293758277853
1101	85-89	0.00573597067044318
1101	90-94	0.001018260786032954
1101	95-99	0.010837585788848969
1101	100-104	0.003380751111471625
1101	105-109	0.0027298760700915636
1101	110-114	0.007854378800885797
1101	115-119	0.010442190648653593
1101	120-124	0.029060328131492952
1101	125-129	0.04529158327460436
1101	130-134	0.06351953388614362
1101	135-139	0.0668924494216796
1101	140-144	0.09473723912734044
1101	145-149	0.1325662287167262
1101	150-151	0.22797049315739315
1102	1	-0.3394783069118219
1102	2	-0.13910254586215132
1102	3	-0.015021550961158425
1102	4	-0.04616008930142357
1102	5	-0.047892545196788205
1102	6	-0.03108362580213253
1102	7	-0.02035902826463598
1102	8	-0.02905214528087896
1102	9	0.018796468902252172
1102	10-14	0.017555590521560305
1102	15-19	-3.228738466276582E-5
1102	20-24	-0.0059530755999475105
1102	25-29	0.0011733820182300292
1102	30-34	0.002920615916529812
1102	35-39	-0.011705722961316667
1102	40-44	-0.004053758369444438
1102	45-49	0.0042807065977967795
1102	50-54	-0.006362628019132899
1102	55-59	-0.004973148809291672
1102	60-64	0.0011206574142690329
1102	65-69	0.0025577577147899433
1102	70-74	0.002117280719438952
1102	75-79	0.006099514714293264
1102	80-84	0.009937188171470268
1102	85-89	0.021555204898866975
1102	90-94	0.01743906665707584
1102	95-99	0.0363180407144057
1102	100-104	0.028572253289127048
1102	105-109	0.03407486449201258
1102	110-114	0.01955942817021139
1102	115-119	0.03769116669850803
1102	120-124	0.05458291217071576
1102	125-129	0.07867839326227966
1102	130-134	0.09888310660534927
1102	135-139	0.11168111142178105
1102	140-144	0.1337936002274418
1102	145-149	0.1734932610578852
1102	150-151	0.2791144005943025
1103	1	-0.33664284367847586
1103	2	-0.12357308231172226
1103	3	-0.0294556626947724
1103	4	-0.027895595031459663
1103	5	-0.06122894940170198
1103	6	-0.02848943853871333
1103	7	-0.003848819419268068
1103	8	-0.03296814823617922
1103	9	0.030590410144931468
1103	10-14	0.029067156671970906
1103	15-19	0.0067890718643752734
1103	20-24	-0.003119961372881619
1103	25-29	-0.006763506585031109
