chr	pos1	pos2	chr2	pos3	pos4	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr1	6360001	6430000	chr1	6360001	7190000	0.732	1.0602988745507056	18.189183885764617	10567.915837629242	2.8144999836551974	11446.571433525687
chr1	13770001	13810000	chr1	13770001	15690000	0.41300000000000003	-0.3534459775289564	7.943286397223887	6100.443953067946	2.576906290318029	7916.256123856985
chr1	15970001	16020000	chr1	15090001	16020000	0.345	-0.6335394822009492	12.94004107733065	6017.119100958752	1.1965069636874495	2781.87869057332
chr1	16090001	16130000	chr1	16090001	17170000	0.0915	1.1269081100051703	11.462612864104177	4951.848757293004	1.6597944282038726	2868.124771936292
chr1	16650001	16690000	chr1	16650001	17130000	0.47	-0.9142282465801761	21.711555670936562	4168.61868881982	1.4549586949268125	1117.408277703792
chr1	21380001	21420000	chr1	21380001	23540000	0.392	-0.8224523219403613	6.288352902285811	5382.830084356654	1.7304262628619418	5980.353164450871
chr1	22240001	22280000	chr1	20790001	22280000	0.456	0.32166529208775585	9.750130100597872	5811.077539956332	2.7757488562436863	6617.385273284948
chr1	22370001	22410000	chr1	22370001	23130000	0.076	-3.381164581064038	19.838197100387568	5872.10634171472	1.9013151570195	2251.157145911088
chr1	23230001	23280000	chr1	22260001	23280000	0.1525	-0.38008781160150706	14.891529921412761	7445.76496070638	2.3512176273774994	5995.604949812623
chr1	23320001	23390000	chr1	23320001	24240000	0.208	-0.875134804037339	18.57628479001401	11963.127404769022	1.9947061218473208	8992.135197287722
chr1	23620001	23660000	chr1	22250001	23660000	0.54	-1.6637449660095396	10.342982923543158	5750.698505489996	1.2390766670866966	2795.3569609475876
chr1	23730001	23770000	chr1	23730001	25470000	0.8705	-2.4886099602921274	8.719088816957916	6068.485816602709	1.2768563312478776	3554.768026194091
chr1	23810001	23850000	chr1	23810001	25830000	0.784	-2.3900937179234036	8.655762777701026	6993.856324382429	1.3456935600023427	4349.2815859275715
chr1	23810001	23850000	chr1	22280001	23850000	0.875	-2.34170066411204	9.062616485641405	5618.822221097671	1.2748680650412734	3202.468579383679
chr1	23990001	24030000	chr1	22300001	24030000	0.823	-2.7910096690978836	9.498926518732208	6497.26573881283	1.3326324187746712	3688.72653516829
chr1	24350001	24400000	chr1	24350001	25870000	0.1285	1.3547051741432503	12.471226542359044	9478.132172192874	2.518017145956951	9568.465154636413
chr1	24730001	24770000	chr1	24730001	25840000	0.857	-4.406852092682024	14.888023189810458	6610.282296275843	2.30734430902182	4097.8434928227525
chr1	24850001	24910000	chr1	24850001	25840000	0.098	-0.01913998393187187	15.902925694826962	9446.337862727216	2.0551416056481147	7324.52468252988
chr1	25770001	25830000	chr1	25040001	25830000	0.075	0.4206868655862094	22.75282630219006	10784.839667238088	1.926308663617491	5478.421839328144
