Name	Chromosome	Start	End	mc_diff	mc_qvalue	hmc_diff	hmc_qvalue	Annotation
10:100483147-100485147	10	100483147	100485147	0.0670016544595693	0.01661792394597303	-0.05589151743627799	0.026878564433250266	cpg_shelves
10:105577058-105578450	10	105577058	105578450	0.15217530829178383	1.8500421392089135e-08	0.09509185576197143	0.0033293554876185514	cpg_shelves
10:105577058-105579058	10	105577058	105579058	0.13756435142314807	1.3015552267923752e-12	0.0898558690587733	8.93315794190053e-05	cpg_shelves
10:107267870-107269870	10	107267870	107269870	0.11721798640275849	0.0005325032391085064	-0.09921787376649152	0.006924729158538977	cpg_shelves
10:111167676-111169676	10	111167676	111169676	0.10822042863968329	0.010749084443290396	-0.10109420858644463	0.027023523201317373	cpg_shelves
10:111508897-111510897	10	111508897	111510897	0.10625133122683306	2.250534602527305e-05	-0.058604135112295064	0.02799210494391319	cpg_shelves
10:111975268-111977268	10	111975268	111977268	0.08203196774928523	4.4453430792208725e-05	-0.06637338091073236	0.00013943943760331027	cpg_shelves
10:114796439-114798439	10	114796439	114798439	0.14337850230555138	3.514243507878818e-10	0.09595588281903127	8.303405700091013e-05	cpg_shelves
10:114804201-114806201	10	114804201	114806201	0.12327201679201588	2.1047642464881358e-05	0.0705352470001312	0.03343088099629945	cpg_shelves
10:116414100-116416100	10	116414100	116416100	0.07666735835583482	0.0035285109341246577	-0.08482182833250676	0.00013868198937322062	cpg_shelves
10:116468993-116470993	10	116468993	116470993	0.09654826919217704	9.446448033347446e-06	0.1053939461506157	1.2033233389765042e-05	cpg_shelves
10:116584169-116586169	10	116584169	116586169	0.09322652768197648	8.41560292491748e-05	-0.11109078768616809	7.83750118897503e-07	cpg_shelves
10:116945738-116947738	10	116945738	116947738	0.170326275567171	6.758679779130284e-13	-0.10390116237699454	4.2308465135442446e-05	cpg_shelves
10:117143828-117145828	10	117143828	117145828	0.17559224754816954	2.8045114319073066e-11	-0.0856354122551109	0.005923226039888821	cpg_shelves
10:118871486-118873486	10	118871486	118873486	-0.04238108196174095	0.027176082866606402	0.04527734850043813	0.0055862795367072745	cpg_shelves
10:119235198-119237198	10	119235198	119237198	0.12132376509546317	6.651635685473428e-07	-0.13041212901774502	1.6305813131988192e-07	cpg_shelves
10:120210952-120212952	10	120210952	120212952	0.04470341644348508	0.029509772198291276	-0.03864518170537626	0.045270940563665533	cpg_shelves
10:120229574-120231574	10	120229574	120231574	0.046730104616324764	0.025210010718728786	-0.037446981124876	0.029867162262337668	cpg_shelves
10:120410651-120412651	10	120410651	120412651	-0.06085031713232292	0.005232854170657976	0.02769230885683826	0.034080985138549715	cpg_shelves
10:120973864-120975864	10	120973864	120975864	0.17041399537298352	2.038686264050075e-06	-0.13499768343964685	0.0007823995648568412	cpg_shelves
10:122043373-122045373	10	122043373	122045373	-0.06619670993007554	0.020553876776508107	0.08549250785261853	0.00010540958038271291	cpg_shelves
10:123192325-123194325	10	123192325	123194325	0.1115177051638695	2.0648072897307476e-05	-0.08460846173490627	0.004577432037885254	cpg_shelves
10:127051263-127053263	10	127051263	127053263	0.06410687824599448	0.03427960035905718	-0.06617587541593939	0.00593122539109283	cpg_shelves
10:127055284-127057284	10	127055284	127057284	0.05552339028639108	0.0113136966525723	-0.04879450161508338	0.009759889664356177	cpg_shelves
