stripe_id	chr	pos1	pos2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripe_length	coord_string	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	plot_color
stripe_0001	chr1	3005001	3025000	3005001	4185000	3prime	shared	0.0765	0.053	1180000	chr1:3005001-3025000->3005001-4185000	0.120313115800541	7.0337922313816	26.7529613666246	9.44921647037602e-05	0.0010865861872565	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0002	chr1	3010001	3030000	3010001	4350000	3prime	mutant_only	NA	0.044	1340000	chr1:3010001-3030000->3010001-4350000	0.169066814214427	7.1269538828926	48.9149308686522	3.13703056730562e-06	9.71556819815534e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0003	chr1	3200001	3220000	3200001	3755000	3prime	mutant_only	NA	0.047	555000	chr1:3200001-3220000->3200001-3755000	0.193368946557655	6.74557734244251	59.6623172092527	9.08595445172115e-07	4.54704911546111e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0004	chr1	3355001	3375000	3355001	3675000	3prime	mutant_only	NA	0.0575	320000	chr1:3355001-3375000->3355001-3675000	0.16474600468368	6.60237095678425	35.5611260202452	2.03905024977505e-05	0.000355956038789908	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0005	chr1	3660001	3680000	3230001	3680000	5prime	mutant_only	NA	0.027	450000	chr1:3660001-3680000->3230001-3680000	0.244460333857849	6.68818805876938	99.0624509987959	3.11235088540432e-08	4.68186497475822e-06	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0009	chr1	7200001	7220000	6165001	7220000	5prime	shared	0.043	0.095	1055000	chr1:7200001-7220000->6165001-7220000	-0.0896154973683885	6.99728322768907	17.3655252612181	0.000735880921056662	0.00501028036712634	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0010	chr1	9545001	9570000	9545001	10260000	3prime	shared	0.074	0.08	715000	chr1:9545001-9570000->9545001-10260000	-0.0807967904188398	7.22601157709165	10.7572992328539	0.00474837298707626	0.0200344918647619	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0011	chr1	13130001	13150000	13130001	13715000	3prime	control_only	0.084	NA	585000	chr1:13130001-13150000->13130001-13715000	0.0736760560567362	6.76283314849504	9.84325726125498	0.00640078968755324	0.0251009244488951	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0012	chr1	13350001	13385000	13120001	13385000	5prime	shared	0.032	0.021	265000	chr1:13350001-13385000->13120001-13385000	0.102793512099755	7.53111734810783	15.9117569307443	0.00106831553121052	0.00655120946801396	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0013	chr1	13520001	13540000	12855001	13540000	5prime	control_only	0.082	NA	685000	chr1:13520001-13540000->12855001-13540000	0.132247033502288	6.7994853577047	27.0640363268591	8.90269636196796e-05	0.00103996473667299	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0015	chr1	13780001	13800000	13780001	14945000	3prime	shared	0.032	0.014	1165000	chr1:13780001-13800000->13780001-14945000	0.181722530303609	7.04714823962189	59.7368065905104	9.01404072104404e-07	4.54704911546111e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0016	chr1	14995001	15015000	14995001	16150000	3prime	shared	0.025	0.028	1155000	chr1:14995001-15015000->14995001-16150000	0.10142468694587	7.15177882384506	23.1149519078453	0.000196602483840517	0.00189184974985438	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0017	chr1	15275001	15295000	15275001	16020000	3prime	shared	0.086	0.032	745000	chr1:15275001-15295000->15275001-16020000	0.0883020543182901	6.70378578895476	11.9618539054209	0.00326028533387082	0.0150291201975996	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0018	chr1	15605001	15625000	15025001	15625000	5prime	shared	0.073	0.038	600000	chr1:15605001-15625000->15025001-15625000	0.141321064110373	6.64866007622514	31.7100610680118	3.84393061143065e-05	0.000559952816933899	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0022	chr1	17115001	17135000	16420001	17135000	5prime	control_only	0.023	NA	715000	chr1:17115001-17135000->16420001-17135000	-0.0601615395118819	7.19705292797719	8.53663243042968	0.0100312653989592	0.035471197893809	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0023	chr1	18885001	18905000	18355001	18905000	5prime	shared	0.081	0.0685	550000	chr1:18885001-18905000->18355001-18905000	-0.0826733295164504	6.71044571699143	12.6186866021927	0.00267645751197407	0.0129365038168924	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0027	chr1	21400001	21420000	21400001	22490000	3prime	shared	0.0735	0.072	1090000	chr1:21400001-21420000->21400001-22490000	0.112351295538439	6.75611042363452	19.550718320069	0.000433816098689215	0.00332742816174631	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0032	chr1	22980001	23000000	22290001	23000000	5prime	control_only	0.0335	NA	710000	chr1:22980001-23000000->22290001-23000000	-0.0631389205589013	7.19013615199034	9.85747783415365	0.00637052095885102	0.0250171070792173	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0033	chr1	22980001	23000000	22310001	23000000	5prime	mutant_only	NA	0.06	690000	chr1:22980001-23000000->22310001-23000000	-0.0618829399813684	7.18487500466157	9.39668388822123	0.00743995607115287	0.0281188527276899	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0037	chr1	23475001	23505000	23180001	23505000	5prime	control_only	0.086	NA	325000	chr1:23475001-23505000->23180001-23505000	-0.0784333219078379	7.43844332093721	15.3607352752269	0.00123645351742298	0.00728529086884472	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0044	chr1	24350001	24370000	24350001	25290000	3prime	shared	0.093	0.086	940000	chr1:24350001-24370000->24350001-25290000	-0.0681803498118994	6.9791687970692	9.1750155446004	0.00802621602165923	0.0299535082048729	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0047	chr1	25075001	25100000	25075001	25505000	3prime	shared	0.0765	0.0375	430000	chr1:25075001-25100000->25075001-25505000	0.096203601292995	7.17158824072493	15.3620094912113	0.00123603166821151	0.00728529086884472	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0048	chr1	25075001	25095000	24505001	25095000	5prime	control_only	0.0665	NA	590000	chr1:25075001-25095000->24505001-25095000	-0.103638944686639	6.68559666727729	19.3192582144951	0.000458021203193762	0.00345909250895617	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0049	chr1	25150001	25175000	25150001	25835000	3prime	control_only	0.095	NA	685000	chr1:25150001-25175000->25150001-25835000	0.0896013713292015	7.21726248862162	17.8413782504738	0.000653846706882698	0.00459000388231654	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0052	chr1	26035001	26060000	24520001	26060000	5prime	mutant_only	NA	0.066	1540000	chr1:26035001-26060000->24520001-26060000	0.211943941357445	6.98886341578073	90.8381120674669	5.64554267269407e-08	7.1747060414531e-06	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0053	chr1	26675001	26695000	26675001	28490000	3prime	shared	0.017	0.009	1815000	chr1:26675001-26695000->26675001-28490000	0.150975781275317	6.49922612540845	24.0931315109087	0.000160346947983762	0.00162574601593991	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0054	chr1	26675001	26695000	25505001	26695000	5prime	control_only	0.024	NA	1190000	chr1:26675001-26695000->25505001-26695000	0.106635421327993	6.40618286959396	10.6046803836409	0.0049869705286673	0.0207795137178105	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0066	chr1	35645001	35680000	35110001	35680000	5prime	shared	0.0635	0.028	570000	chr1:35645001-35680000->35110001-35680000	0.0768738531340158	7.62378791816415	13.9306636743618	0.0018315919374988	0.0098262037114075	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0069	chr1	35830001	35850000	35830001	36370000	3prime	mutant_only	NA	0.0835	540000	chr1:35830001-35850000->35830001-36370000	-0.0819031411787362	6.74984152599715	13.5670015644933	0.00203080689984761	0.0105788534691002	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0071	chr1	35955001	35990000	35560001	35990000	5prime	shared	0.064	0.01	430000	chr1:35955001-35990000->35560001-35990000	-0.0572329134201065	7.64930738526876	7.69056372065716	0.0136316647341589	0.0447967011838988	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0081	chr1	37855001	37875000	37275001	37875000	5prime	shared	0.0375	0.064	600000	chr1:37855001-37875000->37275001-37875000	-0.0840956587123781	6.67017111009694	11.1581844790094	0.00418099304265463	0.0182247780706134	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0082	chr1	38185001	38205000	38185001	38900000	3prime	control_only	0.053	NA	715000	chr1:38185001-38205000->38185001-38900000	0.0720241965347793	7.12492745973104	11.3583003513814	0.00392683144590069	0.0173946361705132	TRUE	TRUE	up_in_mutant	firebrick3
