chr	pos1	pos2	chr2	pos3	pos4	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr1	3005001	3025000	chr1	3005001	4185000	0.4591002044989775	-18.8281763655103	3.1584302342125246	2968.924420159773	3.0094226739448033	10930.223151767526
chr1	3010001	3030000	chr1	3010001	4350000	0.3957055214723927	-22.040510836984403	3.021951924660172	3227.4446555370637	3.4571352096966277	14381.68247233797
chr1	3200001	3220000	chr1	3200001	3755000	0.3098159509202454	-1.5330799237071155	5.660440914813696	2513.235766177281	2.076109995832623	3687.1713525987384
chr1	3355001	3375000	chr1	3355001	3675000	0.2167689161554192	-1.3356700619082282	8.850453406311516	2265.716072015748	1.8201586802426486	1863.8424885684722
chr1	3660001	3680000	chr1	3230001	3680000	0.0787321063394683	1.367018963543288	6.693257105093664	2409.5725578337187	2.2689961937629075	3267.354519018587
chr1	6385001	6415000	chr1	6385001	7210000	0.21063394683026584	-2.1958514126209407	4.402814818476282	4358.786670291519	3.343127534487774	19858.17755485738
chr1	6485001	6510000	chr1	6485001	6880000	0.06339468302658487	0.7523817789874974	8.336587995868163	3292.9522583679245	2.608156571074976	5151.1092278730775
chr1	6715001	6735000	chr1	6210001	6735000	0.5040899795501023	-2.154626228847169	5.5937532354124135	2349.3763588732136	1.6674246913268733	2801.273481429147
chr1	7200001	7220000	chr1	6165001	7220000	0.5695296523517382	-4.184204901700884	3.2486392005298192	2741.8514852471676	2.267129968805592	7653.830774687679
chr1	9545001	9570000	chr1	9545001	10260000	0.06237218813905931	1.1723154379638354	4.6119868188029365	3297.5705754440996	1.9446942108935306	6952.281803944372
chr1	13130001	13150000	chr1	13130001	13715000	0.6584867075664622	-4.468440455271998	5.214595714417845	2440.4307943475515	2.207446494283242	4132.339837298229
chr1	13350001	13385000	chr1	13120001	13385000	0.08793456032719836	1.556261671975873	11.51214931816171	4271.007397037994	2.292605870372445	5953.897445357239
chr1	13520001	13540000	chr1	12855001	13540000	0.35685071574642124	-0.3753271452629861	4.621907492809044	2532.8053060593556	2.676094886638058	5865.999991510624
chr1	13580001	13600000	chr1	13110001	13600000	0.6912065439672801	-0.9593914371050891	4.498443862356778	1763.3899940438569	1.5391901873107998	2413.450213703334
chr1	13780001	13800000	chr1	13780001	14945000	0.22085889570552147	1.5627065615409452	3.284478394768792	3061.133863924514	4.555584623398758	16983.21947603057
chr1	14995001	15015000	chr1	14995001	16150000	0.14314928425357873	4.246382985068408	3.5411171436125635	3271.9922406980086	3.9539779867124674	14613.90263888928
