chr	pos1	pos2	chr2	pos3	pos4	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr1	3005001	3025000	chr1	3005001	4185000	0.18865030674846625	-11.042132428309946	3.271206719066622	3088.019142798891	2.391719825544678	8686.726406378271
chr1	3010001	3030000	chr1	3010001	4350000	0.24897750511247443	-13.65448772231581	3.0452741520659554	3264.5338910147043	2.870409677475642	11940.90425829867
chr1	3200001	3220000	chr1	3200001	3755000	0.7464212678936605	-2.054053558032116	5.388853920359431	2392.651140639587	1.448398313753922	2572.3554052269656
chr1	3355001	3375000	chr1	3355001	3675000	0.7024539877300613	-1.1908528328387225	8.523574702485405	2182.0351238362637	1.3525595612594454	1385.0209907296721
chr1	3660001	3680000	chr1	3230001	3680000	0.3778118609406953	-1.1546299538232583	6.369635158102276	2293.0686569168192	1.5353953135471063	2210.969251507833
chr1	6385001	6415000	chr1	6385001	7210000	0.13394683026584867	-1.9948224143332451	4.929005432065856	4879.715377745198	3.3378971461363562	19827.109048049955
chr1	6485001	6510000	chr1	6485001	6880000	0.33537832310838445	-1.0168480316116921	8.977740877638954	3546.2076466673866	2.4141031152565082	4767.853652631604
chr1	6715001	6735000	chr1	6210001	6735000	0.6574642126789366	-2.293328072823723	6.229388743164964	2616.343272129285	1.7237477441565507	2895.896210183005
chr1	7200001	7220000	chr1	6165001	7220000	0.22699386503067484	-3.2510428089069356	3.7905130399023235	3199.193005677561	2.489464243837983	8404.43128719703
chr1	9545001	9570000	chr1	9545001	10260000	0.08997955010224949	0.8005130006717271	5.264586453614606	3764.179314334443	2.0134297947336868	7198.01151617293
chr1	13130001	13150000	chr1	13130001	13715000	0.5725971370143149	-2.9403940984314674	5.538596841595375	2592.0633218666353	2.1523398015626896	4029.180108525355
chr1	13350001	13385000	chr1	13120001	13385000	0.1411042944785276	0.8049576963839092	11.270689547909454	4181.425822274407	1.8745588671904228	4868.229378093528
chr1	13520001	13540000	chr1	12855001	13540000	0.3016359918200409	-0.752298030099073	4.68173742561399	2565.5921092364665	2.2109320672072745	4846.363091318346
chr1	13580001	13600000	chr1	13110001	13600000	0.7162576687116564	-0.8843902082179345	4.936092837245216	1934.9483922001245	1.5900115423548309	2493.138098412375
chr1	13780001	13800000	chr1	13780001	14945000	0.418200408997955	1.0898142276690324	3.1839574328321247	2967.44832739954	3.5467103571544625	13222.136211471836
chr1	14995001	15015000	chr1	14995001	16150000	0.2822085889570552	2.0333198769365315	3.6543734513140653	3376.6410690141965	3.528595217924856	13041.687925450267
chr1	15275001	15295000	chr1	15275001	16020000	0.4222903885480573	-1.2547590238480666	4.11420416756155	2452.065683866684	1.641478903504809	3913.2857059554644
chr1	15605001	15625000	chr1	15025001	15625000	0.6411042944785277	-2.2324972561076737	4.798985902619947	2303.5132332575745	1.7803696304324421	3418.309690430289
chr1	16095001	16115000	chr1	16095001	17160000	0.2331288343558282	0.05419411853762539	2.9115450509945218	2480.6363834473327	1.764001579641025	6011.717383416613
chr1	16650001	16670000	chr1	16650001	17170000	0.5347648261758691	-0.07130320483756315	5.11074106178888	2126.068281704174	1.802779555089732	2999.8251796693144
chr1	16780001	16815000	chr1	16780001	17145000	0.02965235173824131	5.830114438584764	9.75505387321638	4984.83252921357	2.9468420855697697	10540.854140083065
chr1	17115001	17135000	chr1	16420001	17135000	0.049079754601226995	2.3045988610336114	6.295855171836267	3601.229158290345	3.322947038825271	7602.90282483222
