entrez_id	symbol	boundary_class	log2FoldChange	padj	chr	boundary_pos
497097	Xkr4	gained	0.573696911286475	0.00522588950563854	chr1	3670000
12823	Col19a1	gained	-2.74003846657199	4.44026237458597e-55	chr1	24500000
12823	Col19a1	lost	-2.74003846657199	4.44026237458597e-55	chr1	24540000
93690	Gpr45	gained	0.631599065639341	4.43934169509875e-5	chr1	42960000
56363	Tmeff2	lost	-0.838933950350721	0.00456850870136713	chr1	50920000
109019	Nabp1	lost	-0.748615424886668	1.22054514142839e-4	chr1	51470000
109019	Nabp1	gained	-0.748615424886668	1.22054514142839e-4	chr1	51500000
14660	Gls	lost	-0.330480653694314	1.44934458423593e-4	chr1	52310000
74018	Als2	lost	0.338893708680379	1.49168185273106e-5	chr1	59240000
14369	Fzd7	lost	-1.44574478475887	7.70518302045153e-22	chr1	59490000
12168	Bmpr2	gained	0.38120334990771	1.31547232557151e-9	chr1	59760000
213527	Pth2r	gained	1.31533460456596	6.33913055655808e-5	chr1	65190000
252903	Ap1s3	gained	-1.53028677941472	1.1913209804646e-16	chr1	79650000
241134	Nyap2	lost	-0.71241103407208894	9.35026823820904e-5	chr1	80990000
241134	Nyap2	gained	-0.71241103407208894	9.35026823820904e-5	chr1	81150000
64294	Itm2c	lost	-0.513343953647938	8.2407931355507e-5	chr1	85850000
53972	Ngef	gained	0.751784296971997	9.85003013143527e-9	chr1	87540000
16331	Inpp5d	gained	0.437975251450819	0.0231074993644	chr1	87720000
208777	Sned1	gained	0.369418201612425	2.35562679107663e-4	chr1	93260000
18484	Pam	gained	0.585224876340324	1.08468032922783e-6	chr1	98060000
27392	Pign	lost	-0.434412813689377	0.00281281874502564	chr1	105640000
21934	Tnfrsf11a	gained	0.869063581512983	4.08158390552803e-8	chr1	105840000
635504	Gm7160	lost	-0.871119084519829	1.25283943517544e-4	chr1	105980000
241201	Cdh7	lost	-1.2479808672989	1.28618269768476e-14	chr1	109920000
13798	En1	lost	-1.09131817803157	0.00115223994224201	chr1	120690000
381290	Atp2b4	lost	-2.57637855000457	2.57426358112684e-118	chr1	133900000
215690	Nav1	gained	0.397311773790795	0.00149305930089665	chr1	135700000
18214	Ddr2	lost	-0.481978737093667	0.0125594917377391	chr1	170120000
13800	Enah	gained	0.449156476228686	1.12399948314183e-8	chr1	182020000
16526	Kcnk2	lost	0.452198917060696	0.00206714290582185	chr1	189390000
209645	Bend7	gained	1.82101552972257	2.41782786692128e-47	chr2	4760000
56876	Nsmf	lost	0.528341994529376	0.00132722580385513	chr2	24990000
20181	Rxra	gained	0.568014688178317	3.74602799303473e-4	chr2	27670000
227723	Prrc2b	gained	0.322365776568891	0.00405078698822065	chr2	32140000
99326	Garnl3	gained	0.429052365609968	4.75540981822304e-5	chr2	33070000
66559	Metap1d	gained	-0.825528570058035	8.8258910575933e-15	chr2	71400000
228026	Pdk1	gained	-0.418837065885636	0.00402082714496333	chr2	71830000
228026	Pdk1	lost	-0.418837065885636	0.00402082714496333	chr2	71960000
67445	C1qtnf4	gained	0.676151650445707	9.58647205009306e-9	chr2	90890000
192285	Phf21a	gained	0.371798391656341	0.00121247615938121	chr2	92070000
241568	Lrrc4c	lost	-1.05689759020827	1.98685943298523e-10	chr2	96300000
16492	Kcna4	gained	0.983525046833782	2.55428109049965e-4	chr2	107330000
12064	Bdnf	gained	-1.36238643186776	6.9961251600885e-12	chr2	109710000
20192	Ryr3	lost	0.552546000898558	3.65882154895375e-5	chr2	113180000
329502	Pla2g4e	lost	-0.55517575584466194	0.00156624911085047	chr2	120190000
214968	Sema6d	gained	-0.316769536530068	0.0436310081540495	chr2	124090000
192212	Prom2	gained	-1.26933721878753	3.46623637412298e-10	chr2	127570000
319909	Ism1	lost	-1.03869044722994	2.49906486320414e-10	chr2	139730000
18549	Pcsk2	gained	-0.369533879671848	0.0216347747959742	chr2	143480000
20779	Src	gained	0.485840043773867	7.36385216239133e-6	chr2	157460000
18803	Plcg1	gained	0.37756001925735	0.00125207932055987	chr2	160730000
