chr1	x1	x2	chr2	y1	y2	chr1_chr	chr1_start	chr1_end	chr1_gene_id	chr1_idk	chr1_strand	chr1_gene_name	chr2_chr	chr2_start	chr2_end	chr2_gene_id	chr2_idk	chr2_strand	chr2_gene_name
chr2	132840000	132850000	chr2	132900000	132910000	chr2	132845915	132847415	66586	0	+	Crls1							
chr2	55300000	55310000	chr2	55840000	55850000														
chr2	116900000	116910000	chr2	117120000	117130000	chr2	116899401	116900901	320975	0	+	D330050G23Rik	chr2	117120623	117122123	114715	0	+	Spred1
chr2	91930000	91940000	chr2	92050000	92060000	chr2	91931547	91933047	17242	0	-	Mdk							
chr2	106350000	106360000	chr2	106950000	106960000														
chr2	104680000	104690000	chr2	104770000	104780000														
chr2	128120000	128130000	chr2	128390000	128400000	chr2	128125287	128126787	12125	0	+	Bcl2l11							
chr2	163600000	163610000	chr2	163720000	163730000	chr2	163601563	163603063	76080	0	+	Ttpal							
chr2	134780000	134790000	chr2	134920000	134930000	chr2	134785316	134786816	18795	0	+	Plcb1							
chr2	119470000	119480000	chr2	119540000	119550000	chr2	119476937	119478437	68142	0	-	Ino80	chr2	119546877	119548377	241624	0	-	Exd1
chr2	119470000	119480000	chr2	119540000	119550000	chr2	119476937	119478437	68142	0	-	Ino80	chr2	119546946	119548446	56398	0	+	Chp1
chr2	128940000	128950000	chr2	129080000	129090000	chr2	128943327	128944827	57432	0	-	Zc3h8							
chr2	155690000	155700000	chr2	155760000	155770000	chr2	155691634	155693134	56407	0	-	Trpc4ap							
chr2	155840000	155850000	chr2	155940000	155950000								chr2	155944617	155946117	14563	0	-	Gdf5
chr2	38790000	38800000	chr2	38860000	38870000														
chr2	92050000	92060000	chr2	92180000	92190000														
chr2	157460000	157470000	chr2	157570000	157580000								chr2	157570524	157572024	53619	0	-	Blcap
chr2	122110000	122120000	chr2	122160000	122170000	chr2	122117636	122119136	214585	0	-	Spg11	chr2	122159949	122161449	70928	0	+	Trim69
chr2	28210000	28220000	chr2	28270000	28280000														
chr2	165990000	166000000	chr2	166780000	166790000	chr2	165991885	165993385	17979	0	+	Ncoa3							
chr2	113300000	113310000	chr2	113430000	113440000														
chr2	33150000	33160000	chr2	33400000	33410000														
chr2	173100000	173110000	chr2	173180000	173190000														
chr2	122570000	122580000	chr2	122620000	122630000								chr2	122629895	122631395	214616	0	+	Afg2b
chr2	130070000	130080000	chr2	130150000	130160000														
chr2	21270000	21280000	chr2	21910000	21920000														
chr2	29190000	29200000	chr2	29600000	29610000														
chr2	31480000	31490000	chr2	31780000	31790000														
chr2	118190000	118200000	chr2	118240000	118250000														
chr2	136910000	136920000	chr2	137730000	137740000														
chr2	156310000	156320000	chr2	156510000	156520000	chr2	156311548	156313048	70873	0	+	Cnbd2							
chr2	156310000	156320000	chr2	156510000	156520000	chr2	156311997	156313497	19018	0	-	Scand1							
chr2	39270000	39280000	chr2	39370000	39380000														
chr2	50290000	50300000	chr2	51140000	51150000	chr2	50296051	50297551	109129	0	-	Mmadhc	chr2	51148361	51149861	74194	0	-	Rnd3
chr2	50290000	50300000	chr2	51140000	51150000	chr2	50296059	50297559	100502624	0	+	Gm13483	chr2	51148361	51149861	74194	0	-	Rnd3
chr2	118900000	118910000	chr2	118970000	118980000	chr2	118899626	118901126	228536	0	+	Bahd1							
chr2	120400000	120410000	chr2	120560000	120570000	chr2	120403145	120404645	76051	0	+	Ganc	chr2	120563093	120564593	20402	0	-	Zfp106
chr2	120400000	120410000	chr2	120560000	120570000	chr2	120403145	120404645	76051	0	+	Ganc	chr2	120566920	120568420	20619	0	+	Snap23
chr2	120400000	120410000	chr2	120560000	120570000	chr2	120403363	120404863	211499	0	-	Tmem87a	chr2	120563093	120564593	20402	0	-	Zfp106
chr2	120400000	120410000	chr2	120560000	120570000	chr2	120403363	120404863	211499	0	-	Tmem87a	chr2	120566920	120568420	20619	0	+	Snap23
chr2	130290000	130300000	chr2	130410000	130420000	chr2	130294418	130295918	228598	0	+	Ebf4							
chr2	142850000	142860000	chr2	142960000	142970000														
chr2	19530000	19540000	chr2	19720000	19730000														
chr2	31780000	31790000	chr2	31910000	31920000														
chr2	130560000	130570000	chr2	130660000	130670000	chr2	130562991	130564491	99045	0	+	Mrps26	chr2	130663909	130665409	77006	0	-	Ddrgk1
chr2	130560000	130570000	chr2	130660000	130670000	chr2	130562991	130564491	99045	0	+	Mrps26	chr2	130666859	130668359	16434	0	+	Itpa
chr2	130560000	130570000	chr2	130660000	130670000	chr2	130562999	130564499	321014	0	-	4930473A02Rik	chr2	130663909	130665409	77006	0	-	Ddrgk1
chr2	130560000	130570000	chr2	130660000	130670000	chr2	130562999	130564499	321014	0	-	4930473A02Rik	chr2	130666859	130668359	16434	0	+	Itpa
chr2	11330000	11340000	chr2	11500000	11510000	chr2	11338737	11340237	100503147	0	+	Gm13293							
chr2	158200000	158210000	chr2	158340000	158350000														
chr2	30460000	30470000	chr2	30790000	30800000														
chr2	72040000	72050000	chr2	72140000	72150000														
chr2	129670000	129680000	chr2	129870000	129880000														
chr2	163530000	163540000	chr2	163780000	163790000														
chr2	21950000	21960000	chr2	22720000	22730000														
chr2	27920000	27930000	chr2	27970000	27980000														
chr2	33740000	33750000	chr2	33790000	33800000														
chr2	126590000	126600000	chr2	126660000	126670000														
chr2	129900000	129910000	chr2	130050000	130060000														
chr2	135830000	135840000	chr2	135920000	135930000														
chr2	92900000	92910000	chr2	93060000	93070000														
chr2	119800000	119810000	chr2	119870000	119880000														
chr2	35600000	35610000	chr2	35900000	35910000														
chr2	35650000	35660000	chr2	35900000	35910000														
chr2	3540000	3550000	chr2	3760000	3770000														
chr2	163850000	163860000	chr2	163960000	163970000	chr2	163852900	163854400	241769	0	+	Kcnk15							
chr2	155510000	155520000	chr2	155620000	155630000	chr2	155517197	155518697	60525	0	+	Acss2	chr2	155622129	155623629	735275	0	+	Mir499
chr2	155510000	155520000	chr2	155620000	155630000	chr2	155517487	155518987	207182	0	-	Ggt7	chr2	155622129	155623629	735275	0	+	Mir499
chr2	164960000	164970000	chr2	165030000	165040000	chr2	164960051	164961551	57138	0	+	Slc12a5	chr2	165034117	165035617	228869	0	-	Ncoa5
chr2	28510000	28520000	chr2	28580000	28590000	chr2	28512374	28513874	19730	0	+	Ralgds	chr2	28582529	28584029	70239	0	-	Gtf3c5
chr2	161050000	161060000	chr2	161100000	161110000								chr2	161108325	161109825	71389	0	-	Chd6
chr2	158050000	158060000	chr2	158140000	158150000								chr2	158145686	158147186	21817	0	-	Tgm2
chr2	150600000	150610000	chr2	150740000	150750000	chr2	150607817	150609317	71881	0	-	Apmap	chr2	150748291	150749791	12497	0	+	Entpd6
chr2	31190000	31200000	chr2	31240000	31250000								chr2	31245072	31246572	14299	0	+	Ncs1
chr2	92600000	92610000	chr2	92810000	92820000	chr2	92598956	92600456	76969	0	+	Chst1							
chr2	119200000	119210000	chr2	119280000	119290000	chr2	119207866	119209366	72008	0	+	Zfyve19	chr2	119287989	119289489	228545	0	+	Vps18
chr2	119200000	119210000	chr2	119280000	119290000	chr2	119208045	119209545	69408	0	-	Dnajc17	chr2	119287989	119289489	228545	0	+	Vps18
chr2	128690000	128700000	chr2	128810000	128820000	chr2	128698205	128699705	17289	0	+	Mertk	chr2	128817367	128818867	72477	0	+	Tmem87b
chr2	33740000	33750000	chr2	33820000	33830000														
chr2	38790000	38800000	chr2	38990000	39000000								chr2	38996725	38998225	76646	0	+	Wdr38
chr2	163530000	163540000	chr2	163710000	163720000														
chr2	25860000	25870000	chr2	25910000	25920000	chr2	25862983	25864483	227632	0	+	Kcnt1							
chr2	76400000	76410000	chr2	76540000	76550000	chr2	76405757	76407257	99031	0	+	Osbpl6							
chr2	104140000	104150000	chr2	104190000	104200000														
chr2	105330000	105340000	chr2	105420000	105430000														
chr2	136000000	136010000	chr2	136130000	136140000														
chr2	153800000	153810000	chr2	153850000	153860000														
chr2	26150000	26160000	chr2	26270000	26280000														
chr2	32400000	32410000	chr2	32480000	32490000														
chr2	79510000	79520000	chr2	79640000	79650000														
chr2	38430000	38440000	chr2	38590000	38600000														
chr2	157280000	157290000	chr2	157570000	157580000	chr2	157278799	157280299	629499	0	-	Mroh8	chr2	157570524	157572024	53619	0	-	Blcap
chr2	145970000	145980000	chr2	146040000	146050000														
chr3	88190000	88200000	chr3	88240000	88250000														
chr2	72230000	72240000	chr2	72390000	72400000														
chr3	79220000	79230000	chr3	79280000	79290000								chr3	79285767	79287267	76089	0	-	Rapgef2
chr3	94450000	94460000	chr3	94500000	94510000														
chr3	108400000	108410000	chr3	108550000	108560000								chr3	108554001	108555501	100217438	0	-	Scarna2
chr3	94940000	94950000	chr3	94990000	95000000														
chr3	79670000	79680000	chr3	79800000	79810000														
chr3	96540000	96550000	chr3	96590000	96600000								chr3	96593431	96594931	69870	0	-	Polr3gl
chr3	96540000	96550000	chr3	96590000	96600000								chr3	96595885	96597385	545554	0	+	Ankrd34a
chr3	69250000	69260000	chr3	69480000	69490000														
chr3	51580000	51590000	chr3	51640000	51650000														
chr3	103800000	103810000	chr3	103850000	103860000	chr3	103802378	103803878	100503157	0	+	Gm15471	chr3	103859044	103860544	19260	0	+	Ptpn22
chr3	103800000	103810000	chr3	103850000	103860000	chr3	103808694	103810194	140917	0	-	Dclre1b	chr3	103859044	103860544	19260	0	+	Ptpn22
chr3	103800000	103810000	chr3	103850000	103860000	chr3	103808769	103810269	67489	0	+	Ap4b1	chr3	103859044	103860544	19260	0	+	Ptpn22
chr3	104990000	105000000	chr3	105050000	105060000								chr3	105052396	105053896	80281	0	-	Cttnbp2nl
chr3	52040000	52050000	chr3	52100000	52110000								chr3	52104326	52105826	433586	0	-	Maml3
chr3	101600000	101610000	chr3	101800000	101810000	chr3	101603934	101605434	11928	0	-	Atp1a1							
chr3	21930000	21940000	chr3	22070000	22080000								chr3	22075901	22077401	81004	0	+	Tbl1xr1
chr3	96930000	96940000	chr3	97070000	97080000														
chr3	88080000	88090000	chr3	88130000	88140000	chr3	88081220	88082720	404710	0	+	Iqgap3							
chr3	114900000	114910000	chr3	114960000	114970000	chr3	114903327	114904827	229759	0	+	Olfm3							
chr3	53030000	53040000	chr3	53440000	53450000														
chr3	57840000	57850000	chr3	58120000	58130000	chr3	57847329	57848829	18645	0	-	Pfn2							
chr3	101600000	101610000	chr3	101690000	101700000	chr3	101603934	101605434	11928	0	-	Atp1a1							
chr3	100970000	100980000	chr3	101290000	101300000	chr3	100968913	100970413	74044	0	-	Ttf2							
chr3	89310000	89320000	chr3	89360000	89370000								chr3	89361224	89362724	329702	0	+	Dcst2
chr3	89310000	89320000	chr3	89360000	89370000								chr3	89364503	89366003	77772	0	-	Dcst1
chr3	156560000	156570000	chr3	156920000	156930000	chr3	156560996	156562496	329782	0	-	4930570G19Rik							
chr3	156560000	156570000	chr3	156920000	156930000	chr3	156561043	156562543	320840	0	+	Negr1							
chr3	88000000	88010000	chr3	88070000	88080000	chr3	87999480	88000980	12032	0	-	Bcan	chr3	88077554	88079054	214191	0	-	Ttc24
chr3	58650000	58660000	chr3	58780000	58790000	chr3	58651302	58652802	666680	0	+	Gm8234							
chr3	40840000	40850000	chr3	40890000	40900000	chr3	40846135	40847635	72175	0	-	Mfsd8							
chr3	40840000	40850000	chr3	40890000	40900000	chr3	40846219	40847719	269423	0	+	Abhd18							
chr3	40840000	40850000	chr3	40890000	40900000	chr3	40846251	40847751	100039027	0	+	Gm2011							
chr3	53040000	53050000	chr3	53410000	53420000	chr3	53040777	53042277	108927	0	+	Lhfpl6							
chr2	84830000	84840000	chr2	84890000	84900000	chr2	84838099	84839599	72401	0	+	Slc43a1							
chr3	107690000	107700000	chr3	107750000	107760000	chr3	107695810	107697310	229709	0	-	Ahcyl1	chr3	107759719	107761219	12977	0	-	Csf1
chr3	117150000	117160000	chr3	117430000	117440000														
chr3	90410000	90420000	chr3	90460000	90470000								chr3	90465116	90466616	18160	0	-	Npr1
chr3	18620000	18630000	chr3	18680000	18690000														
chr3	127070000	127080000	chr3	127160000	127170000								chr3	127160553	127162053	100862268	0	+	Gm16958
chr3	127180000	127190000	chr3	127260000	127270000														
chr3	138740000	138750000	chr3	138810000	138820000	chr3	138741444	138742944	56224	0	+	Tspan5							
chr3	142490000	142500000	chr3	142560000	142570000	chr3	142493227	142494727	229898	0	+	Gbp5	chr3	142559275	142560775	55932	0	+	Gbp3
chr3	52260000	52270000	chr3	52840000	52850000	chr3	52267585	52269085	56458	0	+	Foxo1							
chr3	103910000	103920000	chr3	103960000	103970000	chr3	103913369	103914869	229675	0	+	Rsbn1	chr3	103967359	103968859	18685	0	+	Phtf1
chr3	103910000	103920000	chr3	103960000	103970000	chr3	103913369	103914869	229675	0	+	Rsbn1	chr3	103967831	103969331	100125931	0	-	Phtf1os
chr3	87500000	87510000	chr3	87560000	87570000														
chr3	51280000	51290000	chr3	51360000	51370000														
chr3	105470000	105480000	chr3	105520000	105530000														
chr2	104450000	104460000	chr2	104590000	104600000								chr2	104589772	104591272	228410	0	+	Cstf3
chr3	88470000	88480000	chr3	88520000	88530000														
chr3	101500000	101510000	chr3	101800000	101810000														
chrX	48020000	48030000	chrX	48120000	48130000														
chrX	157730000	157740000	chrX	158920000	158930000														
chrX	158040000	158050000	chrX	158920000	158930000	chrX	158042544	158044044	245684	0	-	Cnksr2							
chrX	101130000	101140000	chrX	101330000	101340000														
chr2	10780000	10790000	chr2	11060000	11070000														
chr2	75880000	75890000	chr2	76070000	76080000														
chr2	162920000	162930000	chr2	163330000	163340000														
chr2	174330000	174340000	chr2	174410000	174420000								chr2	174415053	174416553	57314	0	+	Nelfcd
chr2	3810000	3820000	chr2	4490000	4500000														
chr2	52850000	52860000	chr2	53080000	53090000	chr2	52857109	52858609	71409	0	+	Fmnl2							
chr2	54430000	54440000	chr2	54710000	54720000	chr2	54435566	54437066	271786	0	+	Galnt13							
chr2	79370000	79380000	chr2	79630000	79640000								chr2	79634601	79636101	70599	0	+	Itprid2
chr2	153940000	153950000	chr2	154030000	154040000														
chr2	6720000	6730000	chr2	6870000	6880000														
chr2	128120000	128130000	chr2	128570000	128580000	chr2	128125287	128126787	12125	0	+	Bcl2l11							
chr2	131820000	131830000	chr2	132240000	132250000								chr2	132247057	132248557	70612	0	-	Tmem230
chr2	66250000	66260000	chr2	66790000	66800000	chr2	66255867	66257367	73668	0	-	Ttc21b							
chrX	73440000	73450000	chrX	73490000	73500000														
chrX	103480000	103490000	chrX	103620000	103630000	chrX	103482504	103484004	213742	0	-	Xist	chrX	103623040	103624540	78878	0	-	Ftx
chrX	103480000	103490000	chrX	103620000	103630000	chrX	103482504	103484004	213742	0	-	Xist	chrX	103629835	103631335	75064	0	+	Zcchc13
chrX	101850000	101860000	chrX	101900000	101910000	chrX	101848634	101850134	100042480	0	+	Nhsl2							
chrX	101800000	101810000	chrX	101940000	101950000														
chr3	107690000	107700000	chr3	107860000	107870000	chr3	107695810	107697310	229709	0	-	Ahcyl1							
chr3	88400000	88410000	chr3	88460000	88470000	chr3	88409581	88411081	67037	0	-	Pmf1	chr3	88460432	88461932	20351	0	-	Sema4a
chrX	108830000	108840000	chrX	109010000	109020000	chrX	108833049	108834549	69964	0	+	2810403D21Rik	chrX	109012654	109014154	50887	0	-	Hmgn5
chrX	108830000	108840000	chrX	109010000	109020000	chrX	108833622	108835122	382236	0	-	Brwd3	chrX	109012654	109014154	50887	0	-	Hmgn5
chrX	7320000	7330000	chrX	7420000	7430000	chrX	7318608	7320108	12728	0	-	Clcn5							
chrX	52860000	52870000	chrX	52930000	52940000														
chrX	71050000	71060000	chrX	71310000	71320000	chrX	71049489	71050989	333639	0	+	Mamld1							
chrX	103470000	103480000	chrX	103930000	103940000														
chrX	12760000	12770000	chrX	12830000	12840000	chrX	12761323	12762823	26896	0	-	Med14							
chrX	12760000	12770000	chrX	12830000	12840000	chrX	12761527	12763027	552913	0	+	Gm14634							
chr3	90220000	90230000	chr3	90370000	90380000														
chrX	153390000	153400000	chrX	153520000	153530000														
chrX	48200000	48210000	chrX	48250000	48260000	chrX	48208128	48209628	208884	0	-	Zdhhc9	chrX	48256111	48257611	72554	0	+	Utp14a
chrX	142820000	142830000	chrX	143050000	143060000														
chrX	51060000	51070000	chrX	51370000	51380000														
chrX	70370000	70380000	chrX	70560000	70570000														
chrX	36220000	36230000	chrX	36350000	36360000														
chrX	136040000	136050000	chrX	136100000	136110000								chrX	136103852	136105352	70491	0	+	5730412P04Rik
chrX	98700000	98710000	chrX	98920000	98930000														
chrX	99130000	99140000	chrX	99520000	99530000	chrX	99135379	99136879	13641	0	+	Efnb1							
chrX	73790000	73800000	chrX	73890000	73900000								chrX	73895355	73896855	16728	0	-	L1cam
chrX	73790000	73800000	chrX	73890000	73900000								chrX	73891351	73892851	12000	0	+	Avpr2
chr2	121570000	121580000	chr2	121830000	121840000														
chr18	38020000	38030000	chr18	38210000	38220000								chr18	38211303	38212803	75599	0	-	Pcdh1
chr2	102090000	102100000	chr2	102450000	102460000								chr2	102451749	102453249	14221	0	-	Fjx1
chr1	155570000	155580000	chr1	155860000	155870000														
chr1	181270000	181280000	chr1	181540000	181550000														
chr1	22610000	22620000	chr1	22800000	22810000								chr1	22805244	22806744	116837	0	-	Rims1
chr1	63950000	63960000	chr1	64120000	64130000								chr1	64121532	64123032	93691	0	-	Klf7
chr1	85160000	85170000	chr1	85250000	85260000														
chr1	159520000	159530000	chr1	159670000	159680000	chr1	159523018	159524518	21960	0	+	Tnr							
chr1	168210000	168220000	chr1	168430000	168440000								chr1	168431520	168433020	18514	0	-	Pbx1
chr1	181370000	181380000	chr1	181540000	181550000														
chr1	36060000	36070000	chr1	36130000	36140000	chr1	36067649	36069149	50785	0	+	Hs6st1							
chr1	118380000	118390000	chr1	118460000	118470000	chr1	118388307	118389807	76707	0	+	Clasp1	chr1	118458517	118460017	68204	0	-	2900060B14Rik
chr1	157740000	157750000	chr1	158650000	158660000														
chr1	6400000	6410000	chr1	6860000	6870000														
chr1	92640000	92650000	chr1	92890000	92900000	chr1	92641235	92642735	66915	0	-	Cops9							
chr1	92640000	92650000	chr1	92890000	92900000	chr1	92648091	92649591	260301	0	-	Otos							
chr1	153100000	153110000	chr1	153380000	153390000														
chr1	33670000	33680000	chr1	33740000	33750000	chr1	33669045	33670545	19076	0	-	Prim2							
chr1	33670000	33680000	chr1	33740000	33750000	chr1	33669073	33670573	67503	0	+	1700001G17Rik							
chr1	85790000	85800000	chr1	85840000	85850000	chr1	85792690	85794190	12283	0	+	Cab39							
chr1	78210000	78220000	chr1	78410000	78420000														
chr1	63950000	63960000	chr1	64440000	64450000														
chr1	63110000	63120000	chr1	63170000	63180000	chr1	63113720	63115220	100380944	0	+	Ino80dos	chr1	63178253	63179753	100217464	0	+	Snora41
chr1	63110000	63120000	chr1	63170000	63180000	chr1	63113720	63115220	100380944	0	+	Ino80dos	chr1	63176074	63177574	55949	0	+	Eef1b2
chr1	63110000	63120000	chr1	63170000	63180000	chr1	63113720	63115220	100380944	0	+	Ino80dos	chr1	63176083	63177583	227197	0	-	Ndufs1
chr1	63110000	63120000	chr1	63170000	63180000	chr1	63113917	63115417	227195	0	-	Ino80d	chr1	63178253	63179753	100217464	0	+	Snora41
chr1	63110000	63120000	chr1	63170000	63180000	chr1	63113917	63115417	227195	0	-	Ino80d	chr1	63176074	63177574	55949	0	+	Eef1b2
chr1	63110000	63120000	chr1	63170000	63180000	chr1	63113917	63115417	227195	0	-	Ino80d	chr1	63176083	63177583	227197	0	-	Ndufs1
chr1	135950000	135960000	chr1	136070000	136080000														
chr1	35380000	35390000	chr1	36060000	36070000								chr1	36067649	36069149	50785	0	+	Hs6st1
chr18	79050000	79060000	chr18	79100000	79110000								chr18	79108641	79110141	240427	0	-	Setbp1
chr18	61840000	61850000	chr18	61900000	61910000														
chr18	77180000	77190000	chr18	77230000	77240000	chr18	77185088	77186588	225742	0	+	St8sia5							
chr18	80000000	80010000	chr18	80110000	80120000														
chr18	62680000	62690000	chr18	62970000	62980000								chr18	62977080	62978580	108123	0	+	Napg
chr18	34530000	34540000	chr18	34580000	34590000														
chr1	149230000	149240000	chr1	149670000	149680000														
chr1	11660000	11670000	chr1	12830000	12840000														
chr1	155220000	155230000	chr1	155280000	155290000														
chr1	64610000	64620000	chr1	65010000	65020000	chr1	64616492	64617992	67099	0	-	Mettl21a							
chr1	189700000	189710000	chr1	189970000	189980000														
chr1	20690000	20700000	chr1	21160000	21170000														
chr1	67640000	67650000	chr1	69140000	69150000														
chr1	125780000	125790000	chr1	126930000	126940000														
chr1	158710000	158720000	chr1	159130000	159140000														
chr1	55240000	55250000	chr1	55370000	55380000														
chr1	124040000	124050000	chr1	124150000	124160000														
chr1	172530000	172540000	chr1	172630000	172640000								chr1	172632212	172633712	68440	0	-	Dusp23
chr1	159390000	159400000	chr1	159780000	159790000														
chr18	60710000	60720000	chr18	60760000	60770000														
chr1	34000000	34010000	chr1	34060000	34070000														
chr1	37540000	37550000	chr1	37630000	37640000	chr1	37540266	37541766	269181	0	-	Mgat4a							
chr1	20930000	20940000	chr1	21160000	21170000														
chr1	72870000	72880000	chr1	73610000	73620000	chr1	72874134	72875634	16011	0	-	Igfbp5							
chr1	89640000	89650000	chr1	89940000	89950000														
chr1	15000000	15010000	chr1	15680000	15690000														
chr1	83240000	83250000	chr1	83290000	83300000														
chr1	92520000	92530000	chr1	92610000	92620000								chr1	92619130	92620630	257890	0	+	Or9s13
chr1	155970000	155980000	chr1	156030000	156040000	chr1	155972505	155974005	74081	0	-	Cep350	chr1	156034652	156036152	240832	0	+	Tor1aip2
chr1	155970000	155980000	chr1	156030000	156040000	chr1	155972505	155974005	74081	0	-	Cep350	chr1	156035730	156037230	208263	0	-	Tor1aip1
chr1	156740000	156750000	chr1	157070000	157080000														
chr1	132310000	132320000	chr1	132360000	132370000	chr1	132315375	132316875	74137	0	+	Nuak2							
chr1	65280000	65290000	chr1	66100000	66110000	chr1	65281305	65282805	213527	0	+	Pth2r							
chr1	153650000	153660000	chr1	153740000	153750000	chr1	153652274	153653774	67792	0	+	Rgs8	chr1	153739598	153741098	19734	0	+	Rgs16
chr1	153650000	153660000	chr1	153740000	153750000	chr1	153652274	153653774	67792	0	+	Rgs8	chr1	153748675	153750175	24014	0	+	Rnasel
chr1	65310000	65320000	chr1	66090000	66100000														
chr3	130090000	130100000	chr3	130690000	130700000														
chr1	134360000	134370000	chr1	134410000	134420000	chr1	134361229	134362729	57439	0	-	Tmem183a	chr1	134414627	134416127	72674	0	+	Adipor1
chr1	136170000	136180000	chr1	136450000	136460000														
chr1	180170000	180180000	chr1	180220000	180230000														
