stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category
stripe_0011	chr1	13130001	13150000	chr1	13130001	13715000	3prime	control_only	0.084	NA	-5.97090208234637	NA	178196.405572007	NA	585000	20000	13140000.5	0.0736760560567362	6.76283314849504	9.84325726125498	0.00640078968755324	0.0251009244488951	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal
stripe_0013	chr1	13520001	13540000	chr1	12855001	13540000	5prime	control_only	0.082	NA	0.945634891159613	NA	108951.904052662	NA	685000	20000	13530000.5	0.132247033502288	6.7994853577047	27.0640363268591	8.90269636196796e-05	0.00103996473667299	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal
stripe_0022	chr1	17115001	17135000	chr1	16420001	17135000	5prime	control_only	0.023	NA	1.91149063885499	NA	215724.039454804	NA	715000	20000	17125000.5	-0.0601615395118819	7.19705292797719	8.53663243042968	0.0100312653989592	0.035471197893809	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal
stripe_0024	chr1	21090001	21115000	chr1	20620001	21115000	5prime	control_only	0.077	NA	-2.26874382495566	NA	162716.335911185	NA	495000	25000	21102500.5	0.0427312086710445	6.95735543966796	3.40627357735285	0.0836559286243816	0.17473160949003	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0029	chr1	22495001	22530000	chr1	22495001	22800000	3prime	control_only	0.064	NA	-0.117989662451757	NA	351018.646080551	NA	305000	35000	22512500.5	0.000988805329190555	7.64113865217101	0.00233565911259192	0.962056248036024	0.977524961227083	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0032	chr1	22980001	23000000	chr1	22290001	23000000	5prime	control_only	0.0335	NA	-8.41903532147163	NA	285883.201698896	NA	710000	20000	22990000.5	-0.0631389205589013	7.19013615199034	9.85747783415365	0.00637052095885102	0.0250171070792173	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal
stripe_0037	chr1	23475001	23505000	chr1	23180001	23505000	5prime	control_only	0.086	NA	-0.55572708904724	NA	247120.892633455	NA	325000	30000	23490000.5	-0.0784333219078379	7.43844332093721	15.3607352752269	0.00123645351742298	0.00728529086884472	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal
stripe_0039	chr1	23745001	23765000	chr1	23745001	24185000	3prime	control_only	0.049	NA	0.00836552262585414	NA	211543.031191527	NA	440000	20000	23755000.5	-0.0390908615878929	6.6936728801101	2.66736188038967	0.12207043446338	0.230890729389164	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0048	chr1	25075001	25095000	chr1	24505001	25095000	5prime	control_only	0.0665	NA	0.112629455481296	NA	172611.49649701	NA	590000	20000	25085000.5	-0.103638944686639	6.68559666727729	19.3192582144951	0.000458021203193762	0.00345909250895617	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal
stripe_0049	chr1	25150001	25175000	chr1	25150001	25835000	3prime	control_only	0.095	NA	-4.42969426363976	NA	173231.562224222	NA	685000	25000	25162500.5	0.0896013713292015	7.21726248862162	17.8413782504738	0.000653846706882698	0.00459000388231654	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal
stripe_0050	chr1	25150001	25175000	chr1	24475001	25175000	5prime	control_only	0.095	NA	-4.61835074793305	NA	170708.45429721	NA	700000	25000	25162500.5	-0.0182008849829239	7.17980709038384	0.775557047454532	0.391622451427752	0.542011235578736	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0054	chr1	26675001	26695000	chr1	25505001	26695000	5prime	control_only	0.024	NA	8.02952361045892	NA	125406.363581699	NA	1190000	20000	26685000.5	0.106635421327993	6.40618286959396	10.6046803836409	0.0049869705286673	0.0207795137178105	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal
stripe_0065	chr1	35510001	35545000	chr1	35510001	36215000	3prime	control_only	0.089	NA	-5.32932238793554	NA	163421.389322832	NA	705000	35000	35527500.5	0.033443690725776	7.69886337883522	2.99308684404563	0.102982107667507	0.203343454491614	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0072	chr1	36050001	36075000	chr1	34760001	36075000	5prime	control_only	0.017	NA	-6.610956082023	NA	136247.657206442	NA	1315000	25000	36062500.5	-0.013633423309784	7.61363824306961	0.423651044852548	0.524417492374148	0.659981208290704	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0073	chr1	36060001	36080000	chr1	36060001	36605000	3prime	control_only	0.094	NA	0.571357487841797	NA	260857.825041886	NA	545000	20000	36070000.5	0.0243011900106456	6.40216904596431	0.579650936155183	0.457594775764582	0.601771827325733	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0082	chr1	38185001	38205000	chr1	38185001	38900000	3prime	control_only	0.053	NA	-8.9021925479388	NA	179538.307327942	NA	715000	20000	38195000.5	0.0720241965347793	7.12492745973104	11.3583003513814	0.00392683144590069	0.0173946361705132	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal
stripe_0092	chr1	43085001	43110000	chr1	43085001	44155000	3prime	control_only	0.0825	NA	1.74393909383658	NA	113491.294763159	NA	1070000	25000	43097500.5	0.00259770728459969	6.81969018731336	0.0130470573782754	0.910490551500391	0.947926559154698	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0110	chr1	52945001	52970000	chr1	52945001	53370000	3prime	control_only	0.061	NA	0.762877630011341	NA	209982.258091627	NA	425000	25000	52957500.5	-0.0561350296134224	7.12891046441002	3.91220812899539	0.0655365745513645	0.146340530450805	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0112	chr1	53015001	53040000	chr1	52630001	53040000	5prime	control_only	0.073	NA	-0.920801294547486	NA	210683.576473817	NA	410000	25000	53027500.5	0.076158250516289	7.15177654552685	9.07294945710319	0.00831370960385551	0.0308096297084057	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal
stripe_0114	chr1	53275001	53295000	chr1	52455001	53295000	5prime	control_only	0.093	NA	-3.23437527789205	NA	101305.339799701	NA	840000	20000	53285000.5	-0.0343225644935806	7.04102567653423	2.55688890337962	0.129496513332333	0.240918424980471	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0117	chr1	54365001	54385000	chr1	53790001	54385000	5prime	control_only	0.063	NA	0.947008491442962	NA	136489.582795947	NA	595000	20000	54375000.5	-0.04572813346326	6.78178555692273	3.87967859468084	0.0665523661689638	0.148115184490167	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0118	chr1	54660001	54680000	chr1	54660001	55150000	3prime	control_only	0.086	NA	1.65919479085558	NA	121725.789019564	NA	490000	20000	54670000.5	0.0917996335970335	6.61277482114674	12.2491042160655	0.00298883040556407	0.0140217312827917	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal
stripe_0120	chr1	55230001	55250000	chr1	54980001	55250000	5prime	control_only	0.096	NA	0.260846535353329	NA	198579.353149843	NA	270000	20000	55240000.5	-0.0865228940719749	6.00700643016437	5.43761916845406	0.0331922562927926	0.0882930787203805	FALSE	TRUE	unchanged	lost	high	TRUE	minimal
stripe_0133	chr1	61905001	61935000	chr1	61905001	63050000	3prime	control_only	0.092	NA	1.29222628447352	NA	64839.039432564	NA	1145000	30000	61920000.5	0.150212724435838	7.4425356499819	58.445608521337	1.03570238593161e-06	4.83174828272274e-05	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal
stripe_0136	chr1	63645001	63670000	chr1	63645001	65065000	3prime	control_only	0.01	NA	17.2466745602677	NA	94975.1150122674	NA	1420000	25000	63657500.5	0.00365688203871436	7.58930416783275	0.0276929768371976	0.869930719678096	0.920841444518173	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0144	chr1	64275001	64295000	chr1	63435001	64295000	5prime	control_only	0.0925	NA	-15.5249353407967	NA	203342.741080806	NA	860000	20000	64285000.5	-0.0673573735276308	7.14613385046643	9.04762971522945	0.00838683170863164	0.031002676291035	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal
stripe_0147	chr1	64715001	64735000	chr1	64715001	65015000	3prime	control_only	0.0895	NA	-4.88802878602724	NA	247587.938404898	NA	300000	20000	64725000.5	0.0112666589561914	6.72705303624978	0.203746060968464	0.657810436305745	0.770739266572826	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0154	chr1	66170001	66190000	chr1	66170001	66700000	3prime	control_only	0.0245	NA	-2.99439236482446	NA	280815.510607051	NA	530000	20000	66180000.5	-0.0147215661597944	7.22592592278236	0.519243135192723	0.481626635048835	0.62501231108186	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0160	chr1	68645001	68670000	chr1	68645001	69075000	3prime	control_only	0.08	NA	0.502069757009058	NA	134616.971736079	NA	430000	25000	68657500.5	-0.0266047641311172	6.91643150200906	1.0629725181489	0.317968883316163	0.466417639586754	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
