stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category
stripe_0001	chr1	3005001	3025000	chr1	3005001	4185000	3prime	shared	0.0765	0.053	0.231489889285988	1.57340708443024	41053.4693599061	83505.9288079318	1180000	20000	3015000.5	0.120313115800541	7.0337922313816	26.7529613666246	9.44921647037602e-05	0.0010865861872565	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0006	chr1	6385001	6415000	chr1	6385001	7210000	3prime	shared	0.023	0.023	7.6727954133617	3.34408179434545	117158.45609331	105288.691549293	825000	30000	6400000.5	-0.0291009098598227	7.63845265332553	2.18992800564764	0.158458799257978	0.279760433372588	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0008	chr1	6715001	6735000	chr1	6210001	6735000	5prime	shared	0.082	0.0815	-4.03486541675114	-4.83257541717327	190820.060897787	170223.849100487	525000	20000	6725000.5	0.030838673708144	6.75014791160756	1.6431967516074	0.21826683163912	0.355074998016321	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0009	chr1	7200001	7220000	chr1	6165001	7220000	5prime	shared	0.043	0.095	-4.21954810472161	-6.7523666004583	98033.478491951	78814.7541525967	1055000	20000	7210000.5	-0.0896154973683885	6.99728322768907	17.3655252612181	0.000735880921056662	0.00501028036712634	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal
stripe_0010	chr1	9545001	9570000	chr1	9545001	10260000	3prime	shared	0.074	0.08	0.327044308337541	-0.173420062097359	120213.450728274	113680.288349614	715000	25000	9557500.5	-0.0807967904188398	7.22601157709165	10.7572992328539	0.00474837298707626	0.0200344918647619	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal
stripe_0012	chr1	13350001	13385000	chr1	13120001	13385000	5prime	shared	0.032	0.021	2.40041782727876	4.33567134146576	387780.480135877	372071.717076756	265000	35000	13367500.5	0.102793512099755	7.53111734810783	15.9117569307443	0.00106831553121052	0.00655120946801396	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0014	chr1	13580001	13600000	chr1	13110001	13600000	5prime	shared	0.0605	0.09	2.18532708450627	-1.04366433538448	130333.214207303	99234.2536903065	490000	20000	13590000.5	0.00224664496650804	6.33244548906265	0.00565879389933598	0.940974184138972	0.965410087003305	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0015	chr1	13780001	13800000	chr1	13780001	14945000	3prime	shared	0.032	0.014	6.61996381936735	16.9203089630926	69757.1354057949	70817.442748512	1165000	20000	13790000.5	0.181722530303609	7.04714823962189	59.7368065905104	9.01404072104404e-07	4.54704911546111e-05	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0016	chr1	14995001	15015000	chr1	14995001	16150000	3prime	shared	0.025	0.028	10.3986361453211	8.91765532096838	73461.4473037024	56009.4643422641	1155000	20000	15005000.5	0.10142468694587	7.15177882384506	23.1149519078453	0.000196602483840517	0.00189184974985438	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0017	chr1	15275001	15295000	chr1	15275001	16020000	3prime	shared	0.086	0.032	0.861014575869933	3.28868553178446	102337.782543048	137071.475304937	745000	20000	15285000.5	0.0883020543182901	6.70378578895476	11.9618539054209	0.00326028533387082	0.0150291201975996	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0018	chr1	15605001	15625000	chr1	15025001	15625000	5prime	shared	0.073	0.038	-2.24423166671488	-1.35559363431124	180771.656917282	201103.192313305	600000	20000	15615000.5	0.141321064110373	6.64866007622514	31.7100610680118	3.84393061143065e-05	0.000559952816933899	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0019	chr1	16095001	16115000	chr1	16095001	17160000	3prime	shared	0.019	0.024	11.257172622974	7.79449118267635	110046.969285501	86919.2823865724	1065000	20000	16105000.5	-0.0229500823223355	6.66590953251647	0.90961004847728	0.354495237822972	0.506099141808691	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0020	chr1	16650001	16670000	chr1	16650001	17170000	3prime	shared	0.072	0.093	1.81875513575805	1.62004051137391	224329.676494817	195187.018947531	520000	20000	16660000.5	-0.0140586431835345	6.46771598806547	0.275772926434405	0.606732034545981	0.729920324243256	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0021	chr1	16780001	16815000	chr1	16780001	17145000	3prime	shared	0.038	0.046	8.2005663255679	5.78830329020441	223327.881539276	192540.977954519	365000	35000	16797500.5	-0.0458645983833413	7.68192267927647	5.06483284810667	0.0389314717548867	0.0988822525161421	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal
stripe_0023	chr1	18885001	18905000	chr1	18355001	18905000	5prime	shared	0.081	0.0685	-1.33548664154324	-2.86331857884234	178189.074952717	174426.025727129	550000	20000	18895000.5	-0.0826733295164504	6.71044571699143	12.6186866021927	0.00267645751197407	0.0129365038168924	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal
stripe_0025	chr1	21155001	21180000	chr1	20580001	21180000	5prime	shared	0.0625	0.086	-1.30984276707424	-0.333754810043503	127925.084275017	188184.792917559	600000	25000	21167500.5	0.0147342822700564	7.10871502494213	0.401318817969356	0.535417099342399	0.668117595080416	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0027	chr1	21400001	21420000	chr1	21400001	22490000	3prime	shared	0.0735	0.072	7.59361568520313	4.87639763041325	106144.653856039	97433.1759215543	1090000	20000	21410000.5	0.112351295538439	6.75611042363452	19.550718320069	0.000433816098689215	0.00332742816174631	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0028	chr1	22245001	22270000	chr1	20725001	22270000	5prime	shared	0.041	0.012	1.67961255510573	17.0913261488437	67801.1886636899	91136.413755388	1545000	25000	22257500.5	0.0580683716164333	7.36821197057053	5.3935185527147	0.0338174911435397	0.0894719049601691	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal
stripe_0030	chr1	22600001	22620000	chr1	22600001	23130000	3prime	shared	0.0105	0.017	2.29819447199293	2.35532527918061	312695.183506989	232513.900072046	530000	20000	22610000.5	-0.0243205742235924	7.29663203552848	1.12429678953343	0.304839032011631	0.452965443533726	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0031	chr1	22925001	22945000	chr1	22290001	22945000	5prime	shared	0.031	0.037	-2.55693542668535	-0.795845698900574	257478.212836611	208917.894812555	655000	20000	22935000.5	-0.0289961687397487	7.02497125221336	1.81090366814194	0.197278822632474	0.328619706581687	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0036	chr1	23240001	23260000	chr1	22310001	23260000	5prime	shared	0.0295	0.024	-0.49773772068322	1.69236508342628	110950.194550822	94245.9990928812	950000	20000	23250000.5	-0.0600145296736274	6.81637701027535	6.83826353567077	0.0188311879432573	0.0574047503431552	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal
stripe_0041	chr1	23815001	23835000	chr1	23815001	24195000	3prime	shared	0.033	0.044	1.57130112504905	0.980251812132416	340322.131094739	277981.566959468	380000	20000	23825000.5	-0.0360371727131386	6.86831982846878	1.81599805932652	0.196682380343775	0.327996793102708	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0042	chr1	23995001	24015000	chr1	23275001	24015000	5prime	shared	0.054	0.084	-2.57032691949714	-1.63642833582982	176988.791640733	80423.4549521853	740000	20000	24005000.5	-0.0123686376975063	6.95933583092502	0.274087540454702	0.607824130554131	0.730319954813442	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0043	chr1	24215001	24235000	chr1	22505001	24235000	5prime	shared	0.094	0.068	-2.00026093945875	0.963676412239831	66595.8470439274	265278.033145348	1730000	20000	24225000.5	-0.0567821058580057	7.1596574488975	6.87028265424023	0.0185988299862244	0.0569082506552345	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal
stripe_0044	chr1	24350001	24370000	chr1	24350001	25290000	3prime	shared	0.093	0.086	-4.31501098024779	-4.52483312149041	91566.105369567	63382.7287430067	940000	20000	24360000.5	-0.0681803498118994	6.9791687970692	9.1750155446004	0.00802621602165923	0.0299535082048729	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal
stripe_0045	chr1	24735001	24755000	chr1	24735001	25625000	3prime	shared	0.0525	0.055	-4.87433272389004	-4.46688584344166	106465.703873666	83161.5553821978	890000	20000	24745000.5	-0.020978757352357	6.99085465241579	0.931227685218461	0.348994777066621	0.500085634089826	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0046	chr1	24865001	24885000	chr1	24865001	25825000	3prime	shared	0.0395	0.0315	-1.02094168467696	-1.32884220309626	117561.381599962	107511.348234918	960000	20000	24875000.5	-0.0338462937536292	6.91580985953166	1.68345465376947	0.212978120263732	0.349168533021345	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0047	chr1	25075001	25100000	chr1	25075001	25505000	3prime	shared	0.0765	0.0375	-4.31766948713803	-4.94193167655184	220750.141631087	247821.599949745	430000	25000	25087500.5	0.096203601292995	7.17158824072493	15.3620094912113	0.00123603166821151	0.00728529086884472	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0051	chr1	25810001	25835000	chr1	24510001	25835000	5prime	shared	0.012	0.009	6.39085301527356	17.0064043184001	137957.430175356	222735.718988897	1325000	25000	25822500.5	-0.01675684874533	7.60507648194173	0.723329216358199	0.407681094526589	0.556560816042353	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0053	chr1	26675001	26695000	chr1	26675001	28490000	3prime	shared	0.017	0.009	10.388560422118	15.4978848667536	86406.7088517616	91677.0263514442	1815000	20000	26685000.5	0.150975781275317	6.49922612540845	24.0931315109087	0.000160346947983762	0.00162574601593991	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal
stripe_0059	chr1	34160001	34185000	chr1	33855001	34185000	5prime	shared	0.01	0.019	28.6034732065441	9.98450340646717	539549.51684474	369802.689019057	330000	25000	34172500.5	0.0204326573643582	7.456548020857	0.99660812480086	0.333085765586081	0.483778360223647	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0060	chr1	34400001	34440000	chr1	33945001	34440000	5prime	shared	0.056	0.054	9.12134320237326	8.08827753712843	239485.541209896	175491.577594925	495000	40000	34420000.5	0.0117189517574832	8.10956270598234	0.328686905022543	0.574454122900835	0.703707120942364	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0061	chr1	34575001	34600000	chr1	33855001	34600000	5prime	shared	0.022	0.0225	8.43498286742579	5.64450332237584	231641.419446296	183019.794427767	745000	25000	34587500.5	-0.00495100575675433	7.44072289384109	0.060166937575921	0.809370517120009	0.878755351552745	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0062	chr1	34875001	34895000	chr1	34875001	36465000	3prime	shared	0.0875	0.061	-7.09642188417211	-6.70171787297488	67214.2848242014	63398.6449141904	1590000	20000	34885000.5	0.0466241796684864	7.05675391816519	2.55269062105978	0.129789375974171	0.241219740369544	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
