chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	stripe_id
chr1	3005001	3025000	chr1	3005001	4185000	3prime	shared	0.0765	0.053	0.231489889285988	1.57340708443024	41053.4693599061	83505.9288079318	1180000	20000	3015000.5	stripe_0001
chr1	3010001	3030000	chr1	3010001	4350000	3prime	mutant_only	NA	0.044	NA	-6.48280102835648	NA	39889.1749671359	1340000	20000	3020000.5	stripe_0002
chr1	3200001	3220000	chr1	3200001	3755000	3prime	mutant_only	NA	0.047	NA	0.239237534610914	NA	139718.84136775	555000	20000	3210000.5	stripe_0003
chr1	3355001	3375000	chr1	3355001	3675000	3prime	mutant_only	NA	0.0575	NA	-1.75921890693552	NA	301509.271888421	320000	20000	3365000.5	stripe_0004
chr1	3660001	3680000	chr1	3230001	3680000	5prime	mutant_only	NA	0.027	NA	2.00215871725739	NA	195606.22765155	450000	20000	3670000.5	stripe_0005
chr1	6385001	6415000	chr1	6385001	7210000	3prime	shared	0.023	0.023	7.6727954133617	3.34408179434545	117158.45609331	105288.691549293	825000	30000	6400000.5	stripe_0006
chr1	6485001	6510000	chr1	6485001	6880000	3prime	mutant_only	NA	0.093	NA	-0.359699569084685	NA	167789.134522857	395000	25000	6497500.5	stripe_0007
chr1	6715001	6735000	chr1	6210001	6735000	5prime	shared	0.082	0.0815	-4.03486541675114	-4.83257541717327	190820.060897787	170223.849100487	525000	20000	6725000.5	stripe_0008
chr1	7200001	7220000	chr1	6165001	7220000	5prime	shared	0.043	0.095	-4.21954810472161	-6.7523666004583	98033.478491951	78814.7541525967	1055000	20000	7210000.5	stripe_0009
chr1	9545001	9570000	chr1	9545001	10260000	3prime	shared	0.074	0.08	0.327044308337541	-0.173420062097359	120213.450728274	113680.288349614	715000	25000	9557500.5	stripe_0010
chr1	13130001	13150000	chr1	13130001	13715000	3prime	control_only	0.084	NA	-5.97090208234637	NA	178196.405572007	NA	585000	20000	13140000.5	stripe_0011
chr1	13350001	13385000	chr1	13120001	13385000	5prime	shared	0.032	0.021	2.40041782727876	4.33567134146576	387780.480135877	372071.717076756	265000	35000	13367500.5	stripe_0012
chr1	13520001	13540000	chr1	12855001	13540000	5prime	control_only	0.082	NA	0.945634891159613	NA	108951.904052662	NA	685000	20000	13530000.5	stripe_0013
chr1	13580001	13600000	chr1	13110001	13600000	5prime	shared	0.0605	0.09	2.18532708450627	-1.04366433538448	130333.214207303	99234.2536903065	490000	20000	13590000.5	stripe_0014
chr1	13780001	13800000	chr1	13780001	14945000	3prime	shared	0.032	0.014	6.61996381936735	16.9203089630926	69757.1354057949	70817.442748512	1165000	20000	13790000.5	stripe_0015
chr1	14995001	15015000	chr1	14995001	16150000	3prime	shared	0.025	0.028	10.3986361453211	8.91765532096838	73461.4473037024	56009.4643422641	1155000	20000	15005000.5	stripe_0016
chr1	15275001	15295000	chr1	15275001	16020000	3prime	shared	0.086	0.032	0.861014575869933	3.28868553178446	102337.782543048	137071.475304937	745000	20000	15285000.5	stripe_0017
chr1	15605001	15625000	chr1	15025001	15625000	5prime	shared	0.073	0.038	-2.24423166671488	-1.35559363431124	180771.656917282	201103.192313305	600000	20000	15615000.5	stripe_0018
chr1	16095001	16115000	chr1	16095001	17160000	3prime	shared	0.019	0.024	11.257172622974	7.79449118267635	110046.969285501	86919.2823865724	1065000	20000	16105000.5	stripe_0019
chr1	16650001	16670000	chr1	16650001	17170000	3prime	shared	0.072	0.093	1.81875513575805	1.62004051137391	224329.676494817	195187.018947531	520000	20000	16660000.5	stripe_0020
chr1	16780001	16815000	chr1	16780001	17145000	3prime	shared	0.038	0.046	8.2005663255679	5.78830329020441	223327.881539276	192540.977954519	365000	35000	16797500.5	stripe_0021
chr1	17115001	17135000	chr1	16420001	17135000	5prime	control_only	0.023	NA	1.91149063885499	NA	215724.039454804	NA	715000	20000	17125000.5	stripe_0022
chr1	18885001	18905000	chr1	18355001	18905000	5prime	shared	0.081	0.0685	-1.33548664154324	-2.86331857884234	178189.074952717	174426.025727129	550000	20000	18895000.5	stripe_0023
chr1	21090001	21115000	chr1	20620001	21115000	5prime	control_only	0.077	NA	-2.26874382495566	NA	162716.335911185	NA	495000	25000	21102500.5	stripe_0024
chr1	21155001	21180000	chr1	20580001	21180000	5prime	shared	0.0625	0.086	-1.30984276707424	-0.333754810043503	127925.084275017	188184.792917559	600000	25000	21167500.5	stripe_0025
chr1	21155001	21180000	chr1	20595001	21180000	5prime	mutant_only	NA	0.068	NA	-1.12404196213002	NA	118000.892705085	585000	25000	21167500.5	stripe_0026
chr1	21400001	21420000	chr1	21400001	22490000	3prime	shared	0.0735	0.072	7.59361568520313	4.87639763041325	106144.653856039	97433.1759215543	1090000	20000	21410000.5	stripe_0027
chr1	22245001	22270000	chr1	20725001	22270000	5prime	shared	0.041	0.012	1.67961255510573	17.0913261488437	67801.1886636899	91136.413755388	1545000	25000	22257500.5	stripe_0028
chr1	22495001	22530000	chr1	22495001	22800000	3prime	control_only	0.064	NA	-0.117989662451757	NA	351018.646080551	NA	305000	35000	22512500.5	stripe_0029
chr1	22600001	22620000	chr1	22600001	23130000	3prime	shared	0.0105	0.017	2.29819447199293	2.35532527918061	312695.183506989	232513.900072046	530000	20000	22610000.5	stripe_0030
chr1	22925001	22945000	chr1	22290001	22945000	5prime	shared	0.031	0.037	-2.55693542668535	-0.795845698900574	257478.212836611	208917.894812555	655000	20000	22935000.5	stripe_0031
chr1	22980001	23000000	chr1	22290001	23000000	5prime	control_only	0.0335	NA	-8.41903532147163	NA	285883.201698896	NA	710000	20000	22990000.5	stripe_0032
chr1	22980001	23000000	chr1	22310001	23000000	5prime	mutant_only	NA	0.06	NA	-8.62263369096627	NA	217792.678238539	690000	20000	22990000.5	stripe_0033
chr1	23050001	23070000	chr1	22480001	23070000	5prime	mutant_only	NA	0.0895	NA	-13.5727261936185	NA	155178.294124601	590000	20000	23060000.5	stripe_0034
chr1	23130001	23150000	chr1	22315001	23150000	5prime	mutant_only	NA	0.032	NA	0.271580191206795	NA	122409.487574056	835000	20000	23140000.5	stripe_0035
