stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category
stripe_0001	chr1	3010001	3025000	chr1	3010001	4320000	3prime	mutant_only	NA	0.0415	NA	-11.4377850771113	NA	11.2999200945986	1310000	15000	3017500.5	0.00489638506647953	7.60633005442592	0.0357284743841898	0.852408943964524	0.940196218748535	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0002	chr1	3655001	3675000	chr1	3295001	3675000	5prime	mutant_only	NA	0.0775	NA	0.940271050519708	NA	24.1299859534689	380000	20000	3665000.5	0.0605459103034999	7.30193479634444	4.18340947227076	0.0572990808191421	0.273398471337049	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0004	chr1	6395001	6415000	chr1	6395001	7215000	3prime	mutant_only	NA	0.0525	NA	2.95710854720973	NA	15.4419074646441	820000	20000	6405000.5	-0.0056123850802148	7.80441664365254	0.0536025730776032	0.819788117065822	0.929234837591499	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0010	chr1	13990001	14010000	chr1	13990001	14250000	3prime	mutant_only	NA	0.0615	NA	0.82984487970038	NA	26.90349399683	260000	20000	14000000.5	0.0754414119571665	6.91064201673125	4.06163607657355	0.0606507926974645	0.280055734022394	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0011	chr1	14290001	14315000	chr1	14090001	14315000	5prime	mutant_only	NA	0.084	NA	0.827295710091799	NA	31.9525397784818	225000	25000	14302500.5	0.0250010601789107	7.2935842941821	0.731562050528647	0.404764692665356	0.680779222913448	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0019	chr1	20925001	20945000	chr1	20925001	21280000	3prime	mutant_only	NA	0.071	NA	1.1097991529166	NA	24.916450612137	355000	20000	20935000.5	0.0502287648550707	7.2613320807879	2.51527753149885	0.13193936900006	0.414755287021366	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0023	chr1	22780001	22810000	chr1	22475001	22810000	5prime	mutant_only	NA	0.077	NA	1.20079367952834	NA	28.417890289657	335000	30000	22795000.5	-0.0609893866052141	8.00439672690789	5.00254654258767	0.0396063533456536	0.231803503430125	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0027	chr1	24000001	24035000	chr1	23810001	24035000	5prime	mutant_only	NA	0.049	NA	0.442703542230269	NA	37.3089705570215	225000	35000	24017500.5	0.0336174120404485	7.9994335015346	1.72896322707744	0.206728582793275	0.50106172550523	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0032	chr1	31140001	31175000	chr1	30700001	31175000	5prime	mutant_only	NA	0.066	NA	1.44987503005355	NA	20.9433279211368	475000	35000	31157500.5	0.0311018027971043	8.24568790282094	1.44273636535709	0.24684664564128	0.543903988856652	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0035	chr1	34585001	34610000	chr1	34200001	34610000	5prime	mutant_only	NA	0.083	NA	1.27091773736605	NA	27.5650307908549	410000	25000	34597500.5	-0.0117950881448766	7.96696935419725	0.213173648665001	0.650388334119605	0.841975595333132	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0047	chr1	39745001	39775000	chr1	39745001	40005000	3prime	mutant_only	NA	0.041	NA	1.53122451871641	NA	41.4360012389202	260000	30000	39760000.5	-0.0140401502987642	8.16070584721677	0.242117824272428	0.629236440425448	0.830231517365	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0062	chr1	53905001	53925000	chr1	53905001	54425000	3prime	mutant_only	NA	0.082	NA	1.65228621617122	NA	21.3766321353236	520000	20000	53915000.5	0.0709473528173142	7.58172866898665	6.41279941280572	0.0219490618804648	0.173857391337753	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0063	chr1	54965001	54985000	chr1	54675001	54985000	5prime	mutant_only	NA	0.0345	NA	2.7196650950364	NA	33.8443440994385	310000	20000	54975000.5	-0.0368244696354196	7.55244325329696	1.01390767062464	0.328671421316315	0.619646649083016	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0064	chr1	55365001	55395000	chr1	55000001	55395000	5prime	mutant_only	NA	0.086	NA	0.949474950959913	NA	21.0738319337495	395000	30000	55380000.5	0.00316556731138636	7.78124525050284	0.0168957452371417	0.898168665917438	0.959054612241401	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
stripe_0075	chr1	63655001	63680000	chr1	63655001	65135000	3prime	mutant_only	NA	0.0325	NA	3.22497416548066	NA	10.5749661033413	1480000	25000	63667500.5	-0.0657676713162338	8.45853457350401	7.7207446771106	0.0132396817976651	0.136063191397542	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_0086	chr1	73600001	73625000	chr1	72930001	73625000	5prime	mutant_only	NA	0.072	NA	1.94850907764914	NA	18.0308610785001	695000	25000	73612500.5	0.0555087273503819	8.08379140187937	4.40373021185118	0.051768036550235	0.260661168961485	FALSE	FALSE	unchanged	gained	low	TRUE	minimal
