stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category
stripe_0005	chr1	9765001	9785000	chr1	9765001	10105000	3prime	shared	0.051	0.032	2.10019195926612	2.35879571724457	24.3654687331534	26.3515699996943	340000	20000	9775000.5	0.0167682919621539	7.34461894080044	0.289402442268447	0.597867237325777	0.809544556487065	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0006	chr1	10750001	10780000	chr1	10095001	10780000	5prime	shared	0.07	0.053	3.39004868062563	3.92991718276782	15.1372383701563	18.0154577465949	685000	30000	10765000.5	0.030255738425104	8.2566061155626	1.66704685134956	0.214651503839984	0.511792520755893	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0007	chr1	10815001	10850000	chr1	10815001	11490000	3prime	shared	0.06	0.0695	1.09738014575465	0.89811081339141	14.1677921416542	17.5677359732277	675000	35000	10832500.5	0.00109549710221159	8.33589830876045	0.00210696935050631	0.96394578789844	0.986844116959629	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0009	chr1	12850001	12875000	chr1	12850001	13700000	3prime	shared	0.0425	0.031	1.81241393022784	1.97085478609981	10.6977726501659	12.5221644703794	850000	25000	12862500.5	0.038060985112077	7.81296851456142	2.00137198157367	0.175960699675016	0.467053300859248	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0012	chr1	15000001	15020000	chr1	15000001	16085000	3prime	shared	0.049	0.0645	4.48809630977744	2.45078145128237	11.7073750095646	10.9066105162704	1085000	20000	15010000.5	-0.0112215721752891	7.94543429517294	0.186721527673698	0.671316767718684	0.853805217851054	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0014	chr1	16420001	16440000	chr1	15615001	16440000	5prime	shared	0.073	0.0875	1.32196300237787	0.943279191286816	11.2306885390734	11.9120334508694	825000	20000	16430000.5	-0.00838033897780088	7.49193544450817	0.0666342377915691	0.799530228257754	0.91704631633857	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0016	chr1	16790001	16815000	chr1	16790001	17130000	3prime	shared	0.0305	0.034	3.259070540325	3.61383418496349	25.7788084238276	28.4217379264105	340000	25000	16802500.5	-0.00622036048378258	7.73714230500209	0.0653458834806041	0.801432983498366	0.917818212277256	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0017	chr1	17120001	17145000	chr1	16445001	17145000	5prime	shared	0.0375	0.029	1.81211728034952	2.17514961883286	15.4213544144827	14.8120082871733	700000	25000	17132500.5	-0.0473069793583986	8.01388476088315	3.66895830475131	0.0731330161357093	0.308575033791523	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0018	chr1	20695001	20715000	chr1	20695001	21305000	3prime	shared	0.092	0.078	0.695428697782696	0.619088220012275	13.6967206734549	23.6373265649374	610000	20000	20705000.5	-0.0131097624225004	7.34027972316631	0.167996770086399	0.687230316184848	0.861833262599772	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0021	chr1	22255001	22280000	chr1	20880001	22280000	5prime	shared	0.052	0.051	3.62708661877403	2.38561252373041	9.60329455341466	14.157964446827	1400000	25000	22267500.5	-0.0431514544938005	8.33450408991413	3.3278564119419	0.0864866443146486	0.334205745769898	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
