stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category
stripe_0003	chr1	5065001	5090000	chr1	4770001	5090000	5prime	control_only	0.0895	NA	0.463197036640395	NA	23.1994864353837	NA	320000	25000	5077500.5	0.0189117357558098	7.50822281167626	0.333173533725892	0.571677007423388	0.792384256460667	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0008	chr1	12825001	12840000	chr1	11520001	12840000	5prime	control_only	0.0715	NA	0.503555976238554	NA	8.54620089546371	NA	1320000	15000	12832500.5	0.0392820673602995	7.38619425624914	1.79880272450543	0.198232827113479	0.490959881090435	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0013	chr1	15275001	15295000	chr1	15275001	15705000	3prime	control_only	0.0855	NA	1.32960397563436	NA	20.2602279944238	NA	430000	20000	15285000.5	-0.0263152916104621	7.39498998167985	0.853201949751531	0.369109631434486	0.652202473264314	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0015	chr1	16425001	16450000	chr1	16425001	16795000	3prime	control_only	0.0945	NA	0.279068260773177	NA	18.9695335533161	NA	370000	25000	16437500.5	0.00367388586450468	7.42148585689522	0.017265811854978	0.897066220977596	0.959054612241401	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0020	chr1	21140001	21170000	chr1	20745001	21170000	5prime	control_only	0.093	NA	1.32256860162751	NA	19.8079806275518	NA	425000	30000	21155000.5	-0.0123363700365665	7.93712716542486	0.180029564580377	0.676890390293955	0.85718062695045	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0025	chr1	23315001	23335000	chr1	23315001	23875000	3prime	control_only	0.0925	NA	1.03109099944809	NA	17.1897307004163	NA	560000	20000	23325000.5	-0.0535536569006319	7.52589146184018	3.06541333245342	0.0987537657384599	0.356773002245842	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0026	chr1	23475001	23505000	chr1	23315001	23505000	5prime	control_only	0.074	NA	1.05529192855643	NA	36.8749211259742	NA	190000	30000	23490000.5	0.0134296976295954	7.68608630832664	0.302838357236272	0.589565000733668	0.804280640891947	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0038	chr1	37445001	37465000	chr1	37445001	37885000	3prime	control_only	0.086	NA	0.478274815007377	NA	23.2089279946602	NA	440000	20000	37455000.5	-0.0116453254099449	7.63245339842821	0.188093218832105	0.670189105099775	0.853805217851054	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_0040	chr1	37880001	37900000	chr1	37880001	38105000	3prime	control_only	0.096	NA	0.188639437668442	NA	30.434553749395	NA	225000	20000	37890000.5	0.0665044520109083	7.10052559928276	3.60768171272548	0.0753421558696515	0.31322903943913	FALSE	FALSE	unchanged	lost	low	FALSE	minimal
stripe_0046	chr1	39745001	39775000	chr1	39745001	40020000	3prime	control_only	0.032	NA	2.06269281480797	NA	36.5084779649869	NA	275000	30000	39760000.5	-0.0180258432713581	8.19083435250514	0.410782434718814	0.530474145703498	0.768789075283404	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
