Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph - Tags
-250000	-0.911886847046511	-0.000185764644319267	-0.00018544700957306	-1.00639080247484	-0.000204913565426171	-0.000204777941946009
-249000	-0.911727490996399	-0.00018348773355496	-0.000183647089605073	-1.00642078369809	-0.000202283159417614	-0.000202253178194354
-248000	-0.912215162988272	-0.000183662172561331	-0.000183174500569458	-1.00685985163296	-0.000202774032689999	-0.000202334964755133
-247000	-0.912660541139533	-0.000179517191491982	-0.000179071813340721	-1.00717690152984	-0.000198309847015729	-0.000197992797118847
-246000	-0.912918398128482	-0.000180486656200942	-0.000180228799211992	-1.00755018930649	-0.000199269584756981	-0.000198896296980331
-245000	-0.913198879551821	-0.000186045125742605	-0.000185764644319267	-1.00762332625358	-0.000204986702373257	-0.000204913565426171
-244000	-0.913257703081232	-0.000183546557084372	-0.00018348773355496	-1.00768926031951	-0.000202349093483548	-0.000202283159417614
-243000	-0.913649305876197	-0.000184053775356297	-0.000183662172561331	-1.00814408840459	-0.00020322886077508	-0.000202774032689999
-242000	-0.913980761535383	-0.000179848647151168	-0.000179517191491982	-1.00855419090713	-0.000198719949518269	-0.000198309847015729
-241000	-0.913881768091852	-0.000180387662757411	-0.000180486656200942	-1.00828023517099	-0.000198995629020839	-0.000199269584756981
-240000	-0.914214916735925	-0.000186378274386677	-0.000186045125742605	-1.00830861575399	-0.000205015082956259	-0.000204986702373257
-239000	-0.914226613722412	-0.000183558254070859	-0.000183546557084372	-1.00820143441992	-0.000202241912149475	-0.000202349093483548
-238000	-0.914324098870317	-0.000184151260504202	-0.000184053775356297	-1.00831511065965	-0.000203342537014806	-0.00020322886077508
-237000	-0.914767907162865	-0.000180292455443716	-0.000179848647151168	-1.00888592360021	-0.000199290762458829	-0.000198719949518269
-236000	-0.914952596423185	-0.00018057235201773	-0.000180387662757411	-1.00882907008957	-0.000198938775510204	-0.000198995629020839
-235000	-0.915094714809001	-0.000186520392772494	-0.000186378274386677	-1.00922999969218	-0.00020541601255887	-0.000205015082956259
-234000	-0.91523332409887	-0.000183696863360729	-0.000183558254070859	-1.00937279527195	-0.000202384707729246	-0.000202241912149475
-233000	-0.915417305383692	-0.000184335241789023	-0.000184151260504202	-1.00948000738757	-0.000203449749130421	-0.000203342537014806
-232000	-0.915779173207745	-0.000180654323267769	-0.000180292455443716	-1.00960442638594	-0.000199415181457198	-0.000199290762458829
-231000	-0.915756979714963	-0.000180550158524948	-0.00018057235201773	-1.00946535537292	-0.000198799704497183	-0.000198938775510204
-230000	-0.916002862683535	-0.000186766275741066	-0.000186520392772494	-1.00974743743651	-0.000205698094622464	-0.00020541601255887
-229000	-0.916440022162711	-0.000184134022839905	-0.000183696863360729	-1.01016375781082	-0.000202801028103549	-0.000202384707729246
-228000	-0.916904761904762	-0.000184799981531074	-0.000184335241789023	-1.01071450118509	-0.000204000492504695	-0.000203449749130421
-227000	-0.91716588173731	-0.000180915443100317	-0.000180654323267769	-1.01091953704559	-0.000199620217317696	-0.000199415181457198
-226000	-0.917135931295595	-0.000180520208083233	-0.000180550158524948	-1.0110570381999	-0.000198937205651491	-0.000198799704497183
-225000	-0.917352356327146	-0.000186982700772617	-0.000186766275741066	-1.01143755963924	-0.000206078616061808	-0.000205698094622464
