Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph - Tags
-250000	-1.00609988610829	-0.000205224089635854	-0.000205005140517745	-1.05392741712069	-0.000214564687413427	-0.000214413026749161
-249000	-1.00611946316988	-0.000202228768430449	-0.000202209191368855	-1.05384566134146	-0.000211898974974605	-0.00021198073075384
-248000	-1.00633708868163	-0.000202538707790809	-0.000202321082279065	-1.05416535845107	-0.000212136454581833	-0.00021181675747222
-247000	-1.00663776279743	-0.000197857081294056	-0.000197556407178255	-1.05477067750177	-0.000207974112722013	-0.000207368793671315
-246000	-1.00685351063502	-0.000199004863483855	-0.000198789115646259	-1.05511644657863	-0.000208542216886754	-0.000208196447809893
-245000	-1.00686145227322	-0.000205232031274048	-0.000205224089635854	-1.05532566872903	-0.000214773909563825	-0.000214564687413427
-244000	-1.00724951519069	-0.000202616831347924	-0.000202228768430449	-1.05538664696648	-0.000211959953212054	-0.000211898974974605
-243000	-1.00776747622126	-0.000203056668821375	-0.000202538707790809	-1.05572231969711	-0.000212472127312463	-0.000212136454581833
-242000	-1.00847145011851	-0.000198561055191307	-0.000197857081294056	-1.05620906824268	-0.000208460861267584	-0.000207974112722013
-241000	-1.00840293040293	-0.000198936343768277	-0.000199004863483855	-1.05612915935605	-0.000208462308000123	-0.000208542216886754
-240000	-1.00854951211254	-0.000205378612983655	-0.000205232031274048	-1.05651208175578	-0.000215156831963555	-0.000214773909563825
-239000	-1.00852771877982	-0.000202595038015206	-0.000202616831347924	-1.05659691568935	-0.000212044787145627	-0.000211959953212054
-238000	-1.00862126389017	-0.000203150213931727	-0.000203056668821375	-1.05688533875088	-0.000212760550373995	-0.000212472127312463
-237000	-1.00917166866747	-0.000199111459968603	-0.000198561055191307	-1.05751075814941	-0.000209086280666112	-0.000208460861267584
-236000	-1.00908544956444	-0.000198850124665251	-0.000198936343768277	-1.05740117585496	-0.000208352725705667	-0.000208462308000123
-235000	-1.009351894604	-0.000205645058023209	-0.000205378612983655	-1.05755505279035	-0.000215310708898944	-0.000215156831963555
-234000	-1.00948262381876	-0.000202725767229969	-0.000202595038015206	-1.05736731615723	-0.000211857050512512	-0.000212044787145627
-233000	-1.00991341151845	-0.000203581001631422	-0.000203150213931727	-1.05766146458583	-0.000213054698802598	-0.000212760550373995
-232000	-1.0104459014375	-0.000199643949887648	-0.000199111459968603	-1.05791553544495	-0.000209340351525225	-0.000209086280666112
-231000	-1.01046760242559	-0.00019887182565334	-0.000198850124665251	-1.05780192076831	-0.000208239111029028	-0.000208352725705667
-230000	-1.0108312863607	-0.000206008741958321	-0.000205645058023209	-1.05793874472866	-0.000215447532859297	-0.000215310708898944
-229000	-1.01108043217287	-0.000202974913042141	-0.000202725767229969	-1.05847108073999	-0.00021238938652384	-0.000211857050512512
-228000	-1.01135552682611	-0.000203856096284667	-0.000203581001631422	-1.05892135315665	-0.000213504971219258	-0.000213054698802598
-227000	-1.01143226521378	-0.00019972068827531	-0.000199643949887648	-1.05886748545572	-0.000209286483824299	-0.000209340351525225
-226000	-1.01156471819497	-0.000199004278634531	-0.00019887182565334	-1.05879576445963	-0.000208167390032936	-0.000208239111029028
-225000	-1.01200446332379	-0.000206448487087143	-0.000206008741958321	-1.05882239049466	-0.000215474158894327	-0.000215447532859297
-224000	-1.01209342198418	-0.000203063871702527	-0.000202974913042141	-1.05906193246529	-0.000212628928494474	-0.00021238938652384
-223000	-1.01234841628959	-0.000204111090590082	-0.000203856096284667	-1.05947280450642	-0.000213915843260382	-0.000213504971219258
-222000	-1.01245639794379	-0.00019982866992951	-0.00019972068827531	-1.05934786222181	-0.000209161541539693	-0.000209286483824299
-221000	-1.0124959214455	-0.000199043802136239	-0.000199004278634531	-1.05922202727245	-0.000208041555083572	-0.000208167390032936
-220000	-1.01258417213039	-0.000206536737772032	-0.000206448487087143	-1.05944664019454	-0.000215698771816418	-0.000215474158894327
-219000	-1.01307356788869	-0.00020355326746083	-0.000203063871702527	-1.05989571213101	-0.000213078000430941	-0.000212628928494474
-218000	-1.01358755810016	-0.000204625080801552	-0.000204111090590082	-1.06026062732785	-0.000214280758457228	-0.000213915843260382
-217000	-1.01354249392065	-0.000199783605749992	-0.00019982866992951	-1.06037451903838	-0.000209275433250224	-0.000209161541539693
-216000	-1.01374032689999	-0.000199241635115584	-0.000199043802136239	-1.06049456705759	-0.00020816160310278	-0.000208041555083572
-215000	-1.01386810108659	-0.00020666451195863	-0.000206536737772032	-1.06036743928341	-0.000215571644042232	-0.000215698771816418
-214000	-1.01397103456767	-0.000203656200941915	-0.00020355326746083	-1.06031270969926	-0.000213023270846801	-0.000213078000430941
-213000	-1.01463610059408	-0.000205290146827962	-0.000204625080801552	-1.06067356173239	-0.00021464161049035	-0.000214280758457228
-212000	-1.0147640286884	-0.000199911533844307	-0.000199783605749992	-1.06109730045865	-0.000209699171976483	-0.000209275433250224
-211000	-1.01481663434605	-0.000199294240773232	-0.000199241635115584	-1.06127420198849	-0.000208338504632622	-0.00020816160310278
-210000	-1.01482565333826	-0.000206673530950843	-0.00020666451195863	-1.06146110751993	-0.000215758549573676	-0.000215571644042232
-209000	-1.01498500938837	-0.000203815556992028	-0.000203656200941915	-1.06168433527257	-0.000213246498599439	-0.000213023270846801
-208000	-1.01536334533814	-0.000205668482777727	-0.000205290146827962	-1.0617731092437	-0.000214730384461477	-0.00021464161049035
-207000	-1.01564841321144	-0.00020019660171761	-0.000199911533844307	-1.06192603195124	-0.000209852094684027	-0.000209699171976483
-206000	-1.01596567857912	-0.000199611506140918	-0.000199294240773232	-1.0622480992397	-0.000208660571921076	-0.000208338504632622
-205000	-1.0159127343245	-0.000206620586696217	-0.000206673530950843	-1.06210428786899	-0.000215614738202974	-0.000215758549573676
-204000	-1.01606110136362	-0.000203963924031152	-0.000203815556992028	-1.06233114784375	-0.000213473358574199	-0.000213246498599439
-203000	-1.01621627112383	-0.000205823652537938	-0.000205668482777727	-1.06244808692708	-0.000214847323544803	-0.000214730384461477
-202000	-1.01628716101825	-0.00020026749161203	-0.00020019660171761	-1.06248250069258	-0.000209886508449532	-0.000209852094684027
-201000	-1.016650937298	-0.000199975282420661	-0.000199611506140918	-1.06290765536984	-0.000209085726598332	-0.000208660571921076
-200000	-1.01663665466186	-0.000206606304060086	-0.000206620586696217	-1.06321587096377	-0.000215922953796904	-0.000215614738202974
-199000	-1.01664274940746	-0.000203970018776741	-0.000203963924031152	-1.06315818635146	-0.000213415673961893	-0.000213473358574199
-198000	-1.01664259549974	-0.000205823498630221	-0.000205823652537938	-1.06318305783852	-0.000214872195031859	-0.000214847323544803
-197000	-1.01661359928587	-0.00020023849539816	-0.00020026749161203	-1.06302554868101	-0.000209728999292024	-0.000209886508449532
-196000	-1.01694339274171	-0.000200305075876505	-0.000199975282420661	-1.06310884353741	-0.000209169021454735	-0.000209085726598332
-195000	-1.0171154307877	-0.000206778342106073	-0.000206606304060086	-1.06293606673439	-0.000215750176993873	-0.000215922953796904
-194000	-1.01750300120048	-0.000204357589189523	-0.000203970018776741	-1.0632527164712	-0.00021373232369871	-0.000213415673961893
-193000	-1.01767223812602	-0.000205992735555761	-0.000205823498630221	-1.06349958444916	-0.00021511906300982	-0.000214872195031859
-192000	-1.01801295902977	-0.000200579216301904	-0.00020023849539816	-1.06371013020593	-0.000209939545048789	-0.000209728999292024
-191000	-1.01828842306153	-0.000200580539908271	-0.000200305075876505	-1.06382574568289	-0.000209284636931696	-0.000209169021454735
-190000	-1.01838221442423	-0.000206872133468772	-0.000206778342106073	-1.06378677624896	-0.000215711207559946	-0.000215750176993873
-189000	-1.01858124788377	-0.000204556622649059	-0.000204357589189523	-1.06374697571336	-0.000213692523163112	-0.00021373232369871
-188000	-1.01862511158309	-0.000206036599255087	-0.000205992735555761	-1.06366774402069	-0.000215039831317142	-0.00021511906300982
