entrez_id	symbol	boundary_class	log2FoldChange	padj	chr	boundary_pos
226922	Kcnq5	gained	-0.676678332046434	0.00228597270112555	chr1	21960000
227120	Plcl1	gained	-0.977213464795302	7.92374201841755e-11	chr1	55400000
14369	Fzd7	gained	-1.68979984243152	1.58769415892057e-24	chr1	59490000
72750	Fam117b	lost	0.260903806138024	0.00148636084360963	chr1	59910000
241494	Zfp385b	gained	-0.843255257406034	0.00262258534667223	chr2	77820000
269424	Jade1	gained	-0.217415157206361	0.041444941850676	chr3	41550000
242083	Ppm1l	gained	-0.40666689432009	0.00224144544291928	chr3	69320000
213262	Fstl5	gained	-0.653652194568902	2.13053357294394e-9	chr3	76080000
26568	Slc27a3	lost	0.916791420456256	7.39325624413219e-4	chr3	90380000
54524	Syt6	gained	-2.98376889120478	3.29422045969225e-29	chr3	103570000
11304	Abca4	lost	-1.37195994225984	7.27001182262459e-6	chr3	122040000
242274	Lrrc7	lost	0.443815384981515	3.93525250534884e-5	chr3	158560000
69352	Necab1	lost	-1.11430736750777	2.85661445344014e-7	chr4	15140000
230126	Shb	lost	0.986231341583129	3.18196049280345e-4	chr4	45530000
14807	Grik3	lost	0.644803108490424	0.00256068315034057	chr4	125490000
245880	Wasf3	gained	-0.19500815030419	0.0245319145343159	chr5	146380000
72587	Pan3	gained	-0.39425272578404	0.0245132839977031	chr5	147430000
20617	Snca	gained	-0.636562333365769	8.71578255931231e-12	chr6	60830000
232237	Fgd5	gained	-1.12855355274527	1.42856132593134e-8	chr6	91980000
109593	Lmo3	gained	-0.652598276615435	8.04979136386456e-5	chr6	138580000
66273	Aamdc	lost	-0.407111421901862	0.0410891735205382	chr7	97580000
320685	Dctd	gained	-0.737684552682436	0.022901541128985	chr8	48100000
74568	Mlkl	gained	-1.08142145874984	0.0051024232196677	chr8	111340000
234889	Gucy1a2	lost	0.340619150595313	0.0135489158959058	chr9	3530000
270120	Fat3	lost	0.575127564295433	0.0302780011683148	chr9	16500000
244871	Zc3h12c	lost	0.192198296670862	0.0490378304079573	chr9	52170000
244895	Peak1	gained	-0.552877462926335	3.46192463562672e-4	chr9	56420000
245007	Zbtb38	lost	-0.235861951056296	0.0357252519147359	chr9	96760000
16716	Ky	lost	-0.538155115195857	1.02196853561327e-6	chr9	102500000
108068	Grm2	gained	0.573395707640925	0.00694578338478284	chr9	106660000
382111	Susd5	gained	0.765860072473977	0.024202063506939	chr9	114050000
18634	Pex7	lost	-0.277502490360241	0.0419783749798169	chr10	19910000
237353	Sh3rf3	lost	-0.894800694502591	2.04530685164566e-5	chr10	58810000
215999	Mcu	gained	-1.06735681529944	1.45478438969608e-10	chr10	59620000
404634	Macroh2a2	lost	0.428218709953659	0.00936769347421215	chr10	61780000
69433	1700023F02Rik	gained	-1.4434121769572	1.78478821953388e-6	chr10	66250000
237459	Cdk17	gained	-0.492440515758241	7.57256065431616e-4	chr10	93160000
20979	Syt1	gained	-1.90324581761217	1.66117645581146e-38	chr10	109010000
77097	Tanc2	lost	-0.374368370592228	7.76807976116524e-4	chr11	105590000
104681	Slc16a6	gained	-0.699443179073176	1.3699906749358e-5	chr11	109470000
17933	Myt1l	gained	-0.950767248899291	3.74879956037043e-10	chr12	29520000
664883	Nova1	lost	0.300602892061139	0.0125542123118676	chr12	46820000
73086	Rps6ka5	gained	-0.873534904159765	2.64003854528977e-13	chr12	100730000
16372	Irx2	lost	0.6651039075059	0.010328226558517	chr13	72630000
67263	Zswim6	gained	-0.441047767966332	0.0161979693940673	chr13	107890000
75288	Slc35f4	lost	0.567107668099975	0.0115916987476824	chr14	49530000
219228	Pcdh17	lost	-0.295957498858034	0.0171293960909471	chr14	84440000
14600	Ghr	gained	-0.826274150318004	3.39021062075403e-8	chr15	3580000
52589	Ncald	gained	-0.942312155697716	2.11272666057968e-9	chr15	37800000
17068	Ly6d	gained	1.3142470576862	4.88601350969177e-7	chr15	74760000
23936	Lynx1	gained	0.462361397849118	0.0107857728503807	chr15	74760000
106042	Prickle1	lost	-0.418132409829918	0.0308145748026529	chr15	93590000
239789	Gmnc	lost	-1.42864191850708	0.0107894479739113	chr16	26990000
13383	Dlg1	lost	-0.544496135927123	0.0124613036724072	chr16	31660000
14432	Gap43	gained	-0.333377500921362	6.16612304488235e-6	chr16	42340000
332175	Zdhhc23	gained	-0.718453077668004	0.00662220122174732	chr16	43980000
22339	Vegfa	lost	0.332040275051989	0.021277247942356	chr17	46030000
13823	Epb41l3	gained	-0.366411742188809	0.0251844237116459	chr17	69080000
11555	Adrb2	gained	-0.921890023055953	2.44430787442916e-4	chr18	62180000
207521	Dtx4	lost	0.332519062286014	0.0213827974607496	chr19	12510000
67759	Plgrkt	gained	-0.389280917276915	0.0316079254243783	chr19	29370000
226250	Afap1l2	gained	-1.07050914472245	1.37294202722054e-10	chr19	57010000
