chr	bin_start	sniper_ctrl	sniper_mut	calder_ctrl	calder_mut	sniper_changed	calder_changed	agreement
chr1	3200001	B.2	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	3300001	B.1	A.2	B.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	3400001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	3500001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	14100001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	43100001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	50800001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr1	57900001	A.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	89100001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	113900001	B.2	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	114200001	B.2	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	118800001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr1	118900001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	119300001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	122200001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	126300001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	129600001	B.2	A.2	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr1	137700001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr1	150900001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr1	164700001	A.1	A.2	A.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	166300001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	166400001	A.2	B.1	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr1	187800001	B.2	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	187900001	A.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	194200001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr10	34200001	A.2	B.1	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr10	38000001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr10	69300001	B.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr10	76700001	A.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr10	95600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr10	105300001	A.1	A.2	A.1	B.1	TRUE	TRUE	Both_change_disagree
chr10	120800001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr11	6700001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr11	36500001	A.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr11	51800001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr11	52800001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr11	52900001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr11	72000001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr11	77000001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr11	81700001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr11	105700001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr11	105800001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr11	107900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr11	114100001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr11	114200001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr11	117300001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr12	5400001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr12	29200001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr12	29900001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr12	41100001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr12	46600001	A.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr12	52000001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr12	52400001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr12	75300001	A.2	A.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr12	104800001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr12	112100001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr12	112200001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr12	112300001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	10200001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr13	10700001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	14200001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	28600001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	28700001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	32700001	B.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr13	40100001	B.1	B.2	A.2	B.2	TRUE	TRUE	Both_change_disagree
chr13	41800001	B.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr13	41900001	B.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr13	47200001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	51500001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr13	52000001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	52600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	56500001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	56900001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	57100001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	57200001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	62600001	B.2	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr13	62700001	B.2	A.2	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	72600001	B.2	B.1	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr13	72700001	B.2	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr13	72800001	B.2	B.1	B.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	84200001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	94500001	A.2	B.1	A.1	B.1	TRUE	TRUE	Both_change_disagree
chr13	96000001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	97300001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr13	98000001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	110400001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr13	118000001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr13	118300001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr14	18600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr14	18700001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr14	23200001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr14	23500001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr14	23600001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr14	23700001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr14	23800001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr14	23900001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr14	29100001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr14	35000001	B.2	B.1	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr14	35100001	B.2	B.1	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr14	47000001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr14	68800001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr14	68900001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr14	72000001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr14	77700001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr14	79600001	B.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr14	107700001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr14	118600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr14	123500001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr15	26300001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr15	40300001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr15	53400001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr15	55300001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr15	73900001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr15	74000001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr15	74100001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr15	74200001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr15	84300001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr15	84400001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr15	103500001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr16	25300001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr16	48400001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr16	51800001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr16	63700001	A.1	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr16	73100001	B.1	B.2	A.2	B.1	TRUE	TRUE	Both_change_disagree
chr16	77200001	A.2	B.1	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr16	79200001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr16	79400001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr16	79500001	B.2	B.1	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr16	79600001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr16	82700001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr16	90400001	A.2	A.1	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr16	90500001	A.2	A.1	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr16	97600001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr16	97700001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr17	10900001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	11200001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	11300001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	11400001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	15100001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	22400001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	28600001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr17	37100001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr17	42100001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	42200001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	42400001	A.2	B.1	A.1	B.2	TRUE	TRUE	Both_change_disagree
chr17	47900001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr17	66900001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	67100001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	72000001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr17	72200001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	83000001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr17	83200001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr18	22500001	B.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr18	45700001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr18	45800001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr18	57000001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr18	62000001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr19	14600001	B.1	B.2	A.2	B.1	TRUE	TRUE	Both_change_disagree
chr19	17300001	A.2	B.1	A.1	B.1	TRUE	TRUE	Both_change_disagree
chr19	27500001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr19	28700001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr19	41600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr19	41700001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr19	55400001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr19	56600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr2	5200001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr2	54100001	B.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr2	57300001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr2	66100001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr2	67700001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr2	67800001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr2	68000001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr2	68300001	A.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr2	70300001	B.1	A.1	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr2	70400001	B.1	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
