chr	bin_start	sniper_ctrl	sniper_mut	calder_ctrl	calder_mut	sniper_changed	calder_changed	agreement
chr1	3100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	7000001	A.2	B.1	A.2	B.1	TRUE	TRUE	Both_change_agree
chr1	7400001	B.1	B.2	B.1	B.2	TRUE	TRUE	Both_change_agree
chr1	15300001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	15500001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	18100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	18300001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	21700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	26000001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	26100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	26200001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	26400001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	32400001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	48900001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	49600001	B.1	B.2	B.1	B.2	TRUE	TRUE	Both_change_agree
chr1	49700001	B.1	B.2	B.1	B.2	TRUE	TRUE	Both_change_agree
chr1	49800001	B.1	B.2	B.1	B.2	TRUE	TRUE	Both_change_agree
chr1	49900001	B.1	B.2	B.1	B.2	TRUE	TRUE	Both_change_agree
chr1	50000001	B.1	B.2	B.1	B.2	TRUE	TRUE	Both_change_agree
chr1	50600001	B.1	B.2	B.1	B.2	TRUE	TRUE	Both_change_agree
chr1	51900001	A.2	B.1	A.2	B.1	TRUE	TRUE	Both_change_agree
chr1	52000001	A.2	B.1	A.2	B.1	TRUE	TRUE	Both_change_agree
chr1	61200001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	61500001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	61700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	61900001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	62300001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	62500001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	65900001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	66000001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	75900001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	76400001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	76500001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	80900001	A.2	B.1	A.2	B.1	TRUE	TRUE	Both_change_agree
chr1	84400001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	89000001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	90900001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	91000001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	97900001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	98100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	113300001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	113400001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	113500001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	113800001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	114000001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	114100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	114300001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	114400001	B.2	A.2	B.2	A.2	TRUE	TRUE	Both_change_agree
chr1	114700001	B.2	A.2	B.2	A.2	TRUE	TRUE	Both_change_agree
chr1	114800001	B.2	A.2	B.2	A.2	TRUE	TRUE	Both_change_agree
chr1	114900001	B.2	A.2	B.2	A.2	TRUE	TRUE	Both_change_agree
chr1	118700001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	122500001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	124300001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	125700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	125800001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	125900001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	126000001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	126100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	126400001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	126600001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	126700001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	128700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	128800001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	129700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	129800001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	136800001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	136900001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	137300001	A.2	B.1	A.2	B.1	TRUE	TRUE	Both_change_agree
chr1	146000001	B.1	B.2	B.1	B.2	TRUE	TRUE	Both_change_agree
chr1	149400001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	149500001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	164600001	A.2	B.1	A.2	B.1	TRUE	TRUE	Both_change_agree
chr1	167700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	184300001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	186500001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	186600001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	187700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	188300001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	188400001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	189500001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	190600001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	194900001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
