chr	bin_start	sniper_ctrl	sniper_mut	calder_ctrl	calder_mut	sniper_changed	calder_changed	agreement
chr1	9800001	A.2	B.1	A.2	B.1	TRUE	TRUE	Both_change_agree
chr1	15900001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	19000001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	19900001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	21700001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	41300001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	41600001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	48400001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	52600001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	52700001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	57500001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	57600001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	58700001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	62200001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	62300001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	66400001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	66700001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	68700001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	69800001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	71600001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	71900001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	72000001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	77600001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	77700001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	78300001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	78400001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	83900001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	84200001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	87500001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	87700001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	88700001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	89000001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	90700001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	100000001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	100100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	107700001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	113300001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	113400001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	113700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	114100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	116100001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	116200001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	116300001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	128600001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	128700001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	138700001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	143400001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	143700001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	150900001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	156800001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	166100001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	167500001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	176300001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	178200001	A.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_agree
chr1	182700001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	182800001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	182900001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
chr1	186400001	A.2	A.1	A.2	A.1	TRUE	TRUE	Both_change_agree
