##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	evoC-Bap1-mut-F_S4_L005_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	353221924
Sequences flagged as poor quality	0
Sequence length	151
%GC	22
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.602475785166725	40.0	40.0	40.0	24.0	40.0
2	38.55716676012444	40.0	40.0	40.0	40.0	40.0
3	39.02454991440452	40.0	40.0	40.0	40.0	40.0
4	39.04634457231482	40.0	40.0	40.0	40.0	40.0
5	39.15500728658055	40.0	40.0	40.0	40.0	40.0
6	39.22028060749706	40.0	40.0	40.0	40.0	40.0
7	39.29174354987093	40.0	40.0	40.0	40.0	40.0
8	39.345323284632805	40.0	40.0	40.0	40.0	40.0
9	39.35512245553591	40.0	40.0	40.0	40.0	40.0
10-14	39.420435662991295	40.0	40.0	40.0	40.0	40.0
15-19	39.52024948711848	40.0	40.0	40.0	40.0	40.0
20-24	39.55377010120131	40.0	40.0	40.0	40.0	40.0
25-29	39.542444254960806	40.0	40.0	40.0	40.0	40.0
30-34	39.49759245182074	40.0	40.0	40.0	40.0	40.0
35-39	39.47859477658018	40.0	40.0	40.0	40.0	40.0
40-44	39.4438676037561	40.0	40.0	40.0	40.0	40.0
45-49	39.42172652397421	40.0	40.0	40.0	40.0	40.0
50-54	39.3935586331272	40.0	40.0	40.0	40.0	40.0
55-59	39.36228594123166	40.0	40.0	40.0	40.0	40.0
60-64	39.32675627292036	40.0	40.0	40.0	40.0	40.0
65-69	39.291889077077784	40.0	40.0	40.0	40.0	40.0
70-74	39.25726120896165	40.0	40.0	40.0	40.0	40.0
75-79	39.21643025306662	40.0	40.0	40.0	40.0	40.0
80-84	39.173690065172735	40.0	40.0	40.0	40.0	40.0
85-89	39.13662186665401	40.0	40.0	40.0	40.0	40.0
90-94	39.09523501208266	40.0	40.0	40.0	40.0	40.0
95-99	39.04542415323008	40.0	40.0	40.0	40.0	40.0
100-104	39.00078900028867	40.0	40.0	40.0	40.0	40.0
105-109	38.96267282321921	40.0	40.0	40.0	40.0	40.0
110-114	38.922212994910254	40.0	40.0	40.0	40.0	40.0
115-119	38.87918625232334	40.0	40.0	40.0	40.0	40.0
120-124	38.837802151261705	40.0	40.0	40.0	40.0	40.0
125-129	38.795271299184705	40.0	40.0	40.0	40.0	40.0
130-134	38.755474818714816	40.0	40.0	40.0	40.0	40.0
135-139	38.71737640894567	40.0	40.0	40.0	40.0	40.0
140-144	38.68465043523176	40.0	40.0	40.0	40.0	40.0
145-149	38.63752397373839	40.0	40.0	40.0	40.0	40.0
150-151	38.33535105538919	40.0	40.0	40.0	40.0	40.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.6173166592463204
1101	2	-0.14383344901349915
1101	3	-0.11547172573722975
1101	4	0.03392281927901308
1101	5	-0.17735055329283256
1101	6	-0.11442134306607699
1101	7	-0.15492300884749
1101	8	-0.1297636532969335
1101	9	-0.09003559699598895
1101	10-14	-0.08073932072168333
1101	15-19	-0.06007648869196913
1101	20-24	-0.04098279064027821
1101	25-29	-0.03835355867272483
1101	30-34	-0.03895706095666185
1101	35-39	-0.03578652202769206
1101	40-44	-0.042942195436296515
1101	45-49	-0.04452124886395126
1101	50-54	-0.03488675307731626
1101	55-59	-0.04394113709891201
1101	60-64	-0.042011673444790176
1101	65-69	-0.04082452477519638
1101	70-74	-0.02414222509572994
1101	75-79	-0.0346681857595712
1101	80-84	-0.026916914545303428
1101	85-89	-0.038392256269119684
1101	90-94	-0.03593597019337125
1101	95-99	-0.026900037379427033
1101	100-104	-0.022264040351316794
1101	105-109	-0.033746778544859524
1101	110-114	-0.031329437268446725
1101	115-119	-0.03767557159650892
1101	120-124	-0.03505660921517517
1101	125-129	-0.009254228036098766
1101	130-134	-0.006264858429467779
1101	135-139	0.0018112343575040768
1101	140-144	0.020055653068702384
1101	145-149	0.028019744749094855
1101	150-151	0.08601611015526345
1102	1	-0.3976446384350254
1102	2	-0.13829449991331444
1102	3	-0.06405647501658507
1102	4	0.04312672616355684
1102	5	-0.10909713638525176
1102	6	-0.059162411631412226
1102	7	-0.08589206507217284
1102	8	-0.09307699587726859
1102	9	-0.02968329334658648
1102	10-14	-0.036012318810314525
1102	15-19	-0.037628265420522666
1102	20-24	-0.022465192458504646
1102	25-29	-0.01571604413879868
1102	30-34	-0.007065318514158037
1102	35-39	-0.004407050016432379
1102	40-44	-0.025118058229466556
1102	45-49	-0.025762580878563313
1102	50-54	-0.01323277463199446
1102	55-59	-0.009344643015914755
1102	60-64	-0.006970876970058271
1102	65-69	-0.003858494040358096
1102	70-74	-0.010527254217699067
1102	75-79	-0.0014532339797241889
1102	80-84	0.005174533083234678
1102	85-89	-0.012157474787301226
1102	90-94	-0.005584027114700518
1102	95-99	2.48056132079455E-7
1102	100-104	0.008423511843240306
1102	105-109	-0.0050266102141947044
1102	110-114	0.011930731644376635
1102	115-119	0.002649004437884628
1102	120-124	-0.003829131850231704
1102	125-129	0.015868083923344045
1102	130-134	0.02116463963938031
1102	135-139	0.03567727526581166
1102	140-144	0.05626750088742227
1102	145-149	0.08089669000688815
1102	150-151	0.14189107233674036
1103	1	-0.4089787228009385
1103	2	-0.15246511331899626
1103	3	-0.10764064400665063
1103	4	0.028469623473149852
1103	5	-0.1458853490474894
1103	6	-0.09255376734648024
1103	7	-0.08255902534488513
1103	8	-0.08756604250270072
1103	9	-0.02963853274904693
1103	10-14	-0.04110725504516921
1103	15-19	-0.03495503077794382
1103	20-24	-0.032439188130453545
