##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	evoC-Bap1-ctrl-F-B2_S3_L004_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	770475511
Sequences flagged as poor quality	0
Sequence length	151
%GC	22
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	38.123066198271424	40.0	40.0	40.0	24.0	40.0
2	38.54192354985829	40.0	40.0	40.0	40.0	40.0
3	39.039207883402796	40.0	40.0	40.0	40.0	40.0
4	39.147802470518755	40.0	40.0	40.0	40.0	40.0
5	39.30247099703082	40.0	40.0	40.0	40.0	40.0
6	39.28423254454352	40.0	40.0	40.0	40.0	40.0
7	39.30157850792483	40.0	40.0	40.0	40.0	40.0
8	39.30541713349797	40.0	40.0	40.0	40.0	40.0
9	39.434413259372235	40.0	40.0	40.0	40.0	40.0
10-14	39.42299795119641	40.0	40.0	40.0	40.0	40.0
15-19	39.468098009412266	40.0	40.0	40.0	40.0	40.0
20-24	39.5350509623141	40.0	40.0	40.0	40.0	40.0
25-29	39.53876089982567	40.0	40.0	40.0	40.0	40.0
30-34	39.45637506212705	40.0	40.0	40.0	40.0	40.0
35-39	39.44900948655849	40.0	40.0	40.0	40.0	40.0
40-44	39.39606267563772	40.0	40.0	40.0	40.0	40.0
45-49	39.365343639844774	40.0	40.0	40.0	40.0	40.0
50-54	39.340703871118876	40.0	40.0	40.0	40.0	40.0
55-59	39.306885989268	40.0	40.0	40.0	40.0	40.0
60-64	39.267550713367186	40.0	40.0	40.0	40.0	40.0
65-69	39.22314405240065	40.0	40.0	40.0	40.0	40.0
70-74	39.18013833355957	40.0	40.0	40.0	40.0	40.0
75-79	39.13627170091847	40.0	40.0	40.0	40.0	40.0
80-84	39.100012322390356	40.0	40.0	40.0	40.0	40.0
85-89	39.05422838338596	40.0	40.0	40.0	40.0	40.0
90-94	39.0027331814833	40.0	40.0	40.0	40.0	40.0
95-99	38.957760242946904	40.0	40.0	40.0	40.0	40.0
100-104	38.90843053933222	40.0	40.0	40.0	40.0	40.0
105-109	38.86077026009461	40.0	40.0	40.0	40.0	40.0
110-114	38.82057140684385	40.0	40.0	40.0	40.0	40.0
115-119	38.776286555589174	40.0	40.0	40.0	40.0	40.0
120-124	38.736698213111666	40.0	40.0	40.0	40.0	40.0
125-129	38.69370955308663	40.0	40.0	40.0	40.0	40.0
130-134	38.64676000454996	40.0	40.0	40.0	40.0	40.0
135-139	38.59928607023566	40.0	40.0	40.0	40.0	40.0
140-144	38.56905166918408	40.0	40.0	40.0	40.0	40.0
145-149	38.5281032777692	40.0	40.0	40.0	40.0	40.0
150-151	38.27212858748472	40.0	40.0	40.0	40.0	40.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.016558587082428744
1101	2	-0.032244447740843896
1101	3	-0.03160320777063674
1101	4	9.449494937996405E-5
1101	5	-0.07801873575932206
1101	6	-0.11512518714102526
1101	7	-0.0597911633993391
1101	8	-0.11553246336683287
1101	9	-0.11687670862092858
1101	10-14	-0.11363936992280088
1101	15-19	-0.04873348119235743
1101	20-24	-0.039248560219355966
1101	25-29	-0.033648611141252616
1101	30-34	-0.03609981745196933
1101	35-39	-0.024692819049448644
1101	40-44	-0.02316347532735108
1101	45-49	-0.0650962770701824
1101	50-54	-0.008203607372408328
1101	55-59	-0.018099635141112458
1101	60-64	-0.004815748983141077
1101	65-69	-0.009612132870707057
1101	70-74	-2.5924302559587886E-4
1101	75-79	-0.0031063112912050883
1101	80-84	0.011183932620184578
1101	85-89	2.512245267922708E-4
1101	90-94	0.022430921431272566
1101	95-99	0.03033451944954635
1101	100-104	0.026624992302913597
1101	105-109	0.04818066445175617
1101	110-114	0.06707598651594537
1101	115-119	0.0660144248185972
1101	120-124	0.07306375305159207
1101	125-129	0.09727076583827454
1101	130-134	0.07502444397102437
1101	135-139	0.11616605545126646
1101	140-144	0.09843914117994501
1101	145-149	0.10496815080672661
1101	150-151	0.15306126221583582
1102	1	0.103351786465673
1102	2	0.059743362042794956
1102	3	0.05312257288904476
1102	4	0.0015320286512192638
1102	5	-0.0641501873159811
1102	6	-0.07251350437961435
1102	7	-0.09187564332656706
1102	8	-0.046762649622621666
1102	9	-0.08478518877588215
1102	10-14	-0.09175655078233547
1102	15-19	-0.04007545332810025
1102	20-24	-0.024359029762408113
1102	25-29	-0.03730123812044894
1102	30-34	-0.03281961896993835
1102	35-39	-0.021363732462312157
1102	40-44	-0.03392045787234821
1102	45-49	-0.06171591703441237
1102	50-54	-0.007228115193079532
1102	55-59	-0.0188690035365795
1102	60-64	-0.012651388210827008
1102	65-69	-0.0029724962619042117
1102	70-74	0.003241775365296462
1102	75-79	-9.841855774155306E-4
1102	80-84	-0.005228501771874505
1102	85-89	-0.0033641984796162205
1102	90-94	-3.5061002365210925E-4
1102	95-99	0.0063836553713017
1102	100-104	0.015819776158764398
1102	105-109	0.02721272480254555
1102	110-114	0.03301331057916457
1102	115-119	0.032956609962070615
1102	120-124	0.061408392710816884
1102	125-129	0.059310680582747466
1102	130-134	0.04825546591455776
1102	135-139	0.07034810880553977
1102	140-144	0.07941727840950108
1102	145-149	0.07480193751270292
1102	150-151	0.13244125909718463
1103	1	0.07753020852149461
1103	2	0.0346953649043229
1103	3	0.046333684618709015
1103	4	0.026206183437039954
1103	5	-0.05858031899453664
1103	6	-0.08520512567888261
1103	7	-0.09174010331442162
1103	8	-0.06489586034763306
1103	9	-0.09398083513130473
1103	10-14	-0.09058378248753485
1103	15-19	-0.05522027861513834
1103	20-24	-0.03009390409290802
1103	25-29	-0.027990089011616703
