##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	evoC-Bap1-mut-M-B2_S2_L004_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	884753202
Sequences flagged as poor quality	0
Sequence length	151
%GC	22
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.270359663530215	40.0	40.0	40.0	24.0	40.0
2	37.68527119498348	40.0	40.0	40.0	24.0	40.0
3	38.338641560519605	40.0	40.0	40.0	40.0	40.0
4	38.50781177280215	40.0	40.0	40.0	40.0	40.0
5	38.677067629307096	40.0	40.0	40.0	40.0	40.0
6	38.77906750542622	40.0	40.0	40.0	40.0	40.0
7	38.78497012209739	40.0	40.0	40.0	40.0	40.0
8	38.86414412660131	40.0	40.0	40.0	40.0	40.0
9	38.90012847899249	40.0	40.0	40.0	40.0	40.0
10-14	38.94663815277156	40.0	40.0	40.0	40.0	40.0
15-19	38.98946259772903	40.0	40.0	40.0	40.0	40.0
20-24	38.99875796798755	40.0	40.0	40.0	40.0	40.0
25-29	38.99533159372505	40.0	40.0	40.0	40.0	40.0
30-34	38.96124477976176	40.0	40.0	40.0	40.0	40.0
35-39	38.91110863049468	40.0	40.0	40.0	40.0	40.0
40-44	38.86866302677704	40.0	40.0	40.0	40.0	40.0
45-49	38.822972291656086	40.0	40.0	40.0	40.0	40.0
50-54	38.78409095263156	40.0	40.0	40.0	40.0	40.0
55-59	38.72836326462936	40.0	40.0	40.0	40.0	40.0
60-64	38.68368666791216	40.0	40.0	40.0	40.0	40.0
65-69	38.62135422347983	40.0	40.0	40.0	40.0	40.0
70-74	38.56158109614844	40.0	40.0	40.0	40.0	40.0
75-79	38.49120098239555	40.0	40.0	40.0	40.0	40.0
80-84	38.42172682998665	40.0	40.0	40.0	40.0	40.0
85-89	38.354594940703024	40.0	40.0	40.0	40.0	40.0
90-94	38.27390634546695	40.0	40.0	40.0	40.0	40.0
95-99	38.190681311600386	40.0	40.0	40.0	40.0	40.0
100-104	38.11860404660056	40.0	40.0	40.0	40.0	40.0
105-109	38.03275140178583	40.0	40.0	40.0	40.0	40.0
110-114	37.95403677555721	40.0	40.0	40.0	36.8	40.0
115-119	37.87319042265529	40.0	40.0	40.0	24.0	40.0
120-124	37.79528936545177	40.0	40.0	40.0	24.0	40.0
125-129	37.70860485317577	40.0	40.0	40.0	24.0	40.0
130-134	37.612299162269665	40.0	40.0	40.0	24.0	40.0
135-139	37.51929854445443	40.0	40.0	40.0	24.0	40.0
140-144	37.41993686867719	40.0	40.0	40.0	24.0	40.0
145-149	37.3269177851475	40.0	40.0	40.0	24.0	40.0
150-151	36.812516441166835	40.0	40.0	40.0	24.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.3838214573023606
1101	2	0.3019863600496322
1101	3	0.20924536578782238
1101	4	0.18667702771724493
1101	5	0.16909160203526596
1101	6	0.12428169077264783
1101	7	0.16800558995359438
1101	8	0.12426222350826066
1101	9	0.09950636971969828
1101	10-14	0.10402098787695024
1101	15-19	0.10034600778985947
1101	20-24	0.08153533577655736
1101	25-29	0.0855489809607235
1101	30-34	0.06358358941069042
1101	35-39	0.07716586146205628
1101	40-44	0.0972625626056427
1101	45-49	0.0899337377194982
1101	50-54	0.09401877719056273
1101	55-59	0.10612512921614581
1101	60-64	0.10142431593143186
1101	65-69	0.08970647394191644
1101	70-74	0.1067284661724699
1101	75-79	0.10979136651043575
1101	80-84	0.1160521944430144
1101	85-89	0.11664997749483064
1101	90-94	0.1009855559257602
1101	95-99	0.1377185479344405
1101	100-104	0.13867001131661283
1101	105-109	0.15139289089568564
1101	110-114	0.1644014814961281
1101	115-119	0.19524674940835496
1101	120-124	0.1891134884549288
1101	125-129	0.2207814360171625
1101	130-134	0.2507827718779083
1101	135-139	0.24948883069928485
1101	140-144	0.28821011372023975
1101	145-149	0.30061748581013603
1101	150-151	0.40768743053508416
1102	1	0.3858052583560081
1102	2	0.24796255764993447
1102	3	0.19859122030160847
1102	4	0.1383973856741889
1102	5	0.09080610921391497
1102	6	0.10611050273421085
1102	7	0.13787187776031118
1102	8	0.10609731165519065
1102	9	0.06773834612138785
1102	10-14	0.06201821317977618
1102	15-19	0.05140348644749082
1102	20-24	0.03874391825853962
1102	25-29	0.023736231081684878
1102	30-34	0.020470067125998526
1102	35-39	0.03261756280396355
1102	40-44	0.04270965525091697
1102	45-49	0.05681146966521311
1102	50-54	0.025341123472351512
1102	55-59	0.05414639245717723
1102	60-64	0.054492945828023664
1102	65-69	0.052926507345524954
1102	70-74	0.05441011329308765
1102	75-79	0.059719342131771214
1102	80-84	0.07460040907135124
1102	85-89	0.07633635003684702
1102	90-94	0.06916461507179861
1102	95-99	0.09589283936564641
1102	100-104	0.09416568537672276
1102	105-109	0.09266113154016153
1102	110-114	0.1142568596249518
1102	115-119	0.1535725203827525
1102	120-124	0.1273480123959203
1102	125-129	0.16490253634194119
1102	130-134	0.17011470033633458
1102	135-139	0.19108114065792847
1102	140-144	0.21769367331529565
1102	145-149	0.23016537251793068
1102	150-151	0.32261101718084717
1103	1	0.2998735063773239
1103	2	0.2660988521262908
1103	3	0.21228382503924337
1103	4	0.1834191835712673
1103	5	0.13835012490247323
1103	6	0.1259663763471508
1103	7	0.18004781585496232
1103	8	0.13113348059614793
1103	9	0.10766658437213295
1103	10-14	0.09451868612411118
1103	15-19	0.07595281963386213
1103	20-24	0.07564059389134314
1103	25-29	0.06546896717954098
1103	30-34	0.06769948008747662
1103	35-39	0.0734241256700443
1103	40-44	0.07374966567833496
1103	45-49	0.07046849211717898
