##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	evoC-Bap1-mut-F-B2_S4_L004_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	721733727
Sequences flagged as poor quality	0
Sequence length	151
%GC	22
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	37.67406331836838	40.0	40.0	40.0	24.0	40.0
2	38.62023895967938	40.0	40.0	40.0	40.0	40.0
3	39.050901557770764	40.0	40.0	40.0	40.0	40.0
4	39.161998900184415	40.0	40.0	40.0	40.0	40.0
5	39.24468482266175	40.0	40.0	40.0	40.0	40.0
6	39.29515938223572	40.0	40.0	40.0	40.0	40.0
7	39.35765394125748	40.0	40.0	40.0	40.0	40.0
8	39.34675257458212	40.0	40.0	40.0	40.0	40.0
9	39.439516608595454	40.0	40.0	40.0	40.0	40.0
10-14	39.42468895983851	40.0	40.0	40.0	40.0	40.0
15-19	39.47533894976201	40.0	40.0	40.0	40.0	40.0
20-24	39.54303320426648	40.0	40.0	40.0	40.0	40.0
25-29	39.548357307126366	40.0	40.0	40.0	40.0	40.0
30-34	39.46218559549178	40.0	40.0	40.0	40.0	40.0
35-39	39.45797611007307	40.0	40.0	40.0	40.0	40.0
40-44	39.3996616408644	40.0	40.0	40.0	40.0	40.0
45-49	39.3677589774047	40.0	40.0	40.0	40.0	40.0
50-54	39.34480455061233	40.0	40.0	40.0	40.0	40.0
55-59	39.31103907604972	40.0	40.0	40.0	40.0	40.0
60-64	39.27311177990716	40.0	40.0	40.0	40.0	40.0
65-69	39.22935602592395	40.0	40.0	40.0	40.0	40.0
70-74	39.187849260368566	40.0	40.0	40.0	40.0	40.0
75-79	39.14520356480445	40.0	40.0	40.0	40.0	40.0
80-84	39.10980572534613	40.0	40.0	40.0	40.0	40.0
85-89	39.064345563554355	40.0	40.0	40.0	40.0	40.0
90-94	39.01344762318417	40.0	40.0	40.0	40.0	40.0
95-99	38.96974907949674	40.0	40.0	40.0	40.0	40.0
100-104	38.921193874870696	40.0	40.0	40.0	40.0	40.0
105-109	38.87334373137865	40.0	40.0	40.0	40.0	40.0
110-114	38.833545777194914	40.0	40.0	40.0	40.0	40.0
115-119	38.790758710933844	40.0	40.0	40.0	40.0	40.0
120-124	38.75265548758261	40.0	40.0	40.0	40.0	40.0
125-129	38.71208005746972	40.0	40.0	40.0	40.0	40.0
130-134	38.66705110789425	40.0	40.0	40.0	40.0	40.0
135-139	38.62247460856156	40.0	40.0	40.0	40.0	40.0
140-144	38.594802572112584	40.0	40.0	40.0	40.0	40.0
145-149	38.55679456254647	40.0	40.0	40.0	40.0	40.0
150-151	38.30161266316989	40.0	40.0	40.0	40.0	40.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.10340371130090631
1101	2	0.011673391747095252
1101	3	-0.027994298852483723
1101	4	-0.037818997578810354
1101	5	-0.06877623167983415
1101	6	-0.12745314959263254
1101	7	-0.06177556033365761
1101	8	-0.14653269751050857
1101	9	-0.11386834093044484
1101	10-14	-0.12572866965746954
1101	15-19	-0.05061761185356062
1101	20-24	-0.050143203642477374
1101	25-29	-0.045397230266083
1101	30-34	-0.03932252909179823
1101	35-39	-0.03484806866632084
1101	40-44	-0.02592488528936343
1101	45-49	-0.07283123762911003
1101	50-54	-0.026104071825109543
1101	55-59	-0.02111641295332589
1101	60-64	-0.02643055592442778
1101	65-69	-0.01713317344177767
1101	70-74	-0.010558099245898234
1101	75-79	-0.0028602876582652925
1101	80-84	0.00641230242171531
1101	85-89	-0.01568626448204924
1101	90-94	0.007901080028794638
1101	95-99	0.021809823368435843
1101	100-104	0.01888142141908844
1101	105-109	0.04478002801193526
1101	110-114	0.04437338454378903
1101	115-119	0.0370725149953941
1101	120-124	0.05530713340272797
1101	125-129	0.07280586802423272
1101	130-134	0.045601284414111376
1101	135-139	0.08296494814538846
1101	140-144	0.07850120796504001
1101	145-149	0.0733662957168022
1101	150-151	0.1517016716069719
1102	1	0.1050253107078234
1102	2	0.07500492492302868
1102	3	0.005942350493320703
1102	4	-0.03671154861824277
1102	5	-0.08492144167193771
1102	6	-0.07236685527666964
1102	7	-0.09285992947789623
1102	8	-0.06724089667198285
1102	9	-0.08408729724722974
1102	10-14	-0.09754554075507826
1102	15-19	-0.035397753607384175
1102	20-24	-0.020714769144071
1102	25-29	-0.02185296764312028
1102	30-34	-0.03489438058235805
1102	35-39	-0.014249901092796335
1102	40-44	-0.014761906685947679
1102	45-49	-0.060403456375098585
1102	50-54	-0.014338671257270619
1102	55-59	-0.0258283188017856
1102	60-64	0.0024948258382551103
1102	65-69	-0.0014818744011719787
1102	70-74	-0.002214754663690144
1102	75-79	4.829277403644028E-4
1102	80-84	0.0016931236476764866
1102	85-89	-6.330520492952019E-4
1102	90-94	0.009939748185715302
1102	95-99	0.01962103403631943
1102	100-104	0.01962797782319825
1102	105-109	0.022902371611671413
1102	110-114	0.03792723287382671
1102	115-119	0.04853954548539008
1102	120-124	0.08449611833241022
1102	125-129	0.06819290218551544
1102	130-134	0.061477565566114833
1102	135-139	0.09378506260150488
1102	140-144	0.09254455733241684
1102	145-149	0.09008439408257374
1102	150-151	0.14438218267044078
1103	1	0.1296302609283586
1103	2	0.04702937153795972
1103	3	0.015840013014610577
1103	4	0.015512236596897822
1103	5	-0.12388095938920429
1103	6	-0.11012492311883904
1103	7	-0.08979434659244134
1103	8	-0.09330363616734871
1103	9	-0.09549347525847907
1103	10-14	-0.10888183967700371
1103	15-19	-0.0550520176471494
1103	20-24	-0.03549592425564896
1103	25-29	-0.02837943092700357
