##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	evoC-Bap1-mut-F_S4_L000_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	833848753
Sequences flagged as poor quality	0
Sequence length	151
%GC	22
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	33.8511074897536	40.0	24.0	40.0	9.0	40.0
2	36.62022068647262	40.0	40.0	40.0	24.0	40.0
3	37.24482890843875	40.0	40.0	40.0	24.0	40.0
4	37.310592351512454	40.0	40.0	40.0	24.0	40.0
5	37.62046298580961	40.0	40.0	40.0	24.0	40.0
6	37.84849961753196	40.0	40.0	40.0	40.0	40.0
7	37.997512498528614	40.0	40.0	40.0	40.0	40.0
8	38.10700182218777	40.0	40.0	40.0	40.0	40.0
9	38.13849027366717	40.0	40.0	40.0	40.0	40.0
10-14	38.31206127761637	40.0	40.0	40.0	40.0	40.0
15-19	38.42909117620279	40.0	40.0	40.0	40.0	40.0
20-24	38.49283865511759	40.0	40.0	40.0	40.0	40.0
25-29	38.501774638259846	40.0	40.0	40.0	40.0	40.0
30-34	38.52115493707526	40.0	40.0	40.0	40.0	40.0
35-39	38.4977677096796	40.0	40.0	40.0	40.0	40.0
40-44	38.4554421547477	40.0	40.0	40.0	40.0	40.0
45-49	38.437680510868375	40.0	40.0	40.0	40.0	40.0
50-54	38.43532049846455	40.0	40.0	40.0	40.0	40.0
55-59	38.40056751107237	40.0	40.0	40.0	40.0	40.0
60-64	38.37829884720113	40.0	40.0	40.0	40.0	40.0
65-69	38.33336204029797	40.0	40.0	40.0	40.0	40.0
70-74	38.292861907056185	40.0	40.0	40.0	40.0	40.0
75-79	38.22617776535789	40.0	40.0	40.0	40.0	40.0
80-84	38.199061715932075	40.0	40.0	40.0	40.0	40.0
85-89	38.133258601635156	40.0	40.0	40.0	40.0	40.0
90-94	38.08403433326235	40.0	40.0	40.0	40.0	40.0
95-99	38.00893380888704	40.0	40.0	40.0	40.0	40.0
100-104	37.94332364301083	40.0	40.0	40.0	36.8	40.0
105-109	37.87549518083887	40.0	40.0	40.0	24.0	40.0
110-114	37.78819516613225	40.0	40.0	40.0	24.0	40.0
115-119	37.70962734869018	40.0	40.0	40.0	24.0	40.0
120-124	37.64327614075115	40.0	40.0	40.0	24.0	40.0
125-129	37.54472309080733	40.0	40.0	40.0	24.0	40.0
130-134	37.48523393810244	40.0	40.0	40.0	24.0	40.0
135-139	37.38244857170159	40.0	40.0	40.0	24.0	40.0
140-144	37.260301299749024	40.0	40.0	40.0	24.0	40.0
145-149	37.15542767742198	40.0	40.0	40.0	24.0	40.0
150-151	36.270283558246206	40.0	40.0	40.0	24.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.09658569284987095
1101	2	0.18698118542069864
1101	3	0.1135577927621938
1101	4	0.3644649799298847
1101	5	0.25645796671626186
1101	6	0.20396450866598315
1101	7	0.14300576715415048
1101	8	0.15046775257557954
1101	9	0.14921648650804542
1101	10-14	0.13724913319048682
1101	15-19	0.12446347722261208
1101	20-24	0.1329082615160857
1101	25-29	0.15434179281578508
1101	30-34	0.14821834661893973
1101	35-39	0.16226436595793103
1101	40-44	0.2069319709656483
1101	45-49	0.21823327450752572
1101	50-54	0.2118109305563749
1101	55-59	0.23179720766384548
1101	60-64	0.24880059677384736
1101	65-69	0.27017937192795927
1101	70-74	0.2788062600085084
1101	75-79	0.33196661507967207
1101	80-84	0.32825212560180717
1101	85-89	0.3650994937565599
1101	90-94	0.3747205129822575
1101	95-99	0.41935610711527005
1101	100-104	0.43832847192264524
1101	105-109	0.4697234744116301
1101	110-114	0.5341707272087106
1101	115-119	0.5560010227592187
1101	120-124	0.5802810515360335
1101	125-129	0.5902704544404855
1101	130-134	0.637813530637672
1101	135-139	0.694695440672433
1101	140-144	0.7794633573267618
1101	145-149	0.8525879239481071
1101	150-151	1.2734756976992045
1102	1	0.09157139685732574
1102	2	0.11726824851230333
1102	3	0.06758753417764041
1102	4	0.3470940278652819
1102	5	0.29302076206091954
1102	6	0.23179981583972875
1102	7	0.16936953467475746
1102	8	0.1533214189846177
1102	9	0.1754684035084466
1102	10-14	0.13259786437883037
1102	15-19	0.13565750533151544
1102	20-24	0.13530692048235693
1102	25-29	0.14638676879100387
1102	30-34	0.1368347995296375
1102	35-39	0.15320027455844354
1102	40-44	0.17323744129294028
1102	45-49	0.19606240143539821
1102	50-54	0.19626767007763135
1102	55-59	0.2134225872240023
1102	60-64	0.20593324277978553
1102	65-69	0.25561926361756804
1102	70-74	0.2643034279788239
1102	75-79	0.28752229517645134
1102	80-84	0.30017600607361317
1102	85-89	0.3257217508316117
1102	90-94	0.3497223820299027
1102	95-99	0.39677253898371845
1102	100-104	0.40901257921506584
1102	105-109	0.42208524166634476
1102	110-114	0.47656991011646
1102	115-119	0.46021607910521567
1102	120-124	0.5466045258801415
1102	125-129	0.5687359785798023
1102	130-134	0.5975396412426974
1102	135-139	0.660834758205489
1102	140-144	0.7286786298891101
1102	145-149	0.8017194653358715
1102	150-151	1.2156778386095937
1103	1	1.5483371122860419
1103	2	0.9026809728453671
1103	3	0.9499052536915684
1103	4	1.1475402945719821
1103	5	1.0998925540346178
1103	6	1.046077542384971
1103	7	0.9786383892171528
1103	8	0.9557536400387221
1103	9	0.9162045276625363
1103	10-14	0.8624763336617178
1103	15-19	0.8050965092553071
1103	20-24	0.7827283867107511
1103	25-29	0.7586542000128347
1103	30-34	0.70531129570427
1103	35-39	0.6833455590755122
1103	40-44	0.694816771014743
1103	45-49	0.6797328207365609
