Name	Chromosome	Start	End	mc_diff	mc_qvalue	hmc_diff	hmc_qvalue	Annotation
Cpe	8	64592541	64693053	0.0008529665588650371	7.321636808338683e-12	0.0003090500054383785	1.4089277297653826e-06	genes
Csgalnact1	8	68356780	68735145	0.00043123211679866317	2.6526305753391185e-17	4.830790939917345e-05	0.000715135480784722	genes
Dlc1	8	36567750	36953142	0.001192440183427317	4.908899367240495e-144	0.00014735041723084024	2.7576022769319263e-15	genes
Galntl6	8	57774051	58912639	0.0002466335076894213	2.0323076461807078e-30	1.9238772955371117e-05	0.00544701540763356	genes
Gsr	8	33652522	33698162	0.001451159629684615	3.952718283188159e-15	0.00036801722985792837	0.015377020458441816	genes
Marchf1	8	65617899	66471636	0.00030372794452496654	3.1401789285672043e-30	2.6523828795182755e-05	5.626767561563556e-05	genes
Mfhas1	8	35587797	35679448	0.0014168132662216745	3.729386975583386e-27	0.0007036267440946684	3.131749252100841e-12	genes
Micu3	8	40307457	40386307	0.0004275982275319921	1.920831727595421e-09	0.00017149664097789304	0.03648188157898255	genes
Mtmr7	8	40551094	40634796	0.001834274686830567	4.119169707973839e-46	0.0005424450794705928	3.3547159469313846e-12	genes
Mtus1	8	40990913	41133725	0.0018858959091224972	1.0507899988547857e-73	0.0004861842109384948	5.000327852994961e-17	genes
Mtus2	5	147957319	148316064	-0.00015481687088258006	9.281208836659185e-05	-9.476909195283756e-05	0.006492877802794013	genes
Nrg1	8	31814550	32884796	0.0004599121079740664	1.0257954105437844e-139	5.294627196703084e-05	1.8406567438567987e-12	genes
Pcm1	8	41239751	41332343	0.0005062120736238184	3.952718283188159e-15	0.00011615851885833837	0.04237955131935633	genes
Prag1	8	36094827	36147786	0.0008803434532633127	2.7013943668925266e-08	0.0003541321991858105	0.04608562788327153	genes
Rbpms	8	33782642	33929862	0.001575380397292048	7.137726666570031e-55	0.00015533354267891798	0.0005024440544142821	genes
Sgcz	8	37522297	38661507	0.001074226196697435	4.6196983450326515e-304	5.2448636443580715e-05	5.628139623768893e-15	genes
Sh3rf1	8	61223871	61396070	0.0006499182058208362	2.933732657617008e-15	8.140996100922162e-05	0.03307469878838722	genes
Spon1	7	113765997	114043369	-0.0002871372058174599	2.420769013601917e-06	-0.0001143083182733696	0.004298113946621503	genes
Tenm3	8	48227681	48843950	0.00037264351353887714	5.026247247636864e-32	2.9071861085355095e-05	0.0003583046150076132	genes
Tnks	8	34826459	34965689	0.000778434536265718	3.721177173722182e-34	0.0002562740627574842	7.247535709694851e-10	genes
Trmt9b	8	36457547	36516569	0.0014282454371442148	1.091302412130916e-20	0.0010835888798613378	3.2428408785136104e-15	genes
Tusc3	8	39005844	39165113	0.0012612033992925138	9.501146238557107e-63	0.00012915549097359207	8.639016192392433e-05	genes
Zdhhc2	8	40423814	40510267	0.0015953185199221868	1.2524849879823049e-42	0.0003364226576842258	1.2702092316761e-07	genes
