"","seqnames","start","end","width","strand","S14ctrl1","S15mut1","S16ctrl2","S17mut2","S18ctrl3","S19mut3","S20ctrl4","S21mut4","S22ctrl5","S23mut5","S24ctrl6","S25mut6"
"1","chr1",3671740,3672140,401,"*",14.4874533610643,4.54927459830296,13.2815234211169,0.917107311385769,10.0425793490943,8.87383146047966,17.5518302151944,10.1402324709502,8.59340724254062,10.9855776713764,7.99590358408589,5.21646131581702
"2","chr1",4427109,4427509,401,"*",2.55660941665841,3.63941967864236,6.12993388666936,8.25396580247192,1.11584214989937,5.54614466279978,16.5193696143006,15.6712683641958,3.43736289701625,1.99737775843207,18.2763510493392,3.91234598686277
"3","chr1",4488959,4489359,401,"*",11.9308439444059,8.18869427694532,7.15158953444758,13.7566096707865,26.7802115975848,8.87383146047966,12.3895272107255,11.9839111020321,9.45274796679468,22.9698442219688,23.9877107522577,3.91234598686277
"4","chr1",4496275,4496675,401,"*",14.4874533610643,20.016808232533,16.3464903644516,29.3474339643446,34.5911066468804,21.0753497186392,22.7141332196634,17.5149469952776,12.8901108638109,27.963288618049,28.5567985145925,14.3452686184968
"5","chr1",4506510,4506910,401,"*",15.3396564999505,5.45912951796355,3.06496694333468,16.5079316049438,6.69505289939621,3.32768679767987,7.22722420625652,17.5149469952776,4.29670362127031,1.99737775843207,11.422719405837,7.82469197372553
"6","chr1",4775666,4776066,401,"*",7.66982824997524,5.45912951796355,6.12993388666936,18.3421462277154,17.8534743983899,11.0922893255996,10.3246060089379,6.45287520878649,6.8747257940325,13.9816443090245,6.85363164350219,14.3452686184968
"7","chr1",4857379,4857779,401,"*",6.81762511108911,18.1970983932118,3.06496694333468,9.17107311385769,5.57921074949684,6.65537359535974,6.19476360536274,9.21839315540928,13.749451588065,14.9803331882405,4.56908776233479,16.9534992764053
"8","chr1",4891634,4892034,401,"*",5.96542197220297,11.8281139555877,7.15158953444758,16.5079316049438,5.57921074949684,18.8568918535193,14.454448412513,7.37471452432742,15.4681330365731,16.9777109466726,9.13817552466959,24.7781912501309
"9","chr1",5018430,5018830,401,"*",11.0786408055198,0.909854919660591,8.17324518222581,1.83421462277154,0,3.32768679767987,13.4219878116193,4.60919657770464,9.45274796679468,2.9960666376481,6.85363164350219,11.7370379605883
"10","chr1",5085718,5086118,401,"*",5.96542197220297,6.36898443762414,11.2382121255605,13.7566096707865,13.3901057987924,12.2015182581595,4.12984240357516,8.29655383986835,11.1714294153028,14.9803331882405,4.56908776233479,19.5617299343138
"11","chr1",5100473,5100873,401,"*",10.2264376666337,8.18869427694532,6.12993388666936,15.5908242935581,5.57921074949684,3.32768679767987,1.03246060089379,2.76551794662278,2.57802217276219,7.98951103372828,9.13817552466959,6.52057664477128
"12","chr1",5124202,5124602,401,"*",5.11321883331683,18.1970983932118,8.17324518222581,22.0105754732584,7.81089504929558,9.98306039303961,2.06492120178758,0.921839315540928,6.8747257940325,13.9816443090245,30.8413423957599,3.91234598686277
"13","chr1",5916811,5917211,401,"*",5.96542197220297,6.36898443762414,9.19490083000404,10.0881804252435,10.0425793490943,7.7646025279197,10.3246060089379,3.68735726216371,10.3120886910487,5.99213327529621,5.71135970291849,11.7370379605883
"14","chr1",6214683,6215083,401,"*",9.37423452774752,11.8281139555877,15.3248347166734,4.58553655692884,12.2742636488931,2.21845786511991,16.5193696143006,17.5149469952776,12.0307701395569,2.9960666376481,5.71135970291849,3.91234598686277
"15","chr1",6240249,6240649,401,"*",10.2264376666337,10.0084041162665,8.17324518222581,26.5961120301873,16.7376322484905,16.6384339883994,8.25968480715031,9.21839315540928,6.01538506977843,11.9842665505924,10.2804474652533,13.0411532895426
"16","chr1",6245035,6245435,401,"*",6.81762511108911,11.8281139555877,6.12993388666936,36.6842924554307,14.5059479486918,35.4953258419186,10.3246060089379,13.8275897331139,14.6087923123191,12.9829554298085,7.99590358408589,11.7370379605883
"17","chr1",6247964,6248364,401,"*",3.40881255554455,12.7379688752483,19.4114573077863,15.5908242935581,6.69505289939621,5.54614466279978,7.22722420625652,4.60919657770464,7.73406651828656,11.9842665505924,4.56908776233479,9.12880730267979
"18","chr1",6262875,6263275,401,"*",15.3396564999505,16.3773885538906,9.19490083000404,28.4303266529588,11.1584214989937,25.512265448879,12.3895272107255,19.3586256263595,11.1714294153028,21.9711553427528,13.7072632870044,15.6493839474511
"19","chr1",6267962,6268362,401,"*",4.26101569443069,17.2872434735512,10.2165564777823,19.2592535391011,6.69505289939621,24.4030365163191,6.19476360536274,11.0620717864911,11.1714294153028,13.9816443090245,7.99590358408589,20.8658452632681
"20","chr1",6359441,6359841,401,"*",11.0786408055198,22.7463729915148,12.2598677733387,14.6737169821723,5.57921074949684,6.65537359535974,12.3895272107255,11.0620717864911,10.3120886910487,16.9777109466726,6.85363164350219,5.21646131581702
