Name	Chromosome	Start	End	mc_diff	mc_qvalue	hmc_diff	hmc_qvalue	Annotation
0610010F05Rik	11	23564960	23633638	0.022257639860957745	0.008623511555198029	-0.03287052234339852	3.602600961818104e-08	genes
1110059E24Rik	19	21581201	21652975	0.044330692072814926	1.023206993235005e-08	-0.038610941231646045	5.612349749380717e-10	genes
1600012H06Rik	17	14943183	14959569	0.04482072367139334	0.002358892177955323	-0.022319015084719576	0.04936274179311335	genes
1700025G04Rik	1	151852402	152090124	0.06690784898868984	1.7528355842951865e-40	-0.040426493641442574	7.207446364361468e-17	genes
1700066M21Rik	1	57377619	57385422	0.08020785521884122	0.0025507209943439694	-0.03833094523228012	0.033279729876635446	genes
1700113H08Rik	10	87058044	87230588	-0.013092989719680426	0.012509608092759198	0.010279973457103832	0.00021931110871585197	genes
1700123L14Rik	6	96164496	96166242	-0.1676778049445713	0.00011193414891689532	0.08336210670746844	0.023897358893280197	genes
2310022B05Rik	8	124635755	124663368	0.09324260948385077	4.2450375776834856e-05	-0.06820941765518862	0.0006217321797753312	genes
2310057M21Rik	7	131338219	131362758	0.0402520692606424	0.0011199076971834066	-0.04274900901078438	2.2051030235751933e-06	genes
2310061I04Rik	17	35892676	35897430	0.08960698881896823	0.021576527587319757	-0.06912466715644394	0.030303108391572377	genes
2610021A01Rik	7	41599229	41628532	0.03334909910527517	0.009106514730778144	-0.045523642286562	2.706556873138359e-06	genes
2610507B11Rik	11	78261751	78290622	0.042814085443119265	0.00033232721268629944	-0.024521891465095813	0.011484810685708618	genes
2700049A03Rik	12	71136847	71243302	0.014539450232988416	0.042639737791806145	-0.03431066759220568	6.739516105952733e-16	genes
2810004N23Rik	8	124836944	124863119	0.05052494366623417	0.019360855934562205	-0.03344895959339675	0.032044252370325925	genes
2810021J22Rik	11	58867215	58883287	0.03569679671031589	0.00045876877655658355	-0.02937890057436568	0.0001822983958623591	genes
3110082I17Rik	5	139359738	139460526	0.04436595834272383	0.0027133111583285915	-0.03799952780390467	0.00249997698437523	genes
4833439L19Rik	13	54551217	54565434	0.1611453987972803	0.00015744013286248714	-0.09002227243203395	0.007755641163339588	genes
4930590J08Rik	6	91902808	91950724	-0.040131386868503593	0.0029498755460514855	0.021374000109791458	0.04985945167247371	genes
4930595D18Rik	12	111159849	111184490	0.07944334750598658	0.00032377932432781044	-0.05926876280512	0.0012414629219201253	genes
4931406P16Rik	7	34236706	34313550	0.05738775478949809	1.3940022985175422e-06	-0.047235396245937644	1.298563561444106e-06	genes
4932438A13Rik	3	36863103	37053032	0.026933034185928184	2.3204701089896522e-08	-0.0347871599380007	3.876490261714162e-21	genes
4933434E20Rik	3	90051635	90063340	0.07677415230833318	0.0009445832869100833	-0.0490170529101272	0.0077868916703526594	genes
4933434E20Rik	3	90051635	90063340	0.07677415230833318	0.0009445832869100833	-0.05235327106857671	0.0022062796508898717	genes
4933434E20Rik	3	90052903	90066068	0.06814146081211714	0.001936981731485593	-0.0490170529101272	0.0077868916703526594	genes
4933434E20Rik	3	90052903	90066068	0.06814146081211714	0.001936981731485593	-0.05235327106857671	0.0022062796508898717	genes
9530077C05Rik	9	22411512	22444680	0.06797584188409966	1.468255042361016e-06	-0.05317255057755971	8.255163365795526e-07	genes
9930021J03Rik	19	29714401	29805988	0.03882750659809453	3.146313174970207e-06	-0.04456383884031301	5.517109115144585e-11	genes
A430033K04Rik	5	138622858	138652413	0.050626291770441645	1.077854087716851e-05	-0.05054654026376698	2.455213880895272e-07	genes
AL731706.1	2	136881270	136891388	0.11961196539979568	1.8616998669945406e-07	-0.05315524530911364	0.015290121142651393	genes
