stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category
stripe_0004	chr1	61655000	61715000	61715000	61970000	3prime	mutant_only	NA	0.993770252882147	1	0	FALSE	medium	61685000	0.0588250061676751	11.5952062804006	0.249823336754321	0.62806347978379	0.866799291214489	FALSE	FALSE	unchanged	gained	low	TRUE	255000	60000	minimal
stripe_0006	chr1	139780000	139815000	139815000	140330000	3prime	mutant_only	NA	0.945823296787296	0	0	FALSE	medium	139797500	0.196157386489016	11.2229808036806	0.836559934180642	0.382006431539138	0.776578761225745	FALSE	FALSE	unchanged	gained	low	TRUE	515000	35000	minimal
stripe_0007	chr1	142225000	142990000	142990000	143045000	3prime	mutant_only	NA	0.587746343183482	0	0	FALSE	medium	142607500	-0.0370097327027443	11.3095073426309	0.0793287405542279	0.783978233092701	0.938896087536169	FALSE	FALSE	unchanged	gained	low	FALSE	55000	765000	minimal
stripe_0008	chr1	155550000	155595000	155745000	156045000	3prime	mutant_only	NA	7.71210729622053e-10	0	0	TRUE	medium	155572500	0.083526173372781	12.0982920498734	0.474099433519736	0.506837989584412	0.810940783335059	FALSE	FALSE	unchanged	gained	low	TRUE	300000	45000	minimal
stripe_0009	chr1	156700000	156965000	157055000	157100000	3prime	mutant_only	NA	1.11158952511831e-09	0	0	TRUE	medium	156832500	0.0194481234921584	11.5391383897119	0.0119311080543939	0.915191174340745	0.987099705804251	FALSE	FALSE	unchanged	gained	low	TRUE	45000	265000	minimal
stripe_0011	chr10	10705000	11100000	11145000	11150000	3prime	mutant_only	NA	1.47558419962013e-17	0	0	TRUE	medium	10902500	0.171285774813878	12.4851017577218	3.48373876363423	0.0916749139829996	0.533007298688536	FALSE	FALSE	unchanged	gained	low	TRUE	5000	395000	minimal
stripe_0012	chr10	54585000	54645000	54645000	55615000	3prime	mutant_only	NA	0.99737189938184	0	0	FALSE	medium	54615000	0.159670843749749	11.3388520586556	0.65249784937486	0.438100020977779	0.79654549268687	FALSE	FALSE	unchanged	gained	low	TRUE	970000	60000	minimal
stripe_0014	chr10	90710000	90755000	90845000	91100000	3prime	mutant_only	NA	5.98962475672871e-18	1	0	TRUE	medium	90732500	0.343226718807663	13.1667437001138	27.6125343835329	0.000376588580803372	0.0753177161606743	FALSE	TRUE	unchanged	gained	high	TRUE	255000	45000	weak
stripe_0015	chr10	95565000	95865000	95865000	95925000	3prime	mutant_only	NA	0.990428693982456	0	1	FALSE	medium	95715000	0.0601190017045411	12.4050942235466	0.490221225170105	0.499866167828181	0.810940783335059	FALSE	FALSE	unchanged	gained	low	TRUE	60000	300000	minimal
stripe_0022	chr11	26180000	26425000	26425000	26480000	3prime	mutant_only	NA	0.937417284865542	0	0	FALSE	medium	26302500	-0.045052848304121	11.3696125315457	0.0492647049533138	0.828835600603265	0.963762326282866	FALSE	FALSE	unchanged	gained	low	FALSE	55000	245000	minimal
stripe_0023	chr11	42295000	42340000	42385000	42640000	3prime	mutant_only	NA	7.40620682024561e-15	1	0	TRUE	medium	42317500	-0.00553201209876741	13.5616506864964	0.00651835435997569	0.93725194605748	0.987099705804251	FALSE	FALSE	unchanged	gained	low	FALSE	255000	45000	minimal
stripe_0024	chr11	46845000	46910000	46910000	48765000	3prime	mutant_only	NA	0.925871742469719	0	1	FALSE	medium	46877500	-0.0235194199477784	11.3297365087451	0.0338213623247985	0.857780017707424	0.971495137858998	FALSE	FALSE	unchanged	gained	low	FALSE	1855000	65000	minimal
stripe_0031	chr11	61930000	61975000	62040000	62300000	3prime	mutant_only	NA	1.38475469606145e-24	0	0	TRUE	medium	61952500	0.0226486655140138	13.9626399396937	0.151243353904129	0.705539603925511	0.877957271123348	FALSE	FALSE	unchanged	gained	low	TRUE	260000	45000	minimal
stripe_0032	chr11	67010000	67965000	67965000	68025000	3prime	mutant_only	NA	0.93601535208697	0	0	TRUE	medium	67487500	-0.120534598170623	12.5834880247573	1.08126570487268	0.323014341176694	0.769081764706413	FALSE	FALSE	unchanged	gained	low	FALSE	60000	955000	minimal
stripe_0035	chr11	107450000	107515000	107515000	108000000	3prime	mutant_only	NA	0.0774494731452487	0	0	TRUE	medium	107482500	-0.222488896124188	11.7175708982566	4.37955204701851	0.0629678075409666	0.46642820400716	FALSE	FALSE	unchanged	gained	low	FALSE	485000	65000	minimal
stripe_0037	chr12	5660000	5705000	5705000	7795000	3prime	mutant_only	NA	0.712686614648924	0	0	FALSE	medium	5682500	0.119788033043548	11.622692051975	0.749487007921242	0.407022053126422	0.776578761225745	FALSE	FALSE	unchanged	gained	low	TRUE	2090000	45000	minimal
stripe_0038	chr12	12425000	13560000	13560000	13620000	3prime	mutant_only	NA	0.172041850133555	0	0	FALSE	medium	12992500	-0.00407235275473886	11.8123225683512	0.000406688144879561	0.984309083143794	0.993028256771049	FALSE	FALSE	unchanged	gained	low	FALSE	60000	1135000	minimal
