chr	pos_start	pos_end	comp_name	comp_rank	continous_rank
chr1	3000001	3010000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3010001	3020000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3020001	3030000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3030001	3040000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3040001	3050000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3050001	3060000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3060001	3070000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3070001	3080000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3080001	3090000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3090001	3100000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3100001	3110000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3110001	3120000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3120001	3130000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3130001	3140000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3140001	3150000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3150001	3160000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3160001	3170000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3170001	3180000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3180001	3190000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3190001	3200000	B.2.2.1.2.1.1.2.2.2.2.2	0.125	0.148506520824569
chr1	3200001	3210000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3210001	3220000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3220001	3230000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3230001	3240000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3240001	3250000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3250001	3260000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3260001	3270000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3270001	3280000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3280001	3290000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3290001	3300000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3300001	3310000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3310001	3320000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3320001	3330000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3330001	3340000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3340001	3350000	B.2.1.1.1.1.1.2.1	0.25	0.304585612116113
chr1	3350001	3360000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3360001	3370000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3370001	3380000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3380001	3390000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3390001	3400000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3400001	3410000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3410001	3420000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3420001	3430000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3430001	3440000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3440001	3450000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3450001	3460000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3460001	3470000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3470001	3480000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3480001	3490000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3490001	3500000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3500001	3510000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3510001	3520000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3520001	3530000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3530001	3540000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3540001	3550000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3550001	3560000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3560001	3570000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3570001	3580000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3580001	3590000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3590001	3600000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3600001	3610000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3610001	3620000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3620001	3630000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3630001	3640000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3640001	3650000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3650001	3660000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3660001	3670000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3670001	3680000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3680001	3690000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3690001	3700000	A.2.2.2.2.1.2	0.625	0.491375683634834
chr1	3700001	3710000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3710001	3720000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3720001	3730000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3730001	3740000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3740001	3750000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3750001	3760000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3760001	3770000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3770001	3780000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3780001	3790000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3790001	3800000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3800001	3810000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3810001	3820000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3820001	3830000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3830001	3840000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3840001	3850000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3850001	3860000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3860001	3870000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3870001	3880000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3880001	3890000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3890001	3900000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3900001	3910000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3910001	3920000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3920001	3930000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3930001	3940000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3940001	3950000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3950001	3960000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3960001	3970000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3970001	3980000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3980001	3990000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	3990001	4e+06	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4000001	4010000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4010001	4020000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4020001	4030000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4030001	4040000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4040001	4050000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4050001	4060000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4060001	4070000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4070001	4080000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4080001	4090000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4090001	4100000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4100001	4110000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4110001	4120000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4120001	4130000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4130001	4140000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4140001	4150000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4150001	4160000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4160001	4170000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4170001	4180000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4180001	4190000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4190001	4200000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4200001	4210000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4210001	4220000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4220001	4230000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4230001	4240000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4240001	4250000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4250001	4260000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4260001	4270000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4270001	4280000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4280001	4290000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4290001	4300000	B.2.2.2.2.1.1.2.2.2.1	0.125	0.0441733277240219
chr1	4300001	4310000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
