#Position (bp)	insert size
3406923.0	182.10151029748283
1.0220768E7	180.77705145347397
1.7034613E7	181.50560623337134
2.3848458E7	180.22936475824397
3.0662303E7	183.92156128609537
3.7476148E7	181.95518656540403
4.4289993E7	181.4533199195171
5.1103838E7	183.5226142332543
5.7917683E7	181.48378934050294
6.4731528E7	179.06787261146496
7.1545373E7	180.94878172588832
7.8359218E7	179.71269633507853
8.5173063E7	180.92675538245157
9.1986908E7	180.5818226600985
9.8800753E7	182.84060837218064
1.05614598E8	182.38513955007934
1.12428443E8	182.50892982702854
1.19242288E8	179.24594748562848
1.26056133E8	180.93004633360192
1.300790245E8	183.00384193194293
1.33485947E8	178.33066165044573
1.39683823E8	183.2896565718054
1.46497668E8	182.99024503005086
1.53311513E8	182.39744989085136
1.60125358E8	183.09973285841497
1.66939203E8	181.77982834747235
1.73753048E8	181.0169400244798
1.80566893E8	180.98859822046992
1.87380738E8	180.23412067737164
1.94194583E8	180.02189859762674
2.01008428E8	179.84897652178586
2.07822273E8	179.81815667183005
2.14636118E8	179.6487526043058
2.21449963E8	180.47953013481364
2.28263808E8	179.109584295612
2.35077653E8	177.6083218517498
2.41891498E8	179.2748190279214
2.48705343E8	176.50722260770831
2.52444901E8	180.1024512884978
2.558518235E8	159.834582292534
2.62333033E8	182.5392683046925
2.69146878E8	184.72650857270096
2.75960723E8	186.21533589685592
2.82774568E8	180.66830081876074
2.89588413E8	182.85035519881907
2.96402258E8	183.39554778334437
3.03216103E8	182.10904117341886
3.10029948E8	181.94429523525315
3.16843793E8	183.80985560394225
3.23657638E8	180.57970294570563
3.30471483E8	180.11127513362177
3.37285328E8	178.19573393207972
3.44099173E8	182.71300641700986
3.50913018E8	181.84238593719138
3.57726863E8	179.3050169788586
3.64540708E8	180.3421487603306
3.704270945E8	183.80318409343715
3.73834017E8	0.0
3.78168398E8	182.9160465116279
3.84982243E8	184.0485949923453
3.91796088E8	182.93965814491898
3.98609933E8	182.46768250174284
4.05423778E8	182.55996271748137
4.12237623E8	180.55250511247445
4.19051468E8	177.20589163598106
4.25865313E8	179.52756812813274
4.32679158E8	180.53709720372837
4.39493003E8	184.61012311901504
4.46306848E8	182.1352007855703
4.53120693E8	184.095972970505
4.59934538E8	183.73143405889886
4.66748383E8	180.94203699979892
4.73562228E8	179.66101694915255
4.80376073E8	182.34783226723525
4.87189918E8	180.8505014117418
4.91962519E8	182.08115217677232
4.953694415E8	200.80190476190475
5.00817608E8	185.357090314671
5.07631453E8	181.6670767111155
5.14445298E8	169.1652852425047
5.21259143E8	180.00997506234415
5.28072988E8	181.41132842265685
5.34886833E8	186.49692249717373
5.41700678E8	180.9018495059539
5.48514523E8	180.61902078990366
5.55328368E8	180.012208895821
5.62142213E8	179.4228523769808
5.68956058E8	180.9625006241574
5.75769903E8	183.60311195790237
5.82583748E8	182.79052225229623
5.89397593E8	183.1460217590772
5.96211438E8	182.39541244781418
6.03025283E8	183.21955662179573
6.09839128E8	180.94586048294366
6.15738246E8	181.551383253412
6.191451685E8	0.0
6.23466818E8	182.70521390374333
6.30280663E8	182.75386017071065
6.37094508E8	185.1381129733085
6.43908353E8	182.37432327919566
6.50722198E8	182.50792710031115
6.57536043E8	180.8753263707572
6.64349888E8	184.95543074553854
6.71163733E8	182.53083416797824
6.77977578E8	181.6778672728171
6.84791423E8	181.59057664560427
6.91605268E8	180.20028680688335
6.98419113E8	178.3583269872884
7.05232958E8	178.81636918210575
7.12046803E8	181.0100887026026
7.18860648E8	177.88923041894353
7.222708485E8	0.0
7.25677771E8	181.32475404948823
7.32488338E8	179.26524777636595
7.39302183E8	181.79384775808134
7.46116028E8	179.77347257958732
7.52929873E8	179.4059178995624
7.59743718E8	180.53654065302482
7.66557563E8	181.27111882860896
7.73371408E8	182.97374466688547
7.80185253E8	182.57431662870158
7.86999098E8	183.04881333890668
7.93812943E8	183.51210884353742
8.00626788E8	182.8819077147547
8.07440633E8	183.73213278164377
8.14254478E8	180.21960198474096
8.190716475E8	179.66746126340882
8.2247857E8	181.39653379549392
8.27882168E8	181.1212208134932
8.34696013E8	181.9693036781733
8.41509858E8	185.51581640183008
8.48323703E8	176.7286714130566
8.55137548E8	180.23045013733955
8.61951393E8	183.38201987520222
8.68765238E8	178.89098176641298
8.75579083E8	182.0127080181543
8.82392928E8	182.75140299615046
8.89206773E8	179.73077511864062
8.96020618E8	180.8511529389111
9.02834463E8	180.28521905144694
9.09648308E8	181.70137870343208
9.14262198E8	183.458966160405
9.176691205E8	181.12076372315036
9.23275998E8	182.14398956451936
9.30089843E8	182.11862576687116
9.36903688E8	182.12286151199464
9.43717533E8	181.29706703910614
9.50531378E8	180.3642633561462
9.57345223E8	181.5606303808551
9.64159068E8	182.42584886030454
9.70972913E8	180.54215591915303
9.77786758E8	179.64477888877434
9.84600603E8	180.75878516499563
9.91414448E8	178.93738362504655
9.98228293E8	180.08286568416636
1.00390351E9	183.74829586656998
1.0073104325E9	0.0
1.011855983E9	179.78771252455462
1.018669828E9	181.9877464301596
1.025483673E9	181.29599045346063
1.032297518E9	179.87948628602717
1.039111363E9	182.90990503370566
1.045925208E9	181.05412929167954
1.052739053E9	180.0836607470271
1.059552898E9	180.5050873196659
1.0652815955E9	180.50078839482813
1.068688518E9	0.0
1.073180588E9	184.03433799784716
1.079994433E9	182.6149639452161
1.086808278E9	182.7663514962472
1.093622123E9	183.07486507680244
1.100435968E9	182.37353276212173
1.107249813E9	179.90998679264453
1.114063658E9	184.62119136473146
1.120877503E9	183.35301477311006
1.127691348E9	182.178165765587
1.134505193E9	182.1862567811935
1.141319038E9	180.35418721769378
1.148132883E9	181.31727223560648
1.154946728E9	182.84227359956137
1.161760573E9	182.0557331408538
1.168574418E9	183.53508980894753
1.175388263E9	183.32283100803843
1.182202108E9	183.26475101129864
1.189015953E9	179.95690484630578
1.195829798E9	182.12275077559462
1.202643643E9	178.18942209296063
1.209457488E9	183.8631115997801
1.216271333E9	183.943218840175
1.223085178E9	180.32821526299787
1.229899023E9	180.45358064359087
1.236712868E9	180.52462636741822
1.243526713E9	181.8808323768651
1.250340558E9	179.74757435979004
1.257154403E9	179.24474795391754
1.2618183335E9	180.4853907451419
1.265225256E9	182.2901424183189
1.270782093E9	180.47128034552946
1.277595938E9	182.4747195104182
1.284409783E9	182.51203884467137
1.291223628E9	177.47527043081348
1.298037473E9	180.7185042617542
1.304851318E9	182.17704540216639
1.311665163E9	183.24733843855063
1.318479008E9	183.94848122458743
1.325292853E9	180.96124179562113
1.332106698E9	180.66283694211225
1.338920543E9	180.0538465300533
1.345734388E9	183.19655270926577
1.352548233E9	183.30870480011743
1.359362078E9	187.74422859134071
1.366175923E9	180.79540373316695
1.372989768E9	182.58567823644242
1.379803613E9	180.53165319544155
1.386617458E9	180.45419053896467
1.393431303E9	180.44252754105176
1.400245148E9	182.13206019620915
1.407058993E9	181.4241355325914
1.413872838E9	180.86375947995666
1.420686683E9	180.112907572083
1.427500528E9	178.5396477010524
1.434314373E9	179.36460235762908
1.441128218E9	183.37018483330453
1.444861853E9	177.0338420703384
1.4482687755E9	183.38209949079516
1.454755908E9	183.55124982213158
1.461569753E9	183.9838664024908
1.468383598E9	183.54618964787738
1.475197443E9	180.79965156794424
1.482011288E9	181.61851520572452
1.488825133E9	183.69240831581405
1.495638978E9	181.62230708969838
1.502452823E9	181.92004504504504
1.509266668E9	182.55947414378576
1.516080513E9	182.51866654128267
1.522894358E9	183.03186046511627
1.529708203E9	180.65865885739814
1.536522048E9	181.59991223739783
1.543335893E9	179.66468021709056
1.550149738E9	180.10374899759424
1.556963583E9	183.8852341281241
1.563777428E9	181.89894404892732
1.570591273E9	182.28934908412646
1.577405118E9	181.92927828868451
1.584218963E9	181.34699376063529
1.591032808E9	180.49846886696156
1.597846653E9	180.43661495336136
1.6032409105E9	183.8464867617108
1.606647833E9	0.0
1.611474343E9	183.7305659993903
1.618288188E9	182.61720377998546
1.625102033E9	183.8928987194412
1.631915878E9	184.00195899772208
1.638729723E9	181.8511676875957
1.645543568E9	183.20572604148808
1.652357413E9	179.85835841029365
1.659171258E9	181.62205651491365
1.665985103E9	182.4977901250158
1.672798948E9	181.43810453869048
1.679612793E9	183.43013967393844
1.686426638E9	182.66839451486734
