chr1	3650000	3675000	chr1	3350000	3375000	clust4
chr1	3660000	3670000	chr1	3510000	3520000	clust4
chr1	4325000	4350000	chr1	3650000	3675000	clust2
chr1	4760000	4770000	chr1	4510000	4520000	clust4
chr1	4850000	4860000	chr1	4780000	4790000	clust1
chr1	4850000	4860000	chr1	4800000	4810000	clust3
chr1	5075000	5100000	chr1	4875000	4900000	clust1
chr1	5075000	5100000	chr1	4850000	4875000	clust1
chr1	5080000	5085000	chr1	5020000	5025000	clust2
chr1	5080000	5090000	chr1	4780000	4790000	clust3
chr1	6200000	6225000	chr1	4850000	4875000	clust3
chr1	6200000	6225000	chr1	4775000	4800000	clust3
chr1	6200000	6225000	chr1	5075000	5100000	clust6
chr1	6320000	6330000	chr1	6270000	6280000	clust3
chr1	6400000	6405000	chr1	6270000	6275000	clust3
chr1	6675000	6700000	chr1	6500000	6525000	clust1
chr1	6700000	6725000	chr1	6500000	6525000	clust1
chr1	6725000	6750000	chr1	6200000	6225000	clust6
chr1	6820000	6825000	chr1	6770000	6775000	clust3
chr1	6825000	6850000	chr1	6225000	6250000	clust1
chr1	6825000	6850000	chr1	6250000	6275000	clust3
chr1	6825000	6850000	chr1	6725000	6750000	clust3
chr1	6850000	6875000	chr1	6475000	6500000	clust3
chr1	6850000	6875000	chr1	6250000	6275000	clust3
chr1	6855000	6860000	chr1	6490000	6495000	clust2
chr1	6855000	6860000	chr1	6730000	6735000	clust6
chr1	6860000	6870000	chr1	6400000	6410000	clust2
chr1	6975000	7000000	chr1	6400000	6425000	clust3
chr1	7075000	7100000	chr1	6725000	6750000	clust3
chr1	7075000	7100000	chr1	6850000	6875000	clust3
chr1	7075000	7100000	chr1	4775000	4800000	clust3
chr1	7075000	7100000	chr1	6200000	6225000	clust3
chr1	7090000	7100000	chr1	6730000	6740000	clust3
chr1	7130000	7140000	chr1	7080000	7090000	clust1
chr1	7150000	7175000	chr1	6850000	6875000	clust3
chr1	7200000	7225000	chr1	6875000	6900000	clust1
chr1	7200000	7225000	chr1	7000000	7025000	clust1
chr1	7200000	7225000	chr1	6400000	6425000	clust3
chr1	7200000	7225000	chr1	6375000	6400000	clust3
chr1	7200000	7210000	chr1	6860000	6870000	clust3
chr1	7375000	7400000	chr1	7075000	7100000	clust3
chr1	7375000	7400000	chr1	6200000	6225000	clust3
chr1	7400000	7425000	chr1	7075000	7100000	clust3
chr1	7400000	7410000	chr1	6210000	6220000	clust3
chr1	7420000	7430000	chr1	7370000	7380000	clust1
chr1	9525000	9550000	chr1	7400000	7425000	clust1
chr1	9525000	9550000	chr1	6200000	6225000	clust2
chr1	9675000	9700000	chr1	9550000	9575000	clust3
chr1	9690000	9700000	chr1	9620000	9630000	clust1
chr1	9690000	9700000	chr1	9570000	9580000	clust3
chr1	9745000	9750000	chr1	9700000	9705000	clust2
chr1	9940000	9950000	chr1	9740000	9750000	clust1
chr1	10000000	10010000	chr1	9770000	9780000	clust2
chr1	10025000	10050000	chr1	9775000	9800000	clust1
chr1	10025000	10050000	chr1	9750000	9775000	clust1
