Name	Chromosome	Start	End	mc_diff	mc_qvalue	hmc_diff	hmc_qvalue	Annotation
Arntl	7	113207464	113314125	-0.0002521671725230616	3.0526805628310364e-16	-0.00011797832870001309	5.023271711442125e-08	genes
Asah1	8	41340196	41374772	0.0008387776587254677	1.2031986389095426e-42	0.00023906455567042595	2.3560454750375947e-11	genes
Atp6v1b2	8	69088645	69113710	0.00036195582636906493	1.4861159341449036e-11	0.00013088311350574358	0.004982841852441703	genes
Capn5	7	98121558	98178273	-0.00042463459894103947	8.934462220085148e-16	-9.78157465038035e-05	0.034714599911822054	genes
Clcn3	8	60910388	60983299	5.887487077511801e-05	5.854030559611244e-06	4.042819883662016e-05	0.0020338650107823712	genes
Clpb	7	101663632	101795505	-0.00014025193392309523	6.69436189466399e-08	-4.325816496284476e-05	0.0013685762203608349	genes
Cnot7	8	40492539	40515846	0.0006777389606106147	7.27526649843267e-24	0.00010596544550197455	0.02395248160434337	genes
Cpe	8	64592541	64693053	0.00029959873618449974	2.4403691959301508e-19	0.0001427181182684597	6.641709567646979e-17	genes
Crtc1	8	70382354	70439578	0.00029136259694735795	4.125464193608589e-14	0.00013905248451770989	0.0002233234511267731	genes
Csgalnact1	8	68356780	68735145	0.0004726864332472451	1.9826363365822957e-54	2.660320055367255e-05	3.656059830643358e-13	genes
Dctd	8	48099091	48153232	0.0004046668904747374	2.0472734377801945e-17	4.785417296065693e-05	0.02395248160434337	genes
Dctn6	8	34090419	34108795	0.0009524565818708293	1.197339477271252e-23	0.00015407619470668402	0.012231654550838402	genes
Dgat2	7	99153657	99182718	-0.0004071580949631935	1.5290382042121345e-06	-0.00014410627629235677	0.04436247741544688	genes
Dlc1	8	36567750	36953142	0.0012604543937191287	1.2056006433856644e-304	0.00014789173353608619	2.758969287296093e-89	genes
Dlg2	7	90476671	92449246	-6.213291543180047e-05	8.725413752670595e-58	-1.2913034999005725e-05	4.997203379781824e-11	genes
Dusp4	8	34807296	34819893	0.0013633052931579367	8.944659306125436e-17	0.00028928425570101863	0.020700184088260104	genes
Emsy	7	98587136	98656782	-0.0001530113414648921	5.949737447786198e-06	-8.364992508191237e-05	1.1883658508204372e-05	genes
Fam168a	7	100706634	100841655	-0.00017624525417589401	1.5736580260774495e-12	-0.00011743027690372057	1.5227185295678468e-10	genes
Fchsd2	7	101092862	101284404	-0.00011072468985566048	4.300097021854068e-10	-5.521666288580386e-05	5.4164185100188584e-11	genes
Fgf20	8	40279165	40308330	0.0008106118108217336	6.667190803366332e-35	0.00016976675000041059	4.9441917087687485e-06	genes
Frg1	8	41397458	41417073	0.0017119206173491347	1.033493149462884e-51	0.00017374970241286573	0.0014778676710897288	genes
Fry	5	150118644	150497752	-5.011678480306358e-05	6.754363934910675e-05	-3.337335951903811e-05	6.648377536725353e-06	genes
Galntl6	8	57774051	58912639	0.000135938000253103	1.632762297216551e-101	1.4713550790153061e-05	1.8000412508712164e-16	genes
Gatad2a	8	69907075	69996383	0.00018648405947047357	3.0391639406835878e-18	6.936571657354999e-05	2.6495087952607612e-06	genes
Gdpd4	7	97919954	98049662	-0.00022559031670033383	3.82017706358224e-16	-2.9888334595261026e-05	0.00692554351138148	genes
Gdpd5	7	99381413	99461876	-0.00042208840000521156	1.6442243448026096e-18	-0.00013685133229370295	9.89380627166025e-05	genes
Gm19410	8	35765789	35818046	0.0010771897182823393	2.864140598396024e-88	7.093618304513e-05	0.00019381843250622951	genes
Gm20422	8	69742861	69774885	0.0006662358406942893	1.712513940720589e-30	0.00013118470282230546	0.00042042826681515155	genes
Gpm6a	8	54954842	55060870	2.78411382015522e-05	0.0003341931332850532	2.754616886568833e-05	0.00321620579088265	genes
Gsr	8	33652522	33698162	0.001346611856084316	1.0174053425821296e-83	0.00030526443930405393	5.310143398550519e-15	genes
Ints10	8	68793928	68831666	0.0012378873759545657	8.13287807540601e-21	0.0001325931930226992	1.815911811454236e-05	genes
Ints4	7	97480955	97541394	-0.0004380646911042234	6.1766750083575026e-15	-8.304167198192686e-05	0.045372049263762954	genes
Kcnj6	16	94748635	94997700	-5.566639082184393e-05	2.7059404749547804e-16	-2.6887902466747344e-05	3.957460479737271e-05	genes
Klhl26	8	70450218	70476967	0.00027606736660514903	4.249326355909556e-06	0.00016376347409306958	0.00931371593030388	genes
Lonrf1	8	36216063	36249515	0.001522079447422099	1.0216138824579618e-68	0.0002862457927236072	8.81505727953657e-12	genes
Lzts1	8	69132668	69184224	0.0004617066054567701	2.0161060271619133e-29	0.0002527556463935897	4.361012708633723e-16	genes
Map6	7	99267446	99337136	-0.00026312590933195117	1.7636763543830835e-08	-0.0001275248567836121	0.0017545061772345077	genes
Marchf1	8	65617899	66471636	0.00021409625572046864	1.1409457873388647e-118	1.2870375670840534e-05	8.811356634382946e-13	genes
Mboat4	8	34115029	34125181	0.0033488679681402582	1.9264422171545356e-46	0.0003042009341234358	0.0032634308848433708	genes
Me3	7	89632391	89854358	-0.00012146409786971358	1.2510038865259375e-08	-4.043573563763871e-05	0.00042042826681515155	genes
Mfhas1	8	35587797	35679448	0.0010787553356545587	5.240827945072395e-140	0.0004761126487051919	8.244053262414631e-60	genes
Micu3	8	40307457	40386307	0.0003663747169387762	2.677558659610534e-43	0.00015384863200370045	4.5141697369440304e-17	genes
Mrpl48	7	100545750	100608300	-0.0002084804435967613	1.3861744596914009e-08	-6.008923751150757e-05	0.007885512239276797	genes
Msr1	8	39581684	39642672	0.0009328899782835153	4.739584710923486e-95	4.358072119364e-05	0.0026796272210521705	genes
Mtmr7	8	40551094	40634796	0.0012651512097072912	2.398280446842301e-158	0.00028966271184712117	4.70455622675403e-35	genes
Mtus1	8	40990913	41133725	0.0012371272402055297	6.399176374537389e-269	0.0003449311747653351	1.807763388744629e-73	genes
Mtus2	5	147957319	148316064	-5.770191917359906e-05	1.997938324327931e-09	-4.592287286616335e-05	1.5451432093920626e-12	genes
Nrg1	8	31814550	32884796	0.0003990238844179349	1.2056006433856644e-304	3.8279232300648095e-05	9.197534200295987e-47	genes
