Coordinate	Sample 1	Sample 2	Sample 3	Consensus_Score	chr	condition	n_replicates
3670000	2.519855977553552	2.8048907284801867	3.130829343494945	2.8048907284801867	chr1	mutant	3
4560000	1.756679948513231	3.3338369046977125	2.3886627744823654	2.3886627744823654	chr1	mutant	3
5010000	3.971918474928225	2.8558546320946396	3.9242546946363763	3.9242546946363763	chr1	mutant	3
6860000	3.183851548517984	3.814391255153118	3.735593042670535	3.735593042670535	chr1	mutant	3
7080000	3.898812377171699	4.901707858737576	4.80876628345394	4.80876628345394	chr1	mutant	3
7090000	3.887430688085679	3.1298112636480173	3.198672384737559	3.198672384737559	chr1	mutant	3
8160000	3.2705716788024124	2.181962592693028	1.9865659917510907	2.181962592693028	chr1	mutant	3
8790000	1.1603531116325083	1.7541634734549232	3.1833520897192127	1.7541634734549232	chr1	mutant	3
9240000	2.2392643912417327	1.1078915322266403	3.725824716347205	2.2392643912417327	chr1	mutant	3
9700000	4.754193671517903	3.9925897175155787	4.973532705490617	4.754193671517903	chr1	mutant	3
10730000	3.444530599227981	2.8350341862290738	3.144838876524831	3.144838876524831	chr1	mutant	3
11620000	3.228437912168279	3.3139884208925636	3.9718575120181905	3.3139884208925636	chr1	mutant	3
11780000	3.4766732764754957	2.8554164327835503	3.6047087907998594	3.4766732764754957	chr1	mutant	3
13550000	4.07622497504928	3.4621898851449124	3.1413266474166752	3.4621898851449124	chr1	mutant	3
16580000	1.3095547206437799	1.5892396344650055	3.163302735290449	1.5892396344650055	chr1	mutant	3
17470000	2.964354872251558	3.406057680296666	2.5103414934823527	2.964354872251558	chr1	mutant	3
18080000	3.183621822194289	2.723005096465177	3.068429834675727	3.068429834675727	chr1	mutant	3
18520000	2.2842601749080536	1.6744596338219946	3.0991528243784816	2.2842601749080536	chr1	mutant	3
18540000	3.465135829908	1.8389782065698739	2.624790791341513	2.624790791341513	chr1	mutant	3
18980000	3.199611565369904	3.0843773078432286	3.632698193760154	3.199611565369904	chr1	mutant	3
20320000	2.7803296331211964	3.7382707168417726	3.9630892537901286	3.7382707168417726	chr1	mutant	3
20940000	3.1945544706462683	2.7423186953622256	2.8085004900212382	2.8085004900212382	chr1	mutant	3
21200000	4.813048423439053	3.9062869311253867	3.5573166104812546	3.9062869311253867	chr1	mutant	3
22000000	2.3049645782468327	3.7137296572347767	2.634992490517802	2.634992490517802	chr1	mutant	3
22280000	2.775271185260196	3.11776835773775	2.9762861945728245	2.9762861945728245	chr1	mutant	3
22600000	4.279403843334781	4.335622074609853	3.324560185166695	4.279403843334781	chr1	mutant	3
22920000	3.555123027223255	3.1012784128049335	3.7823463462205758	3.555123027223255	chr1	mutant	3
23160000	2.0638275611178414	1.98743857580907	3.2903609084219987	2.0638275611178414	chr1	mutant	3
23300000	3.9444001701399065	3.658785422441797	3.2437862843726712	3.658785422441797	chr1	mutant	3
23930000	3.7914561226286434	3.5849281332799774	3.1893532093137127	3.5849281332799774	chr1	mutant	3
24260000	3.635722177164309	3.4468944050482544	3.511461556122143	3.511461556122143	chr1	mutant	3
24500000	5.27994363192113	1.941309485615387	3.272805465934145	3.272805465934145	chr1	mutant	3
25120000	3.582306500161865	4.055999255509725	2.891199709997416	3.582306500161865	chr1	mutant	3
25830000	3.1775703893452554	2.829564226718559	3.3967126030758887	3.1775703893452554	chr1	mutant	3
29950000	3.1764824235660774	2.0654089276649685	2.928718304718091	2.928718304718091	chr1	mutant	3
30070000	1.6357990572424674	0.6897900037391854	3.273670492652585	1.6357990572424674	chr1	mutant	3
30670000	3.033535030764814	0.8004351815850608	0.9830546661416727	0.9830546661416727	chr1	mutant	3
30980000	1.9611732371764103	1.8772256161311522	3.2125211070844717	1.9611732371764103	chr1	mutant	3
32070000	1.8711822308323525	3.2588435051420634	1.714801646284871	1.8711822308323525	chr1	mutant	3
33660000	4.124002874526467	5.247919277504819	3.8952245789801987	4.124002874526467	chr1	mutant	3
34170000	3.5280176024810976	3.5091820676508902	3.6428226343911545	3.5280176024810976	chr1	mutant	3
34310000	3.407896654357399	2.5036281815444963	2.4458331376052183	2.5036281815444963	chr1	mutant	3
34420000	1.5344354985730473	1.9014291416009912	3.060944759695346	1.9014291416009912	chr1	mutant	3
34440000	3.164327519683496	2.118863434308323	1.7942258277949006	2.118863434308323	chr1	mutant	3
34610000	3.721452671998297	3.5988507617299157	4.022013837946677	3.721452671998297	chr1	mutant	3
34730000	3.3381731908562267	3.7076657242888817	3.918247121909893	3.7076657242888817	chr1	mutant	3
35790000	4.108448897243401	3.224723882327709	2.795740793189974	3.224723882327709	chr1	mutant	3
36550000	2.540222026899549	2.6683913653649443	3.11462234565734	2.6683913653649443	chr1	mutant	3
36950000	2.8465794194825618	3.8873684930352432	3.9911313305392704	3.8873684930352432	chr1	mutant	3
37730000	2.3912665636705452	3.6555727994274823	2.415756341835207	2.415756341835207	chr1	mutant	3
37900000	2.5290503731748615	3.0197413320020794	3.8955997222191354	3.0197413320020794	chr1	mutant	3
38780000	2.991615564830096	3.0419708501742906	2.5645783939913116	2.991615564830096	chr1	mutant	3
39530000	3.633237117554809	3.183078627550113	4.009717510540582	3.633237117554809	chr1	mutant	3
39840000	3.297303762540476	2.9098156040069925	3.052560343792271	3.052560343792271	chr1	mutant	3
39850000	2.610896864046804	3.6131411407970826	3.33304651228136	3.33304651228136	chr1	mutant	3
42920000	3.322786759773757	-1.1106618566607964	-1.1160084215894237	-1.1106618566607964	chr1	mutant	3
42960000	-0.8267589927982941	5.106737971779556	4.156520067992827	4.156520067992827	chr1	mutant	3
42970000	-0.9076105257587372	2.5596807293397186	3.1427005768463645	2.5596807293397186	chr1	mutant	3
43040000	0.02884516853277623	4.275618388649788	4.3819886945345745	4.275618388649788	chr1	mutant	3
43440000	2.258698431570489	2.5133676897713513	3.752658914544344	2.5133676897713513	chr1	mutant	3
43910000	1.7370545007819502	3.121055856410572	1.7060958005274192	1.7370545007819502	chr1	mutant	3
44370000	3.276947487491276	2.4685166486648833	2.981944604833274	2.981944604833274	chr1	mutant	3
44490000	3.3171461120199055	1.0452025902249318	1.920900355124664	1.920900355124664	chr1	mutant	3
45390000	1.6746541279290106	2.294370772356362	3.020588350982823	2.294370772356362	chr1	mutant	3
46450000	2.847161035173303	3.477559256966842	2.152307992665273	2.847161035173303	chr1	mutant	3
47630000	3.804340133298689	3.2710594068483463	6.21752066758631	3.804340133298689	chr1	mutant	3
48090000	2.9607459283657356	3.1364066726477113	2.6028625012790876	2.9607459283657356	chr1	mutant	3
48360000	3.503567734761786	1.971060064431341	2.0809504925637334	2.0809504925637334	chr1	mutant	3
48550000	3.2612073559084798	4.270494194380118	3.0618683225295187	3.2612073559084798	chr1	mutant	3
50330000	1.846163386076301	2.0841413200154606	3.5488738688234998	2.0841413200154606	chr1	mutant	3
51100000	1.76886595334764	1.9988998904988555	3.084522395534434	1.9988998904988555	chr1	mutant	3
51240000	3.008658051041139	1.822593335663118	1.4423660641778167	1.822593335663118	chr1	mutant	3
51480000	2.8128059204490325	4.21338848452561	2.0000273449623083	2.8128059204490325	chr1	mutant	3
51490000	2.3892457099853766	3.239149704299814	3.000551435557246	3.000551435557246	chr1	mutant	3
51570000	3.147108091143575	2.9328465964229697	2.6098459688438767	2.9328465964229697	chr1	mutant	3
51580000	3.0378780733498068	1.5250503362895664	3.3768472820658757	3.0378780733498068	chr1	mutant	3
52630000	2.992816561630982	2.734132436346365	3.0674603391853434	2.992816561630982	chr1	mutant	3
53050000	3.458369890470157	3.207403111045709	2.512616677140673	3.207403111045709	chr1	mutant	3
54200000	2.8737186554279956	3.471717976855623	4.295378297888012	3.471717976855623	chr1	mutant	3
54390000	3.1881098093805265	3.1514114234115227	2.7644496128721965	3.1514114234115227	chr1	mutant	3
54560000	3.1239920923286646	1.3944637358082175	1.1637912085437958	1.3944637358082175	chr1	mutant	3
