chr	start	end	score
chr1	0	3063390	0
chr1	3063390	3063400	-0.00625
chr1	3063400	3301900	0
chr1	3301900	3301910	0.005
chr1	3301910	3306960	0
chr1	3306960	3306970	-0.002775
chr1	3306970	3579830	0
chr1	3579830	3579840	-0.002075
chr1	3579840	3589210	0
chr1	3589210	3589220	-0.0125
chr1	3589220	3799860	0
chr1	3799860	3799870	-0.0025
chr1	3799870	3800270	0
chr1	3800270	3800280	-0.00375
chr1	3800280	4103340	0
chr1	4103340	4103350	0.002075
chr1	4103350	4198500	0
chr1	4198500	4198510	0.003575
chr1	4198510	4235300	0
chr1	4235300	4235310	-0.002275
chr1	4235310	4237560	0
chr1	4237560	4237570	-0.00125
chr1	4237570	4258530	0
chr1	4258530	4258540	-0.003575
chr1	4258540	4681460	0
chr1	4681460	4681470	0.002075
chr1	4681470	4744330	0
chr1	4744330	4744340	-0.001775
chr1	4744340	5082630	0
chr1	5082630	5082640	0.003125
chr1	5082640	5200680	0
chr1	5200680	5200690	-0.00155
chr1	5200690	5329180	0
chr1	5329180	5329190	0.0025
chr1	5329190	5506230	0
chr1	5506230	5506240	0.00085
chr1	5506240	5591210	0
chr1	5591210	5591220	-0.0025
chr1	5591220	5936000	0
chr1	5936000	5936010	0.002775
chr1	5936010	6011490	0
chr1	6011490	6011500	-0.010025
chr1	6011500	6011510	0.018225
chr1	6011510	6664360	0
chr1	6664360	6664370	0.001075
chr1	6664370	6878520	0
chr1	6878520	6878530	0.01885
chr1	6878530	7256990	0
chr1	7256990	7257000	0.0012
chr1	7257000	7350340	0
chr1	7350340	7350350	-0.00445
chr1	7350350	7420230	0
chr1	7420230	7420240	0.001475
chr1	7420240	7616390	0
chr1	7616390	7616400	-0.002075
chr1	7616400	8126050	0
chr1	8126050	8126060	-0.018175
chr1	8126060	8127380	0
chr1	8127380	8127390	-0.024025
chr1	8127390	8127690	0
chr1	8127690	8127700	0.001475
chr1	8127700	8406410	0
chr1	8406410	8406420	-0.003125
chr1	8406420	8625990	0
chr1	8625990	8626000	-0.005625
chr1	8626000	8626010	-0.0054
chr1	8626010	8661260	0
chr1	8661260	8661270	0.01875
chr1	8661270	8787260	0
chr1	8787260	8787270	-0.003475
chr1	8787270	8788860	0
chr1	8788860	8788870	-0.003575
chr1	8788870	8894100	0
chr1	8894100	8894110	-0.002775
chr1	8894110	8992350	0
chr1	8992350	8992360	-0.009925
chr1	8992360	8995760	0
chr1	8995760	8995770	0.001675
chr1	8995770	9172010	0
chr1	9172010	9172020	-0.001675
chr1	9172020	9210410	0
chr1	9210410	9210420	-0.001475
chr1	9210420	9338640	0
chr1	9338640	9338650	-0.0125
chr1	9338650	9448820	0
chr1	9448820	9448830	-0.002775
chr1	9448830	9545690	0
chr1	9545690	9545700	0.0125
chr1	9545700	9545800	0
chr1	9545800	9545810	0.008325
chr1	9545810	9961090	0
chr1	9961090	9961100	0.002075
chr1	9961100	9995560	0
chr1	9995560	9995570	0.003575
chr1	10000000	10058050	0
chr1	10058050	10058060	-0.00155
chr1	10058060	10112460	0
chr1	10112460	10112470	-0.002075
chr1	10112470	10491200	0
chr1	10491200	10491210	0.001925
chr1	10491210	10513620	0
chr1	10513620	10513630	0.003125
chr1	10513630	10552820	0
chr1	10552820	10552830	-0.001675
chr1	10552830	11146110	0
chr1	11146110	11146120	0.002275
chr1	11146120	11869400	0
chr1	11869400	11869410	-0.00155
chr1	11869410	12134300	0
chr1	12134300	12134310	0.008325
chr1	12134310	12139500	0
chr1	12139500	12139510	-0.001675
chr1	12139510	12204800	0
chr1	12204800	12204810	-0.001775
chr1	12204810	12285430	0
chr1	12285430	12285440	-0.002775
chr1	12285440	12520310	0
chr1	12520310	12520320	-0.002275
chr1	12520320	12521020	0
chr1	12521020	12521030	0.002775
chr1	12521030	12533020	0
chr1	12533020	12533030	0.002275
chr1	12533030	12626620	0
chr1	12626620	12626630	0.002075
chr1	12626630	12753710	0
chr1	12753710	12753720	0.001925
chr1	12753720	13038040	0
chr1	13038040	13038050	-0.003575
chr1	13038050	13094730	0
chr1	13094730	13094740	-0.003575
chr1	13094740	13203600	0
chr1	13203600	13203610	0.00625
chr1	13203610	13261030	0
chr1	13261030	13261040	-0.00155
chr1	13261040	13364200	0
chr1	13364200	13364210	-0.003125
chr1	13364210	13435560	0
chr1	13435560	13435570	-0.005925
chr1	13435570	13503830	0
chr1	13503830	13503840	-0.00155
chr1	13503840	13528360	0
chr1	13528360	13528370	0.001925
chr1	13528370	13807410	0
chr1	13807410	13807420	0.001675
chr1	13807420	13890120	0
chr1	13890120	13890130	-0.001925
chr1	13890130	14085390	0
chr1	14085390	14085400	0.00625
chr1	14085400	14207610	0
chr1	14207610	14207620	-0.001775
chr1	14207620	14290900	0
chr1	14290900	14290910	0.001675
chr1	14290910	14331130	0
chr1	14331130	14331140	0.004175
chr1	14331140	14424630	0
chr1	14424630	14424640	-0.002075
chr1	14424640	14857060	0
chr1	14857060	14857070	0.002775
chr1	14857070	14893530	0
chr1	14893530	14893540	-0.025
chr1	14893540	15034200	0
chr1	15034200	15034210	-0.001775
chr1	15034210	15099380	0
chr1	15099380	15099390	-0.0118
chr1	15099390	15110420	0
chr1	15110420	15110430	-0.002775
chr1	15110430	15473570	0
chr1	15473570	15473580	-0.002275
chr1	15473580	15761370	0
chr1	15761370	15761380	-0.002275
chr1	15761380	15803960	0
chr1	15803960	15803970	-0.025
chr1	15803970	15893990	0
chr1	15893990	15894000	-0.001675
chr1	15894000	15915890	0
chr1	15915890	15915900	-0.001925
chr1	15915900	16096980	0
chr1	16096980	16096990	-0.090375
chr1	16096990	16255770	0
chr1	16255770	16255780	0.004175
chr1	16255780	16385110	0
chr1	16385110	16385120	0.001775
chr1	16385120	16418570	0
chr1	16418570	16418580	0.0031
chr1	16418580	16605570	0
chr1	16605570	16605580	-0.00625
chr1	16605580	16866480	0
chr1	16866480	16866490	-0.001925
chr1	16866490	17194870	0
chr1	17194870	17194880	0.015125
chr1	17194880	17402420	0
chr1	17402420	17402430	-0.001775
chr1	17402430	17504330	0
chr1	17504330	17504340	0.002075
chr1	17504340	17526060	0
chr1	17526060	17526070	-0.008325
chr1	17526070	17943080	0
chr1	17943080	17943090	-0.005
chr1	17943090	18253820	0
chr1	18253820	18253830	-0.0113
chr1	18253830	18489900	0
chr1	18489900	18489910	0.001775
chr1	18489910	18649360	0
chr1	18649360	18649370	0.001925
chr1	18649370	18682960	0
chr1	18682960	18682970	0.001925
chr1	18682970	18761950	0
chr1	18761950	18761960	-0.0378
chr1	18761960	18850020	0
chr1	18850020	18850030	-0.002775
chr1	18850030	18975980	0
chr1	18975980	18975990	-0.001925
