chrom	start	end	weight	E1
chr1	0	25000		
chr1	25000	50000		
chr1	50000	75000		
chr1	75000	100000		
chr1	100000	125000		
chr1	125000	150000		
chr1	150000	175000		
chr1	175000	200000		
chr1	200000	225000		
chr1	225000	250000		
chr1	250000	275000		
chr1	275000	300000		
chr1	300000	325000		
chr1	325000	350000		
chr1	350000	375000		
chr1	375000	400000		
chr1	400000	425000		
chr1	425000	450000		
chr1	450000	475000		
chr1	475000	500000		
chr1	500000	525000		
chr1	525000	550000		
chr1	550000	575000		
chr1	575000	600000		
chr1	600000	625000		
chr1	625000	650000		
chr1	650000	675000		
chr1	675000	700000		
chr1	700000	725000		
chr1	725000	750000		
chr1	750000	775000		
chr1	775000	800000		
chr1	800000	825000		
chr1	825000	850000		
chr1	850000	875000		
chr1	875000	900000		
chr1	900000	925000		
chr1	925000	950000		
chr1	950000	975000		
chr1	975000	1000000		
chr1	1000000	1025000		
chr1	1025000	1050000		
chr1	1050000	1075000		
chr1	1075000	1100000		
chr1	1100000	1125000		
chr1	1125000	1150000		
chr1	1150000	1175000		
chr1	1175000	1200000		
chr1	1200000	1225000		
chr1	1225000	1250000		
chr1	1250000	1275000		
chr1	1275000	1300000		
chr1	1300000	1325000		
chr1	1325000	1350000		
chr1	1350000	1375000		
chr1	1375000	1400000		
chr1	1400000	1425000		
chr1	1425000	1450000		
chr1	1450000	1475000		
chr1	1475000	1500000		
chr1	1500000	1525000		
chr1	1525000	1550000		
chr1	1550000	1575000		
chr1	1575000	1600000		
chr1	1600000	1625000		
chr1	1625000	1650000		
chr1	1650000	1675000		
chr1	1675000	1700000		
chr1	1700000	1725000		
chr1	1725000	1750000		
chr1	1750000	1775000		
chr1	1775000	1800000		
chr1	1800000	1825000		
chr1	1825000	1850000		
chr1	1850000	1875000		
chr1	1875000	1900000		
chr1	1900000	1925000		
chr1	1925000	1950000		
chr1	1950000	1975000		
chr1	1975000	2000000		
chr1	2000000	2025000		
chr1	2025000	2050000		
chr1	2050000	2075000		
chr1	2075000	2100000		
chr1	2100000	2125000		
chr1	2125000	2150000		
chr1	2150000	2175000		
chr1	2175000	2200000		
chr1	2200000	2225000		
chr1	2225000	2250000		
chr1	2250000	2275000		
chr1	2275000	2300000		
chr1	2300000	2325000		
chr1	2325000	2350000		
chr1	2350000	2375000		
chr1	2375000	2400000		
chr1	2400000	2425000		
chr1	2425000	2450000		
chr1	2450000	2475000		
chr1	2475000	2500000		
chr1	2500000	2525000		
chr1	2525000	2550000		
chr1	2550000	2575000		
chr1	2575000	2600000		
chr1	2600000	2625000		
chr1	2625000	2650000		
chr1	2650000	2675000		
chr1	2675000	2700000		
chr1	2700000	2725000		
chr1	2725000	2750000		
chr1	2750000	2775000		
chr1	2775000	2800000		
chr1	2800000	2825000		
chr1	2825000	2850000		
chr1	2850000	2875000		
chr1	2875000	2900000		
chr1	2900000	2925000		
chr1	2925000	2950000		
chr1	2950000	2975000		
chr1	2975000	3000000		
chr1	3000000	3025000	0.006709706706368948	-1.1694108606442364
chr1	3025000	3050000	0.008543152441257104	-1.234277424911032
chr1	3050000	3075000	0.007982668225352284	-1.1271811374901293
chr1	3075000	3100000	0.008199278884470756	-1.0749248423308277
chr1	3100000	3125000	0.007153748841726804	-0.8894047469860721
chr1	3125000	3150000	0.006977291930168872	-0.9036272363270795
chr1	3150000	3175000	0.008296114306482175	-0.8648067681688678
chr1	3175000	3200000	0.009204086458282565	-0.6215608687525855
chr1	3200000	3225000	0.005929113645399557	-0.36992563584717786
chr1	3225000	3250000	0.007347018418893214	-0.3053773419126314
chr1	3250000	3275000	0.005930482175007401	-0.29649044114468504
chr1	3275000	3300000	0.006744086001284186	-0.19919436128935938
chr1	3300000	3325000	0.006401586165877239	-0.09787509716920179
chr1	3325000	3350000	0.006795767256820066	-0.06114670959587596
chr1	3350000	3375000	0.005654931423908329	0.10830107158520513
chr1	3375000	3400000	0.006577063823429184	0.16690949916378267
chr1	3400000	3425000	0.005837696140475786	0.13809421485050669
chr1	3425000	3450000	0.006363523969393325	0.12950760815003182
chr1	3450000	3475000	0.005728419051193878	0.0453087975633135
chr1	3475000	3500000	0.005709831943980652	0.018117589919858994
chr1	3500000	3525000	0.006619781113382573	0.18027987833201295
chr1	3525000	3550000	0.006257588090770535	0.1294382137952078
chr1	3550000	3575000	0.006236511515771681	0.09556707907380405
chr1	3575000	3600000	0.006543973878753387	0.041379751879062385
chr1	3600000	3625000	0.005837309496442119	-0.04462961370606029
chr1	3625000	3650000	0.005767149951291881	0.04587611898703807
chr1	3650000	3675000	0.005829410624083676	0.21840582912615034
chr1	3675000	3700000	0.006103035843281535	-0.298123414687417
chr1	3700000	3725000	0.00756284178647775	-0.7016764489286265
chr1	3725000	3750000	0.00810465580306276	-0.9075611920297063
chr1	3750000	3775000	0.008630893773511504	-1.0112375372204772
chr1	3775000	3800000	0.008389862917722625	-1.1461620353920834
chr1	3800000	3825000	0.007620498210230415	-1.186189363135403
chr1	3825000	3850000	0.00827511680340963	-1.212325648492334
chr1	3850000	3875000	0.007058617763890775	-1.3369528219768316
chr1	3875000	3900000	0.008283220365651298	-1.30238122095351
chr1	3900000	3925000	0.008321699978721439	-1.305019311549975
chr1	3925000	3950000	0.0069157521293127565	-1.4058953079687506
chr1	3950000	3975000	0.0071469386733214995	-1.4833809981857355
chr1	3975000	4000000	0.007006251622078857	-1.5043125686794332
chr1	4000000	4025000	0.008437412111167473	-1.5161123100871436
chr1	4025000	4050000	0.008917348672471785	-1.599066278670172
chr1	4050000	4075000	0.007322103696873064	-1.5558810381062904
chr1	4075000	4100000	0.01074302816429961	-1.532986979518004
chr1	4100000	4125000	0.008175554861655844	-1.614063320362673
chr1	4125000	4150000	0.006933129571669409	-1.5701004225929973
chr1	4150000	4175000	0.00751798036594082	-1.6362684942272034
chr1	4175000	4200000	0.00998653594336786	-1.6257679280486221
chr1	4200000	4225000	0.007820336065971578	-1.670570475817476
chr1	4225000	4250000	0.007409818782502036	-1.6444369479680652
chr1	4250000	4275000	0.0075566539434783085	-1.668815061587598
chr1	4275000	4300000	0.008214397209345324	-1.6152184066869988
chr1	4300000	4325000	0.008332755851553544	-1.4146864026710064
chr1	4325000	4350000	0.007803618732687501	-1.2562433285956212
chr1	4350000	4375000	0.007896414626860351	-1.5731448432891373
chr1	4375000	4400000	0.007359798521091681	-1.662875961151507
chr1	4400000	4425000	0.007848466933577915	-1.7014181554891998
chr1	4425000	4450000	0.006829231964306307	-1.6309645233433672
chr1	4450000	4475000	0.008342222898607097	-1.675838687977504
chr1	4475000	4500000	0.008292739625281518	-1.5346226475345803
chr1	4500000	4525000	0.007386459325610225	-1.4410043136744795
chr1	4525000	4550000	0.007517050448366943	-1.3249556490488494
chr1	4550000	4575000	0.01085164943630079	-1.0937071563641698
chr1	4575000	4600000	0.007019481306927153	-1.2486301391232926
chr1	4600000	4625000	0.008841345654943121	-1.4192207473254146
chr1	4625000	4650000	0.008347098292381592	-1.4811200058341651
chr1	4650000	4675000	0.006983108999032719	-1.4512161715804501
chr1	4675000	4700000	0.0067795856467037065	-1.3951728288237688
chr1	4700000	4725000	0.007296912813341543	-1.2973992123549414
chr1	4725000	4750000	0.006646297945892135	-1.037611066598421
chr1	4750000	4775000	0.006291168493633506	-0.37167593315715397
chr1	4775000	4800000	0.006490637062083866	0.19860914776823976
chr1	4800000	4825000	0.007293386558285903	0.3365420043569559
chr1	4825000	4850000	0.0078110953017801596	0.1650767778073211
chr1	4850000	4875000	0.005881958338064267	0.40856875397689746
chr1	4875000	4900000	0.007871103985436891	0.10037384880113237
chr1	4900000	4925000	0.006838006648925345	-0.3279107779955662
chr1	4925000	4950000	0.007371315716216497	-0.7770538667811542
chr1	4950000	4975000	0.005753822294627093	-0.7939623727618463
chr1	4975000	5000000	0.006174882931629384	-0.8136864826740395
chr1	5000000	5025000	0.0063953797489257995	-0.35835184752922933
chr1	5025000	5050000	0.006764185924381372	-0.5280854966690395
chr1	5050000	5075000	0.006315176996670379	-0.4708439824686077
chr1	5075000	5100000	0.008406216938499664	0.20591584993613865
chr1	5100000	5125000	0.007823964160610585	0.058767729000929365
chr1	5125000	5150000	0.007087219199903495	-0.08519346875784593
chr1	5150000	5175000	0.006697353858030972	-0.6118657900783714
chr1	5175000	5200000	0.00788069278164825	-1.1858590049398914
chr1	5200000	5225000	0.006770720065550052	-1.4449913886367978
chr1	5225000	5250000	0.006729221572534921	-1.6317929341365893
chr1	5250000	5275000	0.013186831396977189	-1.6362648042777885
chr1	5275000	5300000	0.0073313732338070575	-1.8552928680382272
chr1	5300000	5325000	0.008054359254781254	-1.8475920290522405
chr1	5325000	5350000	0.008484672633199812	-1.8845678069719478
chr1	5350000	5375000	0.009590803130829625	-1.894787117456808
chr1	5375000	5400000	0.008305438308629936	-1.914144548695803
chr1	5400000	5425000	0.008303657983398003	-1.9293493372657364
chr1	5425000	5450000	0.009023187695454307	-1.8915375274801474
chr1	5450000	5475000	0.008961968420663246	-1.9201906833435887
chr1	5475000	5500000	0.007186174822334619	-1.9576994577086921
chr1	5500000	5525000	0.008486500092821968	-1.9613538088215285
chr1	5525000	5550000	0.007814120951129926	-1.9803942763002198
chr1	5550000	5575000	0.009509379648487668	-1.964405119508357
chr1	5575000	5600000	0.007184052165535694	-2.0013687994682727
chr1	5600000	5625000	0.00823057674854969	-1.9174745364408445
chr1	5625000	5650000	0.008471078783192948	-1.9787025937348388
chr1	5650000	5675000	0.007142478262799419	-1.954345650488466
chr1	5675000	5700000	0.007691156626815207	-1.9639259223907488
chr1	5700000	5725000	0.008765729434400163	-1.9550257698894473
chr1	5725000	5750000	0.009305668135902355	-1.996006394951227
chr1	5750000	5775000	0.008354647125636175	-2.0352742480516555
chr1	5775000	5800000	0.0075698321202545635	-1.9406340350653577
chr1	5800000	5825000	0.013189598730811412	-1.956504668926371
chr1	5825000	5850000	0.007545169612297899	-1.9298275768609958
chr1	5850000	5875000	0.007638538386630908	-1.9654523087510738
chr1	5875000	5900000	0.0072330714130417	-1.8357644771389736
chr1	5900000	5925000	0.006940027656427873	-1.7519713942141455
chr1	5925000	5950000	0.008501857320947099	-1.813626159330063
chr1	5950000	5975000	0.00800237171596877	-1.8626562566376603
chr1	5975000	6000000	0.009253940022824361	-1.8419934948008878
chr1	6000000	6025000	0.01026146552169781	-1.846935038975212
chr1	6025000	6050000	0.007613696294944809	-1.8082720224901891
chr1	6050000	6075000	0.00805420728305707	-1.7856042216656038
chr1	6075000	6100000	0.008670667204277165	-1.6615937724113943
chr1	6100000	6125000	0.006916350358977978	-1.5670080008329412
chr1	6125000	6150000	0.0077896831807666815	-1.455961193285615
chr1	6150000	6175000	0.008137048324033246	-1.2133110160918732
chr1	6175000	6200000	0.006100952878272772	-0.6516857611915446
chr1	6200000	6225000	0.0051527875236421095	0.2606012703471665
chr1	6225000	6250000	0.006523862866951591	0.27950427351816015
chr1	6250000	6275000	0.0057581140784642324	0.20706382213043684
chr1	6275000	6300000	0.006168094373209268	-0.03606612961108556
chr1	6300000	6325000	0.006041413042332221	-0.315858077224803
chr1	6325000	6350000	0.00658667746145164	-0.6137957160059192
chr1	6350000	6375000	0.0063160254631815065	-0.4841362286578191
chr1	6375000	6400000	0.005740322869342861	-0.17263814084612547
chr1	6400000	6425000	0.006276686402201887	0.033690615584185
chr1	6425000	6450000	0.0088098667327715	-0.059624898478819986
chr1	6450000	6475000	0.006910364515598831	-0.17393158810128195
chr1	6475000	6500000	0.006882328157151537	0.012290404907801455
chr1	6500000	6525000	0.006723407721470191	0.03452266494393965
chr1	6525000	6550000	0.007359770713086443	-0.18555509157982766
chr1	6550000	6575000	0.007113576241293436	-0.286164700873047
chr1	6575000	6600000	0.006162962762218091	-0.2555743294094394
chr1	6600000	6625000	0.006911079540517294	-0.1904828475210995
chr1	6625000	6650000	0.00757208280580034	-0.1143969075034576
chr1	6650000	6675000	0.006772802270766958	0.15573905343589334
chr1	6675000	6700000	0.006533856637832452	0.3031502961929419
chr1	6700000	6725000	0.006444359665185969	0.3171599381419089
chr1	6725000	6750000	0.0053210186106928846	0.7715128395880085
chr1	6750000	6775000	0.006488692970973654	0.7415091189773994
chr1	6775000	6800000	0.005997703787935351	0.7417672548621206
chr1	6800000	6825000	0.005876773536924239	0.7950239246420943
chr1	6825000	6850000	0.005436038132883955	0.5710055856077149
chr1	6850000	6875000	0.006264479853515312	0.30665008761035667
chr1	6875000	6900000	0.006445606452200485	-0.24053845721825193
chr1	6900000	6925000	0.008245803733927394	-0.6070766614301817
chr1	6925000	6950000	0.007411782323709011	-0.6994343158490913
chr1	6950000	6975000	0.007117386304665143	-0.6748252708629194
chr1	6975000	7000000	0.006230835299206559	-0.6211113163668719
chr1	7000000	7025000	0.008361444991089418	-0.6241687063209924
chr1	7025000	7050000	0.0064384357658690055	-0.597646659191714
chr1	7050000	7075000	0.006668702019344042	-0.3795920237116331
chr1	7075000	7100000	0.005744048918347951	0.43877627377829614
chr1	7100000	7125000	0.00687928809446333	0.3630458217322554
chr1	7125000	7150000	0.006063402381192449	0.29167411036649404
chr1	7150000	7175000	0.005819260170001585	0.05724934458988908
chr1	7175000	7200000	0.008570179623945958	-0.29734509940685416
chr1	7200000	7225000	0.005857498867765166	-0.5515926638057083
chr1	7225000	7250000	0.007846179205110815	-1.0827134433922818
chr1	7250000	7275000	0.0070454972130131075	-1.3282247876229318
chr1	7275000	7300000	0.008838434312239718	-1.4103421539139986
chr1	7300000	7325000	0.007225755185310488	-1.5015893445589388
chr1	7325000	7350000	0.010044132554169354	-1.4336939035754854
chr1	7350000	7375000	0.006939853928719003	-1.2331196235960218
chr1	7375000	7400000	0.008870940816047092	-0.5365431346148246
chr1	7400000	7425000	0.006655763200221327	-0.6745797077866141
chr1	7425000	7450000	0.006849817528966272	-1.3355019141801054
chr1	7450000	7475000	0.007501322144379271	-1.580639592669396
chr1	7475000	7500000	0.011430358347115756	-1.64266919667248
chr1	7500000	7525000	0.00748622484622781	-1.7872905608905791
chr1	7525000	7550000	0.009048279419815	-1.8257360480352958
chr1	7550000	7575000	0.007248650923144343	-1.84038300913526
chr1	7575000	7600000	0.006875329895802951	-1.879359670009692
chr1	7600000	7625000	0.01047713129578479	-1.8374787764868739
chr1	7625000	7650000	0.007861501932060741	-1.9412067812934681
chr1	7650000	7675000	0.00856212327695725	-1.9502169834524825
chr1	7675000	7700000	0.007718252777629133	-1.9050920130005307
chr1	7700000	7725000	0.010377786675272681	-1.916830087021297
chr1	7725000	7750000	0.00936960249780089	-1.9120573296828012
chr1	7750000	7775000	0.007320600090680661	-1.9650378296400588
chr1	7775000	7800000	0.009174706097823544	-1.8967962124999804
chr1	7800000	7825000	0.008358589535332469	-1.9191988550381824
chr1	7825000	7850000	0.00945984880845396	-1.9793386793188055
chr1	7850000	7875000	0.007713486937442934	-1.9928405514049392
chr1	7875000	7900000	0.01052527616743073	-1.9996969786944798
chr1	7900000	7925000	0.00945396207264743	-2.006037786080957
chr1	7925000	7950000	0.011687633242539495	-1.9542948592418508
chr1	7950000	7975000	0.008716528078913325	-1.995338500195532
chr1	7975000	8000000	0.010349464005337502	-1.9687245466278656
chr1	8000000	8025000	0.010383088771206316	-2.0051003235559675
chr1	8025000	8050000	0.010658675245860455	-1.9974303191214275
chr1	8050000	8075000	0.00917301629952527	-2.018101966238649
chr1	8075000	8100000	0.008723200231584943	-2.0169480304030607
chr1	8100000	8125000	0.008039799549724449	-1.9560603342740146
chr1	8125000	8150000	0.010034323787321574	-1.9780503594725343
chr1	8150000	8175000	0.011120522845689556	-1.9860537479112323
chr1	8175000	8200000	0.011026012055846227	-1.9622804832173693
chr1	8200000	8225000	0.010927831699256626	-1.9126063324404399
chr1	8225000	8250000	0.00856344397627394	-2.020179493258161
chr1	8250000	8275000	0.008030231046232253	-2.0183440840652835
chr1	8275000	8300000	0.009305101100917321	-2.0149292934234495
chr1	8300000	8325000	0.008442871232811825	-1.9740607712153222
chr1	8325000	8350000	0.00865481871118566	-1.9348991675867544
chr1	8350000	8375000	0.008121284138370155	-1.9933110928122688
chr1	8375000	8400000	0.007602699371298907	-1.9503693951964438
chr1	8400000	8425000	0.008063799768699694	-1.8324319818816404
chr1	8425000	8450000	0.007639996278745896	-1.9948504656608543
chr1	8450000	8475000	0.009149283145290992	-1.9353389350633645
chr1	8475000	8500000	0.009342069422471611	-1.9042941863714145
chr1	8500000	8525000	0.007639912652777443	-1.8720071886057725
chr1	8525000	8550000	0.00837473438748806	-1.955490815188331
chr1	8550000	8575000	0.007963208417140308	-1.965218155417709
chr1	8575000	8600000	0.008594727583372945	-1.9049324038438464
chr1	8600000	8625000	0.009308299966638721	-1.8552910245278413
chr1	8625000	8650000	0.011762497495932396	-1.8200197077661429
chr1	8650000	8675000	0.010603497026194118	-1.896699375639437
chr1	8675000	8700000	0.010624246731486564	-1.8649899016317828
chr1	8700000	8725000	0.009036307466379111	-1.9145851158401312
chr1	8725000	8750000	0.00822101231353822	-1.8849819684437037
chr1	8750000	8775000	0.007254388200997095	-1.89465687649776
chr1	8775000	8800000	0.009302709581173473	-1.82320129284895
chr1	8800000	8825000	0.009135867130422736	-1.8715688417314817
chr1	8825000	8850000	0.007722599181212436	-1.952503985018926
chr1	8850000	8875000	0.00791467233949305	-1.9448922237903228
chr1	8875000	8900000	0.007128576518158077	-1.869978746485252
chr1	8900000	8925000	0.008775189007820853	-1.8648855307483008
chr1	8925000	8950000	0.009208760045580175	-1.8582494376841379
chr1	8950000	8975000	0.007971793458086638	-1.8624920314577749
