chrom	start	end	weight	E1
chr1	0	25000		
chr1	25000	50000		
chr1	50000	75000		
chr1	75000	100000		
chr1	100000	125000		
chr1	125000	150000		
chr1	150000	175000		
chr1	175000	200000		
chr1	200000	225000		
chr1	225000	250000		
chr1	250000	275000		
chr1	275000	300000		
chr1	300000	325000		
chr1	325000	350000		
chr1	350000	375000		
chr1	375000	400000		
chr1	400000	425000		
chr1	425000	450000		
chr1	450000	475000		
chr1	475000	500000		
chr1	500000	525000		
chr1	525000	550000		
chr1	550000	575000		
chr1	575000	600000		
chr1	600000	625000		
chr1	625000	650000		
chr1	650000	675000		
chr1	675000	700000		
chr1	700000	725000		
chr1	725000	750000		
chr1	750000	775000		
chr1	775000	800000		
chr1	800000	825000		
chr1	825000	850000		
chr1	850000	875000		
chr1	875000	900000		
chr1	900000	925000		
chr1	925000	950000		
chr1	950000	975000		
chr1	975000	1000000		
chr1	1000000	1025000		
chr1	1025000	1050000		
chr1	1050000	1075000		
chr1	1075000	1100000		
chr1	1100000	1125000		
chr1	1125000	1150000		
chr1	1150000	1175000		
chr1	1175000	1200000		
chr1	1200000	1225000		
chr1	1225000	1250000		
chr1	1250000	1275000		
chr1	1275000	1300000		
chr1	1300000	1325000		
chr1	1325000	1350000		
chr1	1350000	1375000		
chr1	1375000	1400000		
chr1	1400000	1425000		
chr1	1425000	1450000		
chr1	1450000	1475000		
chr1	1475000	1500000		
chr1	1500000	1525000		
chr1	1525000	1550000		
chr1	1550000	1575000		
chr1	1575000	1600000		
chr1	1600000	1625000		
chr1	1625000	1650000		
chr1	1650000	1675000		
chr1	1675000	1700000		
chr1	1700000	1725000		
chr1	1725000	1750000		
chr1	1750000	1775000		
chr1	1775000	1800000		
chr1	1800000	1825000		
chr1	1825000	1850000		
chr1	1850000	1875000		
chr1	1875000	1900000		
chr1	1900000	1925000		
chr1	1925000	1950000		
chr1	1950000	1975000		
chr1	1975000	2000000		
chr1	2000000	2025000		
chr1	2025000	2050000		
chr1	2050000	2075000		
chr1	2075000	2100000		
chr1	2100000	2125000		
chr1	2125000	2150000		
chr1	2150000	2175000		
chr1	2175000	2200000		
chr1	2200000	2225000		
chr1	2225000	2250000		
chr1	2250000	2275000		
chr1	2275000	2300000		
chr1	2300000	2325000		
chr1	2325000	2350000		
chr1	2350000	2375000		
chr1	2375000	2400000		
chr1	2400000	2425000		
chr1	2425000	2450000		
chr1	2450000	2475000		
chr1	2475000	2500000		
chr1	2500000	2525000		
chr1	2525000	2550000		
chr1	2550000	2575000		
chr1	2575000	2600000		
chr1	2600000	2625000		
chr1	2625000	2650000		
chr1	2650000	2675000		
chr1	2675000	2700000		
chr1	2700000	2725000		
chr1	2725000	2750000		
chr1	2750000	2775000		
chr1	2775000	2800000		
chr1	2800000	2825000		
chr1	2825000	2850000		
chr1	2850000	2875000		
chr1	2875000	2900000		
chr1	2900000	2925000		
chr1	2925000	2950000		
chr1	2950000	2975000		
chr1	2975000	3000000		
chr1	3000000	3025000	0.006917273062042059	-1.590652820392431
chr1	3025000	3050000	0.008591778436671315	-1.5726224381393052
chr1	3050000	3075000	0.007929032637659686	-1.5285031887048377
chr1	3075000	3100000	0.008095009303391762	-1.4807629184057378
chr1	3100000	3125000	0.007511460617077296	-1.4007173949823355
chr1	3125000	3150000	0.007048503246060791	-1.458341698525106
chr1	3150000	3175000	0.00833964686705471	-1.3555588911754468
chr1	3175000	3200000	0.009401941703819592	-1.1565239924057757
chr1	3200000	3225000	0.006192376649771527	-1.0840392806660437
chr1	3225000	3250000	0.007575595460298142	-1.0779874176199462
chr1	3250000	3275000	0.006289811092266297	-0.9918234869243435
chr1	3275000	3300000	0.007056053140485477	-0.9675299606716155
chr1	3300000	3325000	0.006713414972538324	-0.9490768081589374
chr1	3325000	3350000	0.007072879640570429	-0.8676872477426272
chr1	3350000	3375000	0.006018065245794408	-0.6610878762885513
chr1	3375000	3400000	0.006922626207651747	-0.6043041821983144
chr1	3400000	3425000	0.006019046753763529	-0.5269887662784175
chr1	3425000	3450000	0.006630736993335427	-0.5958728523370725
chr1	3450000	3475000	0.005907337482794576	-0.6745904995021698
chr1	3475000	3500000	0.0058615111973002116	-0.6524084721041133
chr1	3500000	3525000	0.006992839554205837	-0.5251762492010902
chr1	3525000	3550000	0.006380983511390839	-0.5412611910322045
chr1	3550000	3575000	0.0063779831177407445	-0.5564468010804243
chr1	3575000	3600000	0.006730619115932616	-0.6023113714885957
chr1	3600000	3625000	0.005903947644907839	-0.6091472976467808
chr1	3625000	3650000	0.005909216359482537	-0.5030633782933219
chr1	3650000	3675000	0.005986748579840771	-0.1817219331478151
chr1	3675000	3700000	0.006087122012343259	-0.5829138148520931
chr1	3700000	3725000	0.0073664539509750914	-0.9876138166158442
chr1	3725000	3750000	0.007774148979714422	-1.1787219406176974
chr1	3750000	3775000	0.008214933105307933	-1.2627034026803774
chr1	3775000	3800000	0.008116090252507115	-1.3656738799865316
chr1	3800000	3825000	0.007337874709518466	-1.4053039613902794
chr1	3825000	3850000	0.00804126632956214	-1.4411832936607472
chr1	3850000	3875000	0.00671883995728169	-1.5079501419052563
chr1	3875000	3900000	0.008009482019275522	-1.5322824000623738
chr1	3900000	3925000	0.00840280384137303	-1.5463435335987428
chr1	3925000	3950000	0.006788640133667294	-1.5120140867473153
chr1	3950000	3975000	0.006915243661306134	-1.567683894326919
chr1	3975000	4000000	0.006764467571122888	-1.6005460516079124
chr1	4000000	4025000	0.00833812366880613	-1.6258804413943666
chr1	4025000	4050000	0.008747567586711174	-1.6473031754294662
chr1	4050000	4075000	0.007201799030940322	-1.6685459417202324
chr1	4075000	4100000	0.010083556789850462	-1.6396697552282573
chr1	4100000	4125000	0.007850537161658202	-1.7046932166463142
chr1	4125000	4150000	0.0068070719295572155	-1.6704349870316115
chr1	4150000	4175000	0.007395301112990553	-1.7220456961303405
chr1	4175000	4200000	0.009799413817940606	-1.6369727793528945
chr1	4200000	4225000	0.007511993792975696	-1.687509610746529
chr1	4225000	4250000	0.0071859161278639205	-1.7138448450923862
chr1	4250000	4275000	0.007351846171565092	-1.7470827962414333
chr1	4275000	4300000	0.008026011892451477	-1.6488394276841425
chr1	4300000	4325000	0.00831896219988806	-1.5687588556226795
chr1	4325000	4350000	0.007673268416868403	-1.4499886651933611
chr1	4350000	4375000	0.007780212316857149	-1.5613608205506448
chr1	4375000	4400000	0.0071668431462775	-1.6424695149007325
chr1	4400000	4425000	0.007414389337988783	-1.6025148720244986
chr1	4425000	4450000	0.006619489613189039	-1.5943177793656973
chr1	4450000	4475000	0.00789580024449826	-1.5709618980619124
chr1	4475000	4500000	0.007818990856092686	-1.422522229763431
chr1	4500000	4525000	0.007155746051404718	-1.36862330634833
chr1	4525000	4550000	0.007009540514773698	-1.3450907867377457
chr1	4550000	4575000	0.01099820736724986	-1.14582460083898
chr1	4575000	4600000	0.006658756220289282	-1.2043854523869708
chr1	4600000	4625000	0.008491041680207412	-1.2747680461524185
chr1	4625000	4650000	0.00784073788852315	-1.332139440694669
chr1	4650000	4675000	0.006786926108889267	-1.3279168378231663
chr1	4675000	4700000	0.006455665388770922	-1.2405748279129163
chr1	4700000	4725000	0.006885281162879043	-1.1166729945715936
chr1	4725000	4750000	0.006161048125915886	-0.897970769989573
chr1	4750000	4775000	0.006032221397019861	-0.2854174378401021
chr1	4775000	4800000	0.006294742100593151	0.3550595074870879
chr1	4800000	4825000	0.006963822817123396	0.4759798528753219
chr1	4825000	4850000	0.007447275663370454	0.284710616794562
chr1	4850000	4875000	0.0056234310963725375	0.5790820641085863
chr1	4875000	4900000	0.007460879230613726	0.23804058627092536
chr1	4900000	4925000	0.006423159483767326	-0.15797228992956217
chr1	4925000	4950000	0.0068525378310280065	-0.5012202460529875
chr1	4950000	4975000	0.005521713717140727	-0.5891941401060428
chr1	4975000	5000000	0.0058092548280082295	-0.6353372402596016
chr1	5000000	5025000	0.0062565333240332775	-0.20948761907453547
chr1	5025000	5050000	0.006570313767036737	-0.4167259100029888
chr1	5050000	5075000	0.006038723356860334	-0.3768425276398351
chr1	5075000	5100000	0.007877039010725288	0.2146594341652625
chr1	5100000	5125000	0.007549751956768771	0.08096915798608192
chr1	5125000	5150000	0.006954321622030523	-0.07705000871914419
chr1	5150000	5175000	0.006407813390895059	-0.5239724578757832
chr1	5175000	5200000	0.007587316129489432	-0.991221978398376
chr1	5200000	5225000	0.006536822981844495	-1.194613283641254
chr1	5225000	5250000	0.006326380283864224	-1.35623730986665
chr1	5250000	5275000	0.012065169303494973	-1.412768218724373
chr1	5275000	5300000	0.006971742729413344	-1.5501731850783587
chr1	5300000	5325000	0.00754049483036586	-1.6656612461436815
chr1	5325000	5350000	0.007996105047468095	-1.6659801463829613
chr1	5350000	5375000	0.009322601644227445	-1.6828043943657522
chr1	5375000	5400000	0.00803848721090578	-1.7002067003172852
chr1	5400000	5425000	0.007994332056087305	-1.773129880912377
chr1	5425000	5450000	0.00852952242919972	-1.759201199208893
chr1	5450000	5475000	0.00834780088868002	-1.741975230705926
chr1	5475000	5500000	0.006859533495773432	-1.7836827650739582
chr1	5500000	5525000	0.007981338652675954	-1.78321966503902
chr1	5525000	5550000	0.00753718287423556	-1.7838894726265775
chr1	5550000	5575000	0.009136534072780193	-1.7701302236307053
chr1	5575000	5600000	0.006967788150153942	-1.7692173831467033
chr1	5600000	5625000	0.007677864265812399	-1.7447591131457607
chr1	5625000	5650000	0.007854328511811169	-1.7837788323256951
chr1	5650000	5675000	0.006831921630163566	-1.7774162877917377
chr1	5675000	5700000	0.007391542846224137	-1.7876059827578366
chr1	5700000	5725000	0.008338840046674685	-1.7569820982609223
chr1	5725000	5750000	0.008914742710312819	-1.767200140925625
chr1	5750000	5775000	0.007945212830185911	-1.7720902421612432
chr1	5775000	5800000	0.00708060106488527	-1.7798522991365764
chr1	5800000	5825000	0.01269805291103715	-1.7212388762868132
chr1	5825000	5850000	0.007179618469256228	-1.786391260950768
chr1	5850000	5875000	0.007198322930019951	-1.7209346352964527
chr1	5875000	5900000	0.0069307832419209835	-1.6487578062967765
chr1	5900000	5925000	0.006737169508962464	-1.5475682509606108
chr1	5925000	5950000	0.008087883915120293	-1.5744465066234006
chr1	5950000	5975000	0.007520192227883685	-1.6114870701979374
chr1	5975000	6000000	0.008985861616099567	-1.5922555828431575
chr1	6000000	6025000	0.009466288932952193	-1.543860489732703
chr1	6025000	6050000	0.007085742747654983	-1.573146447914506
chr1	6050000	6075000	0.007390710300458714	-1.435118556355945
chr1	6075000	6100000	0.008514709400417464	-1.4598597453022277
chr1	6100000	6125000	0.006869739398001919	-1.2968076011552576
chr1	6125000	6150000	0.007516700266292921	-1.1105869069819383
chr1	6150000	6175000	0.00767525274972882	-0.9410786912934286
chr1	6175000	6200000	0.005833494598836823	-0.4430970629698563
chr1	6200000	6225000	0.005053827332176528	0.42449104064748805
chr1	6225000	6250000	0.006254613310313043	0.38401598598215053
chr1	6250000	6275000	0.005528698675520509	0.2944526988021607
chr1	6275000	6300000	0.006071143843192432	0.1252421994782843
chr1	6300000	6325000	0.005838281113727009	-0.09199397150382058
chr1	6325000	6350000	0.006262048179279085	-0.42509235731303513
chr1	6350000	6375000	0.006207563261952074	-0.4142151103206944
chr1	6375000	6400000	0.005613031443553385	-0.10152058227065991
chr1	6400000	6425000	0.0060632466109087745	0.10349070097107194
chr1	6425000	6450000	0.008551734274385539	0.01759836648078038
chr1	6450000	6475000	0.006722256356142191	-0.11396602824182023
chr1	6475000	6500000	0.006823045815740421	0.06099919661385037
chr1	6500000	6525000	0.00652151624528365	0.11761184013534162
chr1	6525000	6550000	0.007307934396054512	-0.060682275193748164
chr1	6550000	6575000	0.006945807329517543	-0.15499677450317076
chr1	6575000	6600000	0.006152090458129391	-0.12552894018685715
chr1	6600000	6625000	0.006756398340136279	-0.09516059671602227
chr1	6625000	6650000	0.007329872896593421	-0.018464308197610264
chr1	6650000	6675000	0.006703071105688158	0.10928914150881881
chr1	6675000	6700000	0.006527869457846503	0.28760540305551185
chr1	6700000	6725000	0.006264285041153553	0.43098907986410223
chr1	6725000	6750000	0.0049206489841418545	0.9037461288994116
chr1	6750000	6775000	0.006101108157874454	0.9200447416920847
chr1	6775000	6800000	0.005758666430101659	0.8564276442246652
chr1	6800000	6825000	0.005584662338313424	0.922512365912054
chr1	6825000	6850000	0.005182102153766312	0.697201646604421
chr1	6850000	6875000	0.0059356045761949725	0.4685691598430631
chr1	6875000	6900000	0.006288156403648568	-0.059489723582853676
chr1	6900000	6925000	0.008070758557565977	-0.33482024405891625
chr1	6925000	6950000	0.007200029578089016	-0.45135673212949873
chr1	6950000	6975000	0.006802791275957658	-0.48677057751973196
chr1	6975000	7000000	0.005924978770600724	-0.4360090988452063
chr1	7000000	7025000	0.008069730100617305	-0.42818935991302043
chr1	7025000	7050000	0.006225697684512346	-0.42467323306013777
chr1	7050000	7075000	0.006491028652427587	-0.20797191467557818
chr1	7075000	7100000	0.005463338376209715	0.5638010556183066
chr1	7100000	7125000	0.00662143429711861	0.47625839516425317
chr1	7125000	7150000	0.00596249042078409	0.39166314099541444
chr1	7150000	7175000	0.005618393288299766	0.19698533180147615
chr1	7175000	7200000	0.008388900827690391	-0.1559478452434216
chr1	7200000	7225000	0.005658727998539705	-0.3452953320225954
chr1	7225000	7250000	0.007412985640887341	-0.8298967932758464
chr1	7250000	7275000	0.006731439878166133	-1.0671923119716933
chr1	7275000	7300000	0.00850663307755102	-1.1693488953513396
chr1	7300000	7325000	0.0069479677189405835	-1.204194960227898
chr1	7325000	7350000	0.009780726564431222	-1.145389408815783
chr1	7350000	7375000	0.006811985116745063	-1.033718521803491
chr1	7375000	7400000	0.00869680173767008	-0.35130879000668397
chr1	7400000	7425000	0.006301275885684152	-0.4605259181900143
chr1	7425000	7450000	0.006609336211516253	-1.1278468632113066
chr1	7450000	7475000	0.007418856278632387	-1.396398831749776
chr1	7475000	7500000	0.011321815746758668	-1.5379077256472544
chr1	7500000	7525000	0.007240934094331134	-1.6168527362831908
chr1	7525000	7550000	0.00879652876517053	-1.658174874683532
chr1	7550000	7575000	0.00687052729945308	-1.6692274335247317
chr1	7575000	7600000	0.0066562555562088	-1.7953288532554115
chr1	7600000	7625000	0.010227677412653936	-1.768536094849281
chr1	7625000	7650000	0.0075539386634336835	-1.768270041629711
chr1	7650000	7675000	0.00808400367792598	-1.8312509218328465
chr1	7675000	7700000	0.00750990339328482	-1.7939833910075913
chr1	7700000	7725000	0.009936576937145324	-1.8033521932124361
chr1	7725000	7750000	0.0090537037682947	-1.8088971262663402
chr1	7750000	7775000	0.0071552365500914036	-1.8326529702802443
chr1	7775000	7800000	0.009115286215390787	-1.8880576197262786
chr1	7800000	7825000	0.007993740407065762	-1.8881869047115412
chr1	7825000	7850000	0.009179886209917207	-1.8909114708238723
chr1	7850000	7875000	0.007448693529111832	-1.9304690919166132
chr1	7875000	7900000	0.009907591645540339	-1.9098367497088287
chr1	7900000	7925000	0.009077504769875913	-1.88897450720263
chr1	7925000	7950000	0.01108773898715961	-1.8936566077798278
chr1	7950000	7975000	0.008296044622964278	-1.9254139358263611
chr1	7975000	8000000	0.00960463314108382	-1.8419416767458783
chr1	8000000	8025000	0.009583148560727655	-1.889922802771483
chr1	8025000	8050000	0.010218708595211906	-1.8864901726180436
chr1	8050000	8075000	0.008904269716217614	-1.9208381333746907
chr1	8075000	8100000	0.008456453744372565	-1.959632313136521
chr1	8100000	8125000	0.007914120344318836	-1.9657695412129212
chr1	8125000	8150000	0.009802362292154646	-1.9805408113671361
chr1	8150000	8175000	0.011151962238880082	-1.9362367417315915
chr1	8175000	8200000	0.010131633946628214	-1.8205401330987596
chr1	8200000	8225000	0.010586106166617369	-1.8908461631328426
chr1	8225000	8250000	0.008165177827735851	-1.9244992241812093
chr1	8250000	8275000	0.007793548924105758	-1.9539340690698999
chr1	8275000	8300000	0.00898926184689553	-1.934122699295667
chr1	8300000	8325000	0.008051806891814258	-1.9206923214432217
chr1	8325000	8350000	0.00855936231341796	-1.9663652179737965
chr1	8350000	8375000	0.008043412629076856	-1.967555690460258
chr1	8375000	8400000	0.0074594157056093345	-1.9931681170998545
chr1	8400000	8425000	0.008303840925695737	-1.928915966496264
chr1	8425000	8450000	0.007504993602112179	-1.92952719549287
chr1	8450000	8475000	0.009187867584634265	-1.9345619597766082
chr1	8475000	8500000	0.009456878788646926	-1.9525791390407707
chr1	8500000	8525000	0.00792900883058083	-1.9205997580059142
chr1	8525000	8550000	0.008204328175203855	-1.9400640497152526
chr1	8550000	8575000	0.007474372033778991	-1.867111669819261
chr1	8575000	8600000	0.008450933890915462	-1.857262607660351
chr1	8600000	8625000	0.00928293528924378	-1.9533921449634437
chr1	8625000	8650000	0.011331281814630027	-1.8676355535830784
chr1	8650000	8675000	0.010205430051839269	-1.9182626712904607
chr1	8675000	8700000	0.010188455389987952	-1.871896091953885
chr1	8700000	8725000	0.008850888619676738	-1.90928331991622
chr1	8725000	8750000	0.007940319927971359	-1.9248651042425249
chr1	8750000	8775000	0.007099587952978795	-1.856036327593301
chr1	8775000	8800000	0.009200854078460594	-1.8477576593356915
chr1	8800000	8825000	0.00887970678884722	-1.865349873471671
chr1	8825000	8850000	0.0074819451857855625	-1.952570698349637
chr1	8850000	8875000	0.007815275555173456	-1.9513341792747894
chr1	8875000	8900000	0.007004141690746635	-1.9556456872930246
chr1	8900000	8925000	0.008898157239045914	-1.9216839496912248
chr1	8925000	8950000	0.009078096249293845	-1.8798176159432325
