chrom	start	end	h3k27ac
chr1	0	25000	0.0
chr1	25000	50000	0.0
chr1	50000	75000	0.0
chr1	75000	100000	0.0
chr1	100000	125000	0.0
chr1	125000	150000	0.0
chr1	150000	175000	0.0
chr1	175000	200000	0.0
chr1	200000	225000	0.0
chr1	225000	250000	0.0
chr1	250000	275000	0.0
chr1	275000	300000	0.0
chr1	300000	325000	0.0
chr1	325000	350000	0.0
chr1	350000	375000	0.0
chr1	375000	400000	0.0
chr1	400000	425000	0.0
chr1	425000	450000	0.0
chr1	450000	475000	0.0
chr1	475000	500000	0.0
chr1	500000	525000	0.0
chr1	525000	550000	0.0
chr1	550000	575000	0.0
chr1	575000	600000	0.0
chr1	600000	625000	0.0
chr1	625000	650000	0.0
chr1	650000	675000	0.0
chr1	675000	700000	0.0
chr1	700000	725000	0.0
chr1	725000	750000	0.0
chr1	750000	775000	0.0
chr1	775000	800000	0.0
chr1	800000	825000	0.0
chr1	825000	850000	0.0
chr1	850000	875000	0.0
chr1	875000	900000	0.0
chr1	900000	925000	0.0
chr1	925000	950000	0.0
chr1	950000	975000	0.0
chr1	975000	1000000	0.0
chr1	1000000	1025000	0.0
chr1	1025000	1050000	0.0
chr1	1050000	1075000	0.0
chr1	1075000	1100000	0.0
chr1	1100000	1125000	0.0
chr1	1125000	1150000	0.0
chr1	1150000	1175000	0.0
chr1	1175000	1200000	0.0
chr1	1200000	1225000	0.0
chr1	1225000	1250000	0.0
chr1	1250000	1275000	0.0
chr1	1275000	1300000	0.0
chr1	1300000	1325000	0.0
chr1	1325000	1350000	0.0
chr1	1350000	1375000	0.0
chr1	1375000	1400000	0.0
chr1	1400000	1425000	0.0
chr1	1425000	1450000	0.0
chr1	1450000	1475000	0.0
chr1	1475000	1500000	0.0
chr1	1500000	1525000	0.0
chr1	1525000	1550000	0.0
chr1	1550000	1575000	0.0
chr1	1575000	1600000	0.0
chr1	1600000	1625000	0.0
chr1	1625000	1650000	0.0
chr1	1650000	1675000	0.0
chr1	1675000	1700000	0.0
chr1	1700000	1725000	0.0
chr1	1725000	1750000	0.0
chr1	1750000	1775000	0.0
chr1	1775000	1800000	0.0
chr1	1800000	1825000	0.0
chr1	1825000	1850000	0.0
chr1	1850000	1875000	0.0
chr1	1875000	1900000	0.0
chr1	1900000	1925000	0.0
chr1	1925000	1950000	0.0
chr1	1950000	1975000	0.0
chr1	1975000	2000000	0.0
chr1	2000000	2025000	0.0
chr1	2025000	2050000	0.0
chr1	2050000	2075000	0.0
chr1	2075000	2100000	0.0
chr1	2100000	2125000	0.0
chr1	2125000	2150000	0.0
chr1	2150000	2175000	0.0
chr1	2175000	2200000	0.0
chr1	2200000	2225000	0.0
chr1	2225000	2250000	0.0
chr1	2250000	2275000	0.0
chr1	2275000	2300000	0.0
chr1	2300000	2325000	0.0
chr1	2325000	2350000	0.0
chr1	2350000	2375000	0.0
chr1	2375000	2400000	0.0
chr1	2400000	2425000	0.0
chr1	2425000	2450000	0.0
chr1	2450000	2475000	0.0
chr1	2475000	2500000	0.0
chr1	2500000	2525000	0.0
chr1	2525000	2550000	0.0
chr1	2550000	2575000	0.0
chr1	2575000	2600000	0.0
chr1	2600000	2625000	0.0
chr1	2625000	2650000	0.0
chr1	2650000	2675000	0.0
chr1	2675000	2700000	0.0
chr1	2700000	2725000	0.0
chr1	2725000	2750000	0.0
chr1	2750000	2775000	0.0
chr1	2775000	2800000	0.0
chr1	2800000	2825000	0.0
chr1	2825000	2850000	0.0
chr1	2850000	2875000	0.0
chr1	2875000	2900000	0.0
chr1	2900000	2925000	0.0
chr1	2925000	2950000	0.0
chr1	2950000	2975000	0.0
chr1	2975000	3000000	0.0
chr1	3000000	3025000	4.80559171162281e-05
chr1	3025000	3050000	0.003501226533926247
chr1	3050000	3075000	0.021510593675732246
chr1	3075000	3100000	0.004658460435153113
chr1	3100000	3125000	0.18013239125978253
chr1	3125000	3150000	0.0
chr1	3150000	3175000	0.014759883984899538
chr1	3175000	3200000	0.05372981788086749
chr1	3200000	3225000	0.72951301843581
chr1	3225000	3250000	0.06756519179650126
chr1	3250000	3275000	0.3126367768313065
chr1	3275000	3300000	0.1526856325581275
chr1	3300000	3325000	0.17842585294310956
chr1	3325000	3350000	0.14238398532370658
chr1	3350000	3375000	0.6850379459197704
chr1	3375000	3400000	0.99509665976926
chr1	3400000	3425000	0.7136390019311025
chr1	3425000	3450000	0.7022005630397288
chr1	3450000	3475000	0.6237877565568252
chr1	3475000	3500000	0.7947458569334689
chr1	3500000	3525000	1.3158828440420447
chr1	3525000	3550000	0.4744976623044244
chr1	3550000	3575000	0.11029015671406088
chr1	3575000	3600000	0.5638856325624305
chr1	3600000	3625000	0.12861182080502317
chr1	3625000	3650000	0.7424001007636609
chr1	3650000	3675000	2.4507535896436847
chr1	3675000	3700000	0.11668669256566407
chr1	3700000	3725000	0.0509960803299593
chr1	3725000	3750000	0.03283227626932367
chr1	3750000	3775000	0.013567907157304073
chr1	3775000	3800000	0.0552792710406029
chr1	3800000	3825000	0.009760416168953623
chr1	3825000	3850000	0.06667494198860778
chr1	3850000	3875000	0.01961934881979949
chr1	3875000	3900000	0.019339762652660443
chr1	3900000	3925000	0.28436851459432766
chr1	3925000	3950000	0.028452258738214616
chr1	3950000	3975000	0.02736152375064262
chr1	3975000	4000000	0.019780438515921886
chr1	4000000	4025000	0.05273618074774576
chr1	4025000	4050000	0.06644201695517779
chr1	4050000	4075000	0.03851953467842412
chr1	4075000	4100000	0.07937925155511348
chr1	4100000	4125000	0.05112929927946205
chr1	4125000	4150000	0.062377832957996995
chr1	4150000	4175000	0.029540952144761917
chr1	4175000	4200000	0.0158625665777323
chr1	4200000	4225000	0.010472203466661681
chr1	4225000	4250000	0.05054178222172262
chr1	4250000	4275000	0.054783275204266325
chr1	4275000	4300000	0.04655260354093411
chr1	4300000	4325000	0.012799304833860178
chr1	4325000	4350000	0.06359743519415113
chr1	4350000	4375000	0.1553299378255439
chr1	4375000	4400000	0.04859437978006358
chr1	4400000	4425000	0.1537831026435636
chr1	4425000	4450000	0.0724515812405438
chr1	4450000	4475000	0.12027127195371015
chr1	4475000	4500000	0.8422518926660384
chr1	4500000	4525000	0.5480177712468387
chr1	4525000	4550000	0.22538737561394934
chr1	4550000	4575000	0.20051718668775162
chr1	4575000	4600000	0.03803228508577479
chr1	4600000	4625000	0.126590438011271
chr1	4625000	4650000	0.042785302972632895
chr1	4650000	4675000	0.1106234213544768
chr1	4675000	4700000	0.11284365886148869
chr1	4700000	4725000	0.08743945281855017
chr1	4725000	4750000	0.0777615419196206
chr1	4750000	4775000	0.3123298611057491
chr1	4775000	4800000	0.8603073774571924
chr1	4800000	4825000	1.4900086968086317
chr1	4825000	4850000	0.6412590528098913
chr1	4850000	4875000	2.17115785677672
chr1	4875000	4900000	1.0481881604186518
chr1	4900000	4925000	0.339954960284286
chr1	4925000	4950000	0.1804982808531121
chr1	4950000	4975000	0.42099699316271494
chr1	4975000	5000000	0.042907846970995256
chr1	5000000	5025000	1.1110151093112033
chr1	5025000	5050000	0.06027077678658359
chr1	5050000	5075000	0.07824913508789826
chr1	5075000	5100000	0.7813001593695031
chr1	5100000	5125000	0.5254569321363665
chr1	5125000	5150000	0.5704939844649582
chr1	5150000	5175000	0.17894896060908208
chr1	5175000	5200000	0.0763789593121727
chr1	5200000	5225000	0.030835687584370927
chr1	5225000	5250000	0.12385219448255037
chr1	5250000	5275000	0.045918850668444665
chr1	5275000	5300000	0.08374560056374358
chr1	5300000	5325000	0.08563739575874314
chr1	5325000	5350000	0.04017717695233625
chr1	5350000	5375000	0.017863194245630695
chr1	5375000	5400000	0.010104558992369622
chr1	5400000	5425000	0.015723861953787756
chr1	5425000	5450000	0.004863566926597326
chr1	5450000	5475000	0.017181550412399917
chr1	5475000	5500000	0.006283808103336256
chr1	5500000	5525000	0.014431598994621203
chr1	5525000	5550000	0.018616351701139216
chr1	5550000	5575000	0.003624388884595119
chr1	5575000	5600000	0.060768896221259985
chr1	5600000	5625000	0.10681437505206492
chr1	5625000	5650000	0.018900397218520857
chr1	5650000	5675000	0.015840015810020504
