Name	Chromosome	Start	End	mc_diff	mc_qvalue	hmc_diff	hmc_qvalue	Annotation
1700019A02Rik	1	53187635	53188635	0.07034888037663911	0.012211217215757734	-0.07156547437830527	0.015304915767934595	promoters
1700020D05Rik	19	5503786	5504786	0.09777666936013085	0.0004817291887099505	-0.07996399758301037	0.006986241279589747	promoters
1700064H15Rik	3	19628676	19629676	-0.025377584178107104	0.0006368336479039865	-0.022803235481772613	0.015449466674675947	promoters
4930447A16Rik	15	37424553	37425553	0.11709122903025193	4.107733238497231e-09	-0.11135911072076293	4.3134089400750366e-10	promoters
4930595D18Rik	12	111184490	111185490	0.11618411883134994	0.00462609248460768	-0.12783475971140476	0.0014499510757653013	promoters
4933402D24Rik	1	63769266	63770266	-0.06571216339343955	0.037945517838400576	0.06996643018792982	0.009420185641963905	promoters
4933405L10Rik	8	105706654	105707654	0.2990226443448193	1.8951169905907947e-26	0.08849950466630035	0.0019761472357970626	promoters
AC141477.1	10	76440443	76441443	0.060093553922359044	0.00020725705391090737	-0.037027424901522527	0.01743675515462958	promoters
Adam12	7	134232145	134233145	-0.05609809934142529	0.04244153486312786	0.056761595225191086	0.019625852252920215	promoters
Add3	19	53139442	53140442	0.07467497537610929	0.036894781379644755	0.08795294558475145	0.01655740004534115	promoters
Adgrl2	3	148990554	148991554	-0.050195595478906924	7.160143870976284e-08	-0.02381216729072932	0.0013328868795946614	promoters
Adm	7	110626660	110627660	-0.14742461171483742	2.6393737452996058e-14	-0.07005973893346507	0.00025803564770797053	promoters
Agt	8	124569705	124570705	0.14556461927953757	3.556869235129232e-05	-0.12124582263663625	0.0035255744964844387	promoters
Ahdc1	4	133010259	133011259	-0.08096002193164778	4.039612300238372e-11	-0.032921121860072206	0.0017279988857497148	promoters
Alyref2	1	171502477	171503477	-0.029915653112526128	2.510781338636107e-07	-0.020662100107671676	0.0001479535081479552	promoters
Angpt1	15	42676976	42677976	0.17167464981874475	1.2621949349900187e-12	-0.123933572807994	7.308071277938334e-08	promoters
Ankdd1a	9	65520192	65521192	-0.064901798950839	2.5027668405315145e-05	-0.06630056440678875	0.0001320487485803644	promoters
Ankrd35	3	96669130	96670130	0.07646555020882662	0.022972232555058772	-0.06968078188535953	0.028749410588378543	promoters
Ankrd50	3	38484843	38485843	0.10137363694580333	0.0002297160305333772	0.12705777643126548	0.009295697449239656	promoters
Aox4	1	58209396	58210396	-0.07749594342062771	0.000540563693008397	0.05757006385612862	0.0028909740135972264	promoters
Aplp2	9	31211814	31212814	0.05997275278072219	0.005433034378929333	0.06026069397749353	0.04384841474342789	promoters
Aqp6	15	99600399	99601399	0.17164504960080396	0.00019637673942442222	0.24095558249330012	2.1665017175841455e-05	promoters
Arhgef12	9	43107238	43108238	0.034940102493229576	0.009255676244804261	0.047594812643759116	0.001894975362141304	promoters
Arid1b	17	4993331	4994331	0.09233756905788343	5.475277267290465e-09	0.05702047662240664	0.007164402856068117	promoters
Asb5	8	54528579	54529579	0.05572457591669283	3.933908023808452e-06	0.04978837965226508	0.0059599480295439685	promoters
Atp5o	16	91926981	91927981	0.09124605111809192	0.0029575334835863923	-0.06677278187837335	0.04809621240200589	promoters
Atp6v1b2	8	69087645	69088645	0.07937569020709534	0.001621291857406423	-0.05590116937294143	0.028749410588378543	promoters
Bcl2l11	2	128125037	128126037	-0.27929009033680435	9.181231445210952e-28	-0.13714962267236566	7.308071277938334e-08	promoters
Begain	12	109068216	109069216	-0.11584255800803256	0.0010121061757044185	0.11909879284323943	0.0012445838301658608	promoters
Bend3	10	43477830	43478830	-0.02983892090825835	0.0014208829173372765	-0.02103393165857041	0.038753845124157874	promoters
Bloc1s1	10	128924034	128925034	0.08390412301069122	0.014177084443426021	0.07205065147565601	0.02746001816081126	promoters
Bmp5	9	75774363	75775363	0.15224155402754047	3.3142615616954353e-12	-0.04962112734251606	0.001216533639583836	promoters
Bphl	13	34036596	34037596	0.1479658180450184	0.0007200939336267752	-0.14547834581535998	0.0011000853869850545	promoters
Bricd5	17	24472883	24473883	0.08722964181633863	0.03894637333028319	-0.08844928343345809	0.046984175587401825	promoters
Brinp1	4	68954396	68955396	0.03505843686164443	0.001355925080667756	0.056760198750053115	4.803129063358266e-06	promoters
Cadm3	1	173367694	173368694	0.06684943383254655	0.004692050290743299	0.07824826494045452	0.003849003558456695	promoters
Camk2d	3	126595301	126596301	0.08406644191670487	2.6056556205536932e-05	0.05062409891807662	0.03809870276496292	promoters
Cavin2	1	51288125	51289125	-0.109681373514803	7.345024877533323e-07	-0.061382364338165574	0.00743726520525842	promoters
Cbr3	16	93682214	93683214	-0.03688263745359305	0.008128928301830459	-0.05305025348060065	3.87380877920427e-06	promoters
Cbs	17	31637237	31638237	-0.18365813285805527	7.610714861769052e-14	-0.07819892774984918	0.00021302938564437708	promoters
Ccdc69	11	55078130	55079130	0.09858378279988304	0.0043653014419548115	0.1270593827591932	0.008877945954654163	promoters
Cd248	19	5067077	5068077	-0.15887986633281231	1.6140735461329564e-10	-0.08687583319106684	0.0013328868795946614	promoters
Cd276	9	58555436	58556436	0.0575722078920476	0.005163515571447684	0.07667928195837878	0.0011519338009519846	promoters
Cdh7	1	109981430	109982430	0.20285333661635085	7.610714861769052e-14	0.08059851544448937	0.04666758599697295	promoters
Cenpj	14	56575424	56576424	0.1702453787446941	2.7784201414468215e-13	-0.09589344308504716	0.00037425021528262714	promoters
