Chr	Start	End	Difference	adj_pvalue	ctrl_avg_PC1	mut_avg_PC1	direction	is_significant	ctrl_label	mut_label	transition_category
chr1	2975000	3000000	0.163333333333334	0.00108037266904308	-0.770666666666667	-0.607333333333333	B_to_A_in_Mutant	FALSE	NA	NA	Uncallable
chr1	3000000	3025000	0.112666666666667	0.00492333328298644	-1.11133333333333	-0.998666666666667	B_to_A_in_Mutant	FALSE	B.2	B.1	Within_B_shift
chr1	3025000	3050000	0.112333333333334	0.00208275319038833	-1.15666666666667	-1.04433333333333	B_to_A_in_Mutant	FALSE	B.2	B.1	Within_B_shift
chr1	3050000	3075000	0.162666666666667	0.00018401903624857	-1.166	-1.00333333333333	B_to_A_in_Mutant	FALSE	B.2	B.1	Within_B_shift
chr1	3075000	3100000	0.175666666666667	0.000497882813135133	-1.16666666666667	-0.991	B_to_A_in_Mutant	FALSE	B.2	B.1	Within_B_shift
chr1	3175000	3200000	0.509333333333334	2.13251077224058e-05	-1.04733333333333	-0.538	B_to_A_in_Mutant	TRUE	B.2	B.1	Within_B_shift
chr1	3150000	3175000	0.288666666666667	0.000428685878942897	-1.12666666666667	-0.838	B_to_A_in_Mutant	FALSE	B.2	B.1	Within_B_shift
chr1	3125000	3150000	0.3	0.000589515717735866	-1.16166666666667	-0.861666666666667	B_to_A_in_Mutant	FALSE	B.2	B.1	Within_B_shift
chr1	3100000	3125000	0.269333333333334	0.000656051656206364	-1.16066666666667	-0.891333333333333	B_to_A_in_Mutant	FALSE	B.2	B.1	Within_B_shift
chr1	3225000	3250000	0.789333333333334	2.03002129862696e-05	-0.93	-0.140666666666667	B_to_A_in_Mutant	TRUE	B.2	B.1	Within_B_shift
chr1	3200000	3225000	0.679333333333333	1.36618677499302e-05	-0.965333333333333	-0.286	B_to_A_in_Mutant	TRUE	B.2	B.1	Within_B_shift
chr1	3275000	3300000	0.905333333333334	9.74750226756007e-06	-0.915333333333333	-0.01	B_to_A_in_Mutant	TRUE	B.2	B.1	Within_B_shift
chr1	3250000	3275000	0.835666666666667	1.5003861121585e-05	-0.926	-0.0903333333333333	B_to_A_in_Mutant	TRUE	B.2	B.1	Within_B_shift
chr1	3375000	3400000	1.008	1.00880572765102e-05	-0.476333333333333	0.531666666666667	B_to_A_in_Mutant	TRUE	B.2	A.1	True_B_to_A
chr1	3350000	3375000	1.025	9.74750226756007e-06	-0.609	0.416	B_to_A_in_Mutant	TRUE	B.2	A.1	True_B_to_A
chr1	3325000	3350000	1.00966666666667	1.01155607934179e-05	-0.768	0.241666666666667	B_to_A_in_Mutant	TRUE	B.2	A.1	True_B_to_A
chr1	3300000	3325000	0.986666666666667	1.00880572765102e-05	-0.854333333333333	0.132333333333333	B_to_A_in_Mutant	TRUE	B.2	A.1	True_B_to_A
chr1	3400000	3425000	0.956666666666667	1.19309562803812e-05	-0.402	0.554666666666667	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3425000	3450000	0.941	2.07550532509566e-05	-0.48	0.461	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3450000	3475000	0.940666666666667	1.7925239987072e-05	-0.564	0.376666666666667	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3475000	3500000	0.903333333333333	2.02184195137607e-05	-0.528	0.375333333333333	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3575000	3600000	0.845666666666667	1.00880572765102e-05	-0.484	0.361666666666667	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3550000	3575000	0.874666666666667	1.00880572765102e-05	-0.405333333333333	0.469333333333333	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3525000	3550000	0.889666666666667	1.46615086360571e-05	-0.363333333333333	0.526333333333333	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3500000	3525000	0.901333333333334	2.08999499857402e-05	-0.416333333333333	0.485	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3625000	3650000	0.696666666666667	3.83464472479197e-05	-0.296	0.400666666666667	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3600000	3625000	0.776	2.01789667032363e-05	-0.486333333333333	0.289666666666667	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3675000	3700000	0.294	0.00216566441224345	-0.328	-0.034	B_to_A_in_Mutant	FALSE	A.2	A.1	Within_A_shift
chr1	3650000	3675000	0.457	0.000495148838440428	-0.0526666666666667	0.404333333333333	B_to_A_in_Mutant	TRUE	A.2	A.1	Within_A_shift
chr1	3775000	3800000	0.111333333333334	0.00574895323717191	-1.13966666666667	-1.02833333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3750000	3775000	0.155	0.00282821771928874	-1.11966666666667	-0.964666666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3725000	3750000	0.195333333333333	0.00175002522107412	-1.06133333333333	-0.866	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3700000	3725000	0.216666666666667	0.00729337624531786	-0.859333333333333	-0.642666666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3875000	3900000	0.0470000000000002	0.0727990589039765	-1.18866666666667	-1.14166666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3850000	3875000	0.0633333333333335	0.0345429981803614	-1.18666666666667	-1.12333333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3825000	3850000	0.112	0.0015584502719887	-1.19266666666667	-1.08066666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3800000	3825000	0.0983333333333334	0.00236148635240059	-1.16333333333333	-1.065	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3900000	3925000	0.0560000000000003	0.0389154149298356	-1.18866666666667	-1.13266666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3925000	3950000	0.028666666666667	0.293237046740514	-1.16866666666667	-1.14	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3950000	3975000	-0.0143333333333333	0.545857926782824	-1.148	-1.16233333333333	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3975000	4000000	0.0203333333333336	0.331137155394462	-1.18566666666667	-1.16533333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4050000	4075000	0.0426666666666668	0.156044808531829	-1.16666666666667	-1.124	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4075000	4100000	0.0283333333333335	0.235244781587351	-1.16366666666667	-1.13533333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4000000	4025000	0.0113333333333336	0.674925306991727	-1.18433333333333	-1.173	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4025000	4050000	0.00966666666666687	0.773992090458375	-1.17566666666667	-1.166	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4125000	4150000	0.0153333333333335	0.475698996792547	-1.17866666666667	-1.16333333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4100000	4125000	0.00566666666666693	0.806033023197083	-1.17366666666667	-1.168	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4175000	4200000	0.0120000000000001	0.692227454293213	-1.16266666666667	-1.15066666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4150000	4175000	0.00733333333333353	0.774573431596135	-1.16533333333333	-1.158	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4275000	4300000	0.0380000000000002	0.142690201477899	-1.15966666666667	-1.12166666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4250000	4275000	0.00433333333333357	0.881364157520311	-1.162	-1.15766666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4225000	4250000	-0.0136666666666665	0.621093136476812	-1.16233333333333	-1.176	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4200000	4225000	0.00700000000000024	0.813462445648095	-1.161	-1.154	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
