chr	start	end	log2FC_K27ac	FDR_K27ac	Conc_mut.x	Conc_K27ac	log2FC_K119ub	FDR_K119ub	Conc_mut.y	Conc_K119ub	log2FC_ATAC	FDR_ATAC	Conc_mut	Conc_ATAC	K27ac_up	K27ac_down	K119ub_up	K119ub_down	ATAC_up	ATAC_down
chr16	31570320	31571071	-2.37236994478204	1.09702615845679e-41	6.10238877965851	8.57202023828546	0.292629589885785	0.163294907711691	7.21237082580474	6.84777710338376	-0.632071049540294	0.00127140608076867	7.52923614732267	8.27499731666199	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr3	137415388	137415954	-2.73725859657668	1.19455773748146e-41	6.22983104163194	9.09906576593615	1.01432427864701	1.07592385640372e-08	7.42338730123435	6.28099057575487	-1.10287082870431	2.98518450094828e-07	6.85113100543861	8.09218375656563	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr4	98546599	98547167	-2.56605024969489	3.6111481479032e-41	6.74878069178109	9.42884811712949	0.58168696057936	0.0200998308047284	6.40872586185903	5.5903259615502	-1.71854644267583	1.95456459688371e-15	6.29652486413412	8.17587689481638	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr18	64791173	64791489	-2.58391579972737	1.57441836975757e-39	6.10049160189729	8.80409344030558	1.1909669860647	9.25908220066852e-08	6.61851073110115	5.16972752518882	-1.55646468160487	1.43154021455938e-13	7.29466851851962	8.99209187577523	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr17	88335969	88336501	-2.41191368745296	2.8584691446239e-39	6.29493277451667	8.81173765696161	0.593635813842104	0.00944622809028653	6.29839992071072	5.5099408412542	-1.02668187452356	7.09795369452872e-07	6.97504941627895	8.12464135952971	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr17	88400210	88400777	-2.54898193159274	5.17114244895632e-38	6.73062460930561	9.4108814044535	0.847999623289232	1.43021019560976e-05	6.88109505865093	5.87266991506719	-1.47945372993261	8.70769415178579e-14	7.24531444922961	8.84265938440226	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr10	108868029	108868639	-2.44156704982674	2.97165774131485e-36	6.74142983967015	9.30780997395011	1.10203761257694	1.79985871852081e-10	7.72786194096204	6.48125397125084	-1.22000419360832	1.0405211844981e-08	6.83126036813002	8.18098735083655	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr17	88421322	88421763	-2.66298047154667	6.09852250664948e-36	5.04423015505283	7.87540999250903	0.543555266500917	0.0200668206646292	6.32197983996513	5.60287985654442	-1.03984065361265	7.17216813794316e-07	7.25484970780884	8.41635075803562	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr4	98549580	98549779	-2.75852102835551	6.58518332289865e-36	5.19652581314708	8.11945244829272	0.700140556023723	0.0023468192874482	5.49250170958165	4.58313704989855	-1.60801198905701	1.24143746667696e-10	5.86900212353392	7.67674080872467	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr10	108867273	108867562	-2.57211731482862	8.72897405942886e-36	5.21956789632064	7.93418014828239	1.25514671007577	1.16048069370749e-07	6.6188890597397	5.01679504336247	-1.64161347418261	6.4855789878047e-15	5.31394730173803	7.10710915020833	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr10	108831926	108832525	-2.37834526494716	1.36905500809591e-35	6.59167212151666	9.09272144725164	1.69772589661216	6.91398154236525e-21	7.45519688860923	5.58762982514496	-0.850251342529783	0.000294335428617241	6.04069937065222	7.04567645383698	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr18	39039128	39039846	-2.19521723276504	1.68978855958803e-35	6.92654861457778	9.21373575300734	0.661648427580184	0.000552614039806773	7.75598166712786	6.9762246959559	-1.28984119927307	1.43152867409674e-11	8.4707007847933	9.86826125807771	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr9	66733146	66733664	-2.11399505495394	1.85379544918987e-35	6.73554700323114	8.93181986524222	0.247132498231299	0.367390938079358	6.80496051796319	6.42531810699712	-0.79609323116064	2.32959806715453e-05	8.44518580553026	9.33753507505339	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr1	22987497	22987869	-2.53464055380198	2.81669508748646e-34	5.56678910454448	8.26348823462669	1.07330187122446	5.02105841227214e-07	6.82636759881535	5.54470280357864	-0.960469718198878	4.29897035575672e-05	6.41674340483832	7.5421940836847	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr19	17214754	17215178	-2.1748034385876	2.83691297550112e-34	6.31957664736856	8.5825199251734	0.845410214795834	4.16815696831996e-06	6.54386063335427	5.56518029480388	-1.05822303272756	5.7562954422707e-05	5.54818906977403	6.82570236234468	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr17	88401118	88401385	-2.51659243708178	2.83691297550112e-34	5.51044342933957	8.17350889506031	1.14647138795529	1.00000064369291e-05	5.79251239036062	4.26239107894067	-1.04702341974963	3.17705572271533e-09	7.42452678230483	8.55712243597474	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr16	37433493	37433876	-2.65487763210603	8.29833812088224e-34	5.35673281923279	8.17337578000505	0.994983626147036	1.10903732529349e-05	6.47308525219058	5.23726672847379	-1.19096315098289	5.63874502931073e-09	6.84134852755844	8.15520486100632	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr6	51849575	51849895	-2.32313681320027	1.73401766668525e-33	6.67454014499337	9.11216827690988	1.63896248145174	1.39847751891867e-15	6.51717202548945	4.64829491270395	-0.872396090939538	0.000222100710413702	6.06242249665993	7.10542996541338	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr16	33940220	33940643	-2.3426673019859	2.03085033204339e-33	5.43282379701368	7.89719146927597	0.255562497218073	0.226000103155515	6.88993691861805	6.57589479800492	-1.88199600079589	1.71854694992208e-18	6.12195564689441	8.18473258177991	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr4	3692233	3692423	-2.65923592682763	2.00117016898457e-32	4.63293946847755	7.47257531881505	1.32838916255645	2.99208580223163e-11	6.59137132819599	5.07751084395182	-0.573857307298141	0.0101047406344191	5.47577597472479	6.23205995700093	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr14	105730841	105731003	-2.30629807039971	5.51511704116971e-32	5.77662449116813	8.20399839860046	1.15576648597895	1.72162048773403e-07	6.41557629219783	4.99151602561579	-1.49489064940365	4.47036896886692e-13	5.84591481590121	7.49508083425541	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr4	104455717	104456168	-2.09712300144316	8.42285278100601e-32	6.91394389992594	9.10297361414878	1.43742789796315	2.58719967763909e-10	6.86886702510568	5.1396933734665	-0.0332656904240631	0.875720993449822	6.47055863683543	6.53572325059027	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
chr17	10807313	10807898	-2.70522830460933	1.03613109344547e-31	5.00943157694963	7.90294603804366	0.611509600385498	0.0050403899390316	6.28659250126939	5.55126277688487	-1.55697434626025	2.6915300293996e-12	6.01596586400813	7.73519677840622	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr4	98578225	98578752	-2.25259102760189	1.41746904675309e-30	5.62531126566884	8.00898470925485	0.0969943875026246	0.755153788533467	5.8197661275233	5.65037893229005	-2.02173950221867	4.18189403981852e-17	5.80852934049956	8.05672404261107	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr4	98628373	98628563	-2.53361554604824	1.81532942055724e-30	5.39907435754842	8.10574620124294	1.20436978932606	2.06511322034879e-06	5.71917510009434	4.16230842127325	-1.4864377270398	1.35951850061859e-08	4.88716639221426	6.60769532631179	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr18	33606526	33606815	-2.41212654504103	6.28286361575962e-30	5.38434023835617	7.95890148607452	0.964695296051008	6.5928130717705e-05	6.14918317836824	4.94165014612682	-0.712492381624943	0.00429129399217901	5.51911689133509	6.43306601176369	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr18	39050768	39051455	-2.19877164841281	9.78260871817193e-30	6.00322614985736	8.32399787905728	1.32214013139508	1.25912401879533e-12	7.17473390228638	5.65353656828984	-0.740131034954891	0.0136260591207379	6.54090582913837	7.69508934726309	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
