chr	start	end	log2FC_K27ac	FDR_K27ac	Conc_mut.x	Conc_K27ac	log2FC_K119ub	FDR_K119ub	Conc_mut.y	Conc_K119ub	log2FC_ATAC	FDR_ATAC	Conc_mut	Conc_ATAC	K27ac_up	K27ac_down	K119ub_up	K119ub_down	ATAC_up	ATAC_down
chr6	121473177	121473892	2.68130172199666	8.29833812088224e-34	8.04760926074722	5.19143465694401	-0.0662127456818437	0.841232973435679	6.60942148381591	6.71900066449958	2.0834021594081	1.12660554068984e-36	9.46853804714438	7.28353570337786	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr5	131537179	131537385	2.59480037641068	3.06255317336081e-29	7.38060044348223	4.58023251629676	-0.736890449626648	0.00901788023668833	5.0464843861263	6.21767985059231	2.16465357508561	1.99894462879265e-22	7.97044272393848	5.59784095967752	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
chr7	144284279	144284724	2.09431618788855	3.17251605750993e-20	8.22231921218448	5.95219436991872	-0.661237914113568	0.0157057188560796	5.44318474165499	6.45471889359532	1.3222917431649	2.47936323153234e-10	7.77123556654286	6.3125034342401	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
chr5	131538299	131538700	2.00012755118336	3.71152686695149e-16	7.10763935763338	4.89181736967665	-0.657966051025105	0.0261376040410652	4.52375811217556	5.74807461080132	1.41556616162324	1.12669197385572e-13	8.24738264543907	6.72218301382306	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
chr9	16500572	16500724	2.09283876982907	1.80706135941212e-15	6.98981299551277	4.67935921922991	-0.242192695290547	0.392349782377329	5.5693734070943	5.96492826196577	1.24346128612539	1.63847505156349e-08	7.15112650747785	5.75744054769856	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr5	130450094	130450434	1.52894539275188	1.88185940078991e-15	7.88071981537578	6.25527439445378	-0.615271050056652	0.0149044232766756	5.00494665449965	5.89691191292269	1.20987455889914	1.87146438366997e-07	7.90946783945609	6.5280846556751	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
chr16	58522759	58523729	1.78566200478758	2.49592754413005e-15	8.21203754235946	6.27866481957306	-0.0825307794162494	0.74383835683276	7.77842371786691	7.88731701430682	1.09034758743668	7.111552891737e-10	8.73141255908497	7.55699840140248	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr7	65155603	65156413	1.9580041719209	1.95229697798451e-14	6.99749722069093	4.81714631059652	-0.195128686193242	0.522495671026284	5.5895384140175	5.95424875043496	1.07823457341651	1.2245188555756e-10	8.98266776804536	7.82002641883248	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr9	16501871	16502512	1.99272152835597	2.81278648855361e-14	8.16548523193905	5.95152749329488	-0.293829022581361	0.173620153393002	6.40643596657726	6.80506187181706	1.29488007102977	5.30968999511914e-10	9.21374760767498	7.7946914602899	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr4	45530773	45531413	1.7266249831386	6.27254802017071e-14	7.0232922214159	5.16079357297559	-0.189974056375202	0.438208246107894	7.61635920292129	7.88308959875559	1.21186045371079	3.38274575616495e-14	9.6875999440136	8.40341020153968	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr2	167190026	167190441	2.12756065664152	9.59863906117744e-14	6.55327680942157	4.12836834084552	-0.346306094323844	0.246911172260049	5.04454691783786	5.72554507513172	0.716560666817029	0.000558282176349744	8.39599755121611	7.5538079983406	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr15	84960586	84961044	1.44277563882499	5.45876506878594e-13	8.45413977687769	6.92047269705255	-0.0553087274091608	0.880962558315817	5.11813457981399	5.22584740839952	0.912468936943255	7.57515493233799e-06	8.49060993635194	7.45211196355259	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr5	27841719	27842250	1.76721649322669	8.85661926400186e-13	6.90577652860425	4.97013100239908	0.253978813634097	0.322542820787539	6.48473315436045	6.11558608730188	1.22587842351119	7.07620545687397e-11	8.02939279302157	6.69211768741154	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr2	29846158	29846637	1.97091324132963	1.9982402241225e-12	6.44790453384427	4.20104523677619	-0.115618444060856	0.720591259420868	5.16861534766126	5.39293591482349	0.759795988327967	0.000218657222695089	7.38390962236725	6.50224324568301	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr4	102589627	102590001	1.27809770355868	2.93201229324705e-12	8.53214711046789	7.1923331816655	-0.0831651034374497	0.791261344507823	5.22372933348578	5.37194168299756	0.796761520926928	9.97009858464579e-05	7.38879722210235	6.45934417197373	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr4	20777828	20778506	1.98236026536352	5.97248987589971e-12	7.84542763362984	5.59007243031087	0.0857537354515901	0.745040892464397	7.18389363463355	7.07778326942936	2.04032636398181	9.41587232175087e-33	9.36143117596727	7.2226102617453	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr4	55005604	55005909	1.46717483951498	3.52153920593936e-11	7.64029941958443	6.065937284572	0.141474734162769	0.640860710496281	5.82210123945856	5.60808055866764	1.27790405697589	3.17705572271533e-09	7.12878554588096	5.68561788432907	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr1	9299239	9299982	1.49154184107363	3.96340833813412e-11	7.29010536529324	5.66705504358982	0.254632408780582	0.260938137291959	6.39348721385471	6.05112950954971	1.23669928181795	1.91355383295994e-12	7.84160018417237	6.51596969165515	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr5	36426414	36426616	2.42619935507147	4.36222230743445e-11	5.73695592378018	2.81544726613153	0.207016504382905	0.459133618074015	6.30859791369503	5.97239893561988	1.89925314837604	1.88725264698681e-13	7.66410748114992	5.51383751865874	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr12	75177257	75177537	2.0883113392651	4.36257880026927e-11	6.38464730237337	3.90780806040959	0.127904655228077	0.666971036733248	5.90555896365694	5.74290944129087	2.29699738369173	2.80971335085055e-26	8.08437545221325	5.61682323511763	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr4	43406290	43406826	1.36092000596433	4.36257880026927e-11	8.73390079310083	7.28485583146294	-0.191644819807959	0.502078528088425	5.73283171867494	6.06426700305659	0.797825936507636	4.8798174558796e-06	8.52251863503891	7.63424315078693	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr3	158562082	158562337	1.82839407258405	5.24259194288653e-11	6.31859409253732	4.25819220071678	-0.349664158870312	0.173429070139943	5.78509076373411	6.33625225529741	1.65634418468335	4.49931194091891e-19	7.83071747786954	6.05393705895088	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr9	16501304	16501397	1.72445842082523	5.68571850192887e-11	6.87227163524965	4.95561294076641	-0.215746348066534	0.453233288204122	5.17945604188211	5.54301007632446	1.23125538491181	6.01418418820502e-07	6.0422744003902	4.59305890270185	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr9	42897394	42897969	1.61255523525449	1.95208543238308e-10	7.25979067856132	5.49043511839491	-0.669743007893194	0.00925702650207589	5.5493653670221	6.49053920630162	0.876567264681668	2.95486672881952e-05	8.18683266297499	7.17686210802075	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
chr8	94771950	94772567	1.26654133448798	2.46745965321605e-10	8.38795512670371	7.0396760640872	-0.120395639961872	0.676162717121822	6.87279488041215	7.05897577094655	0.78693034518248	4.65344830607791e-05	8.61731460291457	7.72356008702104	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr14	64834587	64834684	1.55830416638535	2.82356588987844e-10	6.75707588785342	5.04925094341813	0.258463147103056	0.388544105630963	4.19579316536292	3.70368450763342	1.59527354389592	1.14886407913962e-08	6.22154997246687	4.29508565746836	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr8	50915770	50916748	1.72543719233428	2.86539655924814e-10	8.29362198520396	6.36017633196697	-0.215079078429905	0.308060199937255	7.39823066534223	7.67497526381597	0.851594031710572	4.94525069522715e-06	8.57081275711116	7.62458687450366	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr1	34236366	34236735	1.64485542467673	2.89951394896871e-10	6.91050168558098	5.090009810575	-0.186385124624568	0.56779608524745	4.68284104496075	5.10463637549551	0.589686308234111	0.00746007398527464	7.2968740778276	6.53295136309475	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr4	128152135	128152353	2.01026501460464	3.36294727635427e-10	5.95244423459966	3.60597290100946	-0.0712643933196514	0.829698113189711	6.34351210156839	6.45633037581332	1.38820192855854	2.11920858405197e-11	7.73817194970834	6.2114539182745	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr19	6401476	6401808	2.1131646995228	4.15182396647829e-10	5.6154116707891	3.06829441302839	-0.511698078849044	0.0700764503894486	4.56952811236446	5.40619001437569	0.832896305247177	4.52719617450663e-05	7.21191565071372	6.25236685386454	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr2	6721112	6721307	1.46072292514211	4.25646926769395e-10	6.75270853298867	5.17389954294492	-0.0304550244827906	0.933220840982289	5.41137237624903	5.45824011240705	0.519882293428767	0.0302043356615418	6.62769276382702	5.87086829475924	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr14	24004627	24004774	1.92356594265166	5.30661101543659e-10	6.0769786994589	3.85559657698702	-0.077120076133794	0.837688109438832	4.46047571311061	4.63438788797883	1.51813622978716	3.23434670552594e-09	6.38323163736878	4.61747815053656	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr19	6398603	6399209	1.3554270318963	7.93097114095126e-10	7.32494485819394	5.8625849005136	-0.439230854325919	0.0672025044851646	5.9319288445961	6.53745157840325	0.878281390281355	2.20808702133443e-05	8.06647964781169	7.06596859800217	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr14	124192055	124192708	1.20224474806563	1.25888978641386e-09	8.22943791893283	6.95194629748198	-0.362992710147504	0.185097027979277	5.87863682448905	6.48162465406145	0.284253176437813	0.122798313542513	8.59075512359831	8.15442890831712	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
chr13	11814814	11814909	1.75074094342698	1.33429424408184e-09	6.25506357642665	4.25824998353312	-0.16933133350851	0.609835880389967	3.44294835119616	3.79496445437805	1.21707370551536	1.53417185933919e-07	6.56376645702392	5.14965818711882	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr9	62953478	62953643	1.65330737247666	1.92973082351245e-09	6.89035721163204	5.02724545057676	-0.0633428578297224	0.870316120176291	3.17968530511361	3.36839344492148	0.819401925215643	0.00187228983029913	6.15552523205791	5.0784074012794	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr5	131794420	131794986	1.59307971613299	1.92973082351245e-09	7.6342635969178	5.85556463734702	-0.826039524112904	0.000246783283111599	6.71291901701259	7.73986080521416	0.411739167060572	0.0194893605177601	8.86441395591327	8.3362068107735	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
chr8	104542122	104542354	1.17226753983775	2.97113846420871e-09	8.03141661125704	6.78605031795707	0.0222469440437258	0.950859767953097	5.92849304936596	5.91854298849733	1.04404652280644	2.0026536618474e-07	8.0344593799895	6.86812199871854	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr15	74574602	74575102	1.64765241999999	3.16579411254958e-09	6.78903782782688	4.92955058833963	-0.231409929862669	0.377772581660038	6.86122086697119	7.21215216543829	0.34535034429989	0.0591741178709515	8.32630187719465	7.84072146388669	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
chr4	125158624	125159208	1.6893588313452	3.61735402571819e-09	7.15026362028642	5.2447276851199	0.047902046092827	0.894056121039155	6.19464214403376	6.13013029451042	1.85365138356339	1.8555554999014e-23	9.31696800117233	7.35074043454592	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr8	17534782	17535742	1.33428350459802	4.75734301875651e-09	9.09975940795708	7.65772267945521	-0.217430177153744	0.317960254026281	7.31166846353524	7.60854550156131	0.593543887709964	0.00131374507240899	9.27390317775756	8.57813958948034	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr15	84450533	84451037	1.6124953326835	6.4085937379064e-09	7.84203602095299	6.03028836125781	-0.116861370595363	0.717012814904854	6.56922909091493	6.77885983418057	0.952136408614183	1.10230238583263e-05	8.46290107906515	7.3696169519816	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr4	117484567	117485119	1.75538450675082	6.46839578835082e-09	6.33502299408286	4.30597394613518	-0.338787335865654	0.209108885586476	6.16798990399866	6.71628773283878	1.22573977033144	2.18023542725487e-08	8.77404490211908	7.40148108505849	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr4	45755034	45755486	1.17986592245951	6.62633389686617e-09	9.00085286767808	7.75004462013248	-0.330246738227109	0.122726591428075	7.80921708580058	8.2458029073611	0.798092951554963	1.24956563157053e-06	11.3454006101192	10.4742887902895	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr5	27677211	27677595	1.60307806530263	6.93911120645117e-09	7.35976752673052	5.56534730472529	-0.582499505422663	0.0292565882560157	3.90976551091374	4.8040432539767	0.354343213425143	0.0653947602799419	6.54726656573052	6.03276851018035	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
chr14	79771051	79771450	1.50015238935144	1.03429544336332e-08	6.61600435642303	4.96460473103915	-0.299540446221484	0.111294307995613	7.78662689300424	8.15781593597444	0.775779888678051	0.000112781677191625	8.54904800755407	7.65228922365251	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr5	131537946	131538197	1.80291481353261	1.10591474592762e-08	6.57346869693309	4.44239395509131	-0.458147431904687	0.124441013492068	3.54475057914648	4.56203529084038	1.35649229423451	7.2891377731671e-08	6.96924472621503	5.37934120632613	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr18	65023737	65024041	1.25427923770137	1.14677597929018e-08	7.80248368848434	6.4531282903814	-0.0234646914663195	0.949573807748833	5.6930984505424	5.73558047084337	1.10601892882481	1.17877379531299e-06	7.10809009795929	5.8146234411004	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr11	114175526	114176119	1.37841039105127	1.22421949571243e-08	8.51132188239504	7.0110494146787	-0.351739514326905	0.152186054568156	7.49227298264479	8.00473330217859	0.578530945025689	0.000548053139270547	10.9627891413688	10.3047953773418	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr7	144301699	144302041	1.8877696678438	1.29508404542257e-08	6.49359313825569	4.26732521785592	-0.076463411792287	0.831875983608031	5.85184167396916	5.99855129293941	2.24406023211162	6.08208088260194e-34	9.41177970712542	7.05111330436906	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr7	134342137	134342728	1.76252798210999	1.34324786076076e-08	7.28155039545945	5.26042999753975	-0.12427775601627	0.667006388458719	7.41980055180228	7.61164092922754	1.12365546259603	8.25288785110975e-10	10.2881559746914	9.06987909055372	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
chr7	122478450	122478566	1.47037473166019	1.36931459179846e-08	6.55034896769922	4.92408907170936	-0.256840782479046	0.409122281454203	3.48598463720804	4.10053273105711	0.266052220690036	0.256757901797082	5.15971067885719	4.56136837084443	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
