#Position (bp)	mapping quality
3406923.0	40.41541872508049
1.0220768E7	40.67654521784352
1.7034613E7	40.82228724080906
2.3848458E7	40.53174700371545
3.0662303E7	40.82156951636012
3.7476148E7	40.771592963420694
4.4289993E7	40.81677663934245
5.1103838E7	40.52660424041976
5.7917683E7	40.37029999006922
6.4731528E7	40.71797503084399
7.1545373E7	40.75512753584795
7.8359218E7	40.69678708260683
8.5173063E7	40.61297041681425
9.1986908E7	40.888277559179116
9.8800753E7	40.75549599954028
1.05614598E8	40.81982437493336
1.12428443E8	40.763247741068994
1.19242288E8	40.69961165952119
1.26056133E8	40.43685251752843
1.300790245E8	40.1606007058631
1.33485947E8	35.76943202149678
1.39683823E8	40.55166899894938
1.46497668E8	40.61912806748339
1.53311513E8	40.88979551332119
1.60125358E8	40.734157110329676
1.66939203E8	41.03536169114879
1.73753048E8	40.841708469535305
1.80566893E8	40.63043524657477
1.87380738E8	40.90715869083323
1.94194583E8	40.85776189794564
2.01008428E8	40.94587864221296
2.07822273E8	40.96409274768057
2.14636118E8	40.93081423274741
2.21449963E8	40.96405493748137
2.28263808E8	40.76629810686203
2.35077653E8	40.84890764790631
2.41891498E8	40.8667318994366
2.48705343E8	40.89593752169242
2.52444901E8	40.04765824159493
2.558518235E8	15.827094319030198
2.62333033E8	40.66856166955467
2.69146878E8	39.37335917548872
2.75960723E8	37.15709233820667
2.82774568E8	40.9453917111853
2.89588413E8	40.7414197948877
2.96402258E8	40.81014241764291
3.03216103E8	40.67048432124659
3.10029948E8	40.69773056452768
3.16843793E8	40.61478207066891
3.23657638E8	40.92993464988208
3.30471483E8	40.776303821423646
3.37285328E8	40.65533686679466
3.44099173E8	40.48684995483134
3.50913018E8	40.83581220173055
3.57726863E8	40.731889391620584
3.64540708E8	40.391577085416884
3.704270945E8	40.161637915476554
3.73834017E8	0.0
3.78168398E8	40.18320677587746
3.84982243E8	39.79518993971728
3.91796088E8	40.72273863033947
3.98609933E8	40.347893148964
4.05423778E8	40.58366260673573
4.12237623E8	40.96775782850341
4.19051468E8	40.95205932965562
4.25865313E8	40.480357336565184
4.32679158E8	40.12293584508475
4.39493003E8	38.31083481349911
4.46306848E8	40.626225496715165
4.53120693E8	40.52174135393915
4.59934538E8	40.645915741207354
4.66748383E8	40.82680780392593
4.73562228E8	40.76281660427842
4.80376073E8	40.8024201169177
4.87189918E8	40.97007625876464
4.91962519E8	39.413479508120126
4.953694415E8	29.318178689427313
5.00817608E8	38.09619182773831
5.07631453E8	40.64381711086898
5.14445298E8	24.785819846275082
5.21259143E8	41.04370613797734
5.28072988E8	40.82037584997692
5.34886833E8	37.37537894143152
5.41700678E8	40.41239239811051
5.48514523E8	40.12216238650714
5.55328368E8	40.925874154734785
5.62142213E8	40.96101322158696
5.68956058E8	40.893465452416486
5.75769903E8	40.732169036478105
5.82583748E8	40.56450791154188
5.89397593E8	40.75675982491042
5.96211438E8	40.80847954909888
6.03025283E8	40.77621634599007
6.09839128E8	40.82766356851793
6.15738246E8	40.634438950151804
6.191451685E8	0.0
6.23466818E8	40.50709919032441
6.30280663E8	40.72544558398885
6.37094508E8	40.57620528119736
6.43908353E8	40.83973489621328
6.50722198E8	40.50517048582141
6.57536043E8	40.87583261300656
6.64349888E8	40.69534842951538
6.71163733E8	40.67386597531593
6.77977578E8	40.71473903534972
6.84791423E8	40.73234424196165
6.91605268E8	40.42849305458748
6.98419113E8	40.711435425366304
7.05232958E8	40.849002509308285
7.12046803E8	40.867712751752336
7.18860648E8	40.59021768205159
7.222708485E8	0.0
7.25677771E8	39.532844915348846
7.32488338E8	40.77710706906763
7.39302183E8	40.713588075697785
7.46116028E8	40.79010205656763
7.52929873E8	40.90633984162593
7.59743718E8	40.84388373042257
7.66557563E8	40.78732206423627
7.73371408E8	40.54740120613172
7.80185253E8	40.479969696562925
7.86999098E8	40.80510808960838
7.93812943E8	40.78895890976667
8.00626788E8	40.78609350737402
8.07440633E8	40.83795693515202
8.14254478E8	40.8722000386279
8.190716475E8	40.76159464227913
8.2247857E8	39.92404505357707
8.27882168E8	40.182218425879256
8.34696013E8	39.96768281793336
8.41509858E8	39.97815190695371
8.48323703E8	40.904403014289464
8.55137548E8	40.42769215906843
8.61951393E8	39.94581946364164
8.68765238E8	40.7938203515562
8.75579083E8	40.56391720205901
8.82392928E8	40.630897277838464
8.89206773E8	40.88237739313221
8.96020618E8	40.85659891028554
9.02834463E8	40.86727732356421
9.09648308E8	40.895033393261194
9.14262198E8	40.56820177723531
9.176691205E8	38.512591986917414
9.23275998E8	40.500170424484146
9.30089843E8	40.37575207381183
9.36903688E8	40.590923972886635
9.43717533E8	40.802506415450566
9.50531378E8	40.906223749386086
9.57345223E8	40.76679432674546
9.64159068E8	40.89160413819245
9.70972913E8	40.84324349017816
9.77786758E8	40.8345362745224
9.84600603E8	40.794044455091345
9.91414448E8	40.838357609300054
9.98228293E8	40.72453013947988
1.00390351E9	40.63902838287232
1.0073104325E9	0.0
1.011855983E9	40.162874994631224
1.018669828E9	40.35459453393627
1.025483673E9	40.86865134713608
1.032297518E9	40.94496700299085
1.039111363E9	40.63734551209555
1.045925208E9	40.584617595568446
1.052739053E9	40.96045795752415
1.059552898E9	40.78123315138593
1.0652815955E9	40.92504468290314
1.068688518E9	0.0
1.073180588E9	40.418488280221226
1.079994433E9	40.653809423828456
1.086808278E9	40.534442621496986
1.093622123E9	40.74843095896949
1.100435968E9	40.576771115798806
1.107249813E9	40.89690680046542
1.114063658E9	40.313652537329425
1.120877503E9	40.70921702483339
1.127691348E9	40.881563010208886
1.134505193E9	40.73331698172708
1.141319038E9	40.991328996511534
1.148132883E9	40.691646737474905
1.154946728E9	37.139279838047756
1.161760573E9	40.57071911709199
1.168574418E9	40.461556358120674
1.175388263E9	40.60190831009333
1.182202108E9	40.448725834149315
1.189015953E9	40.69898683754006
1.195829798E9	40.78061646605082
1.202643643E9	40.86698598934832
1.209457488E9	40.55520826076392
1.216271333E9	40.73558494553745
1.223085178E9	40.89531117425449
1.229899023E9	40.954485919010715
1.236712868E9	40.71818650313516
1.243526713E9	40.43670873083891
1.250340558E9	40.81050338253659
1.257154403E9	40.98501501926924
1.2618183335E9	40.705812954529684
1.265225256E9	40.3874898377918
1.270782093E9	40.78008022527011
