#Position (bp)	Coverage	Std
3406923.0	0.09485554778542805	0.39231292355903413
1.0220768E7	0.16819460965137892	0.5196036409271015
1.7034613E7	0.1742057531393802	0.5343356307588614
2.3848458E7	0.16657100359635418	0.5163981584269147
3.0662303E7	0.17351818246526007	0.5330389034482051
3.7476148E7	0.1755135316403587	0.5367240819399121
4.4289993E7	0.16576881334987809	0.5181719263570068
5.1103838E7	0.1740318425206326	0.5373038645695457
5.7917683E7	0.16403909980341497	0.519519888912175
6.4731528E7	0.16475059236011386	0.516612968449912
7.1545373E7	0.16952058639431922	0.5256954574572106
7.8359218E7	0.1518431957286965	0.49338234861143754
8.5173063E7	0.15951859779610483	0.5050386761584761
9.1986908E7	0.17474201423718913	0.5360477204652807
9.8800753E7	0.17622018111653553	0.5395459126910661
1.05614598E8	0.17618716011297586	0.5386187978838842
1.12428443E8	0.1765851732758817	0.538250149643347
1.19242288E8	0.16715217325900428	0.5206294610754686
1.26056133E8	0.16743277840925352	0.5232636793779651
1.300790245E8	0.16858721786323663	0.5322692211126713
1.33485947E8	0.13407443011859568	0.7845456437842706
1.39683823E8	0.16832566634550683	0.5227900308371948
1.46497668E8	0.17617277763142544	0.5368607828385885
1.53311513E8	0.1715517450132781	0.5278800539130669
1.60125358E8	0.1662305203596501	0.5234016526643124
1.66939203E8	0.17349308650255474	0.5340696948038162
1.73753048E8	0.17132529430886673	0.5309100915080666
1.80566893E8	0.15815813244944668	0.5029906473020705
1.87380738E8	0.16207236883140136	0.5107765053761052
1.94194583E8	0.1578929371008586	0.5040652731839578
2.01008428E8	0.1607133710849014	0.50642753804206
2.07822273E8	0.15862820478012046	0.5039530212805755
2.14636118E8	0.16315986054863296	0.5120105219429428
2.21449963E8	0.16886456912360054	0.5225255213603913
2.28263808E8	0.15412942325515183	0.4964667063665566
2.35077653E8	0.15779005832976828	0.5022606805178486
2.41891498E8	0.16783431381253902	0.5219617986878695
2.48705343E8	0.14165262051015248	0.47125073574470755
2.52444901E8	0.1314907759394292	0.45827903747837756
2.558518235E8	0.2485638133329777	32.464507217220586
2.62333033E8	0.17040657660982897	0.5294059729292632
2.69146878E8	0.15091244370836143	0.4890947650376517
2.75960723E8	0.11964654317789736	0.4327816715977438
2.82774568E8	0.17139559235644486	0.5276620429919662
2.89588413E8	0.17987934859099378	0.544557074517696
2.96402258E8	0.17702794824361281	0.5401971113745728
3.03216103E8	0.17290135011876553	0.5298292517608971
3.10029948E8	0.17002529408872671	0.5284707890759264
3.16843793E8	0.17576170282711157	0.5424599377664014
3.23657638E8	0.1721816390011807	0.5289941464006876
3.30471483E8	0.16812739356413303	0.5223760789087835
3.37285328E8	0.15586456692220033	0.4994078763157494
3.44099173E8	0.17220526736372782	0.5292850927802369
3.50913018E8	0.17359728611378744	0.5327314121336729
3.57726863E8	0.15851534632795433	0.5020886920212716
3.64540708E8	0.16112576672935766	0.5110403473242491
3.704270945E8	0.1676075958352289	0.5195064575533406
3.73834017E8	0.0	0.0
3.78168398E8	0.14568837418520675	0.48865422185918117
3.84982243E8	0.17764756903040793	0.5432552991132413
3.91796088E8	0.16997950496379063	0.5220566849492065
3.98609933E8	0.17079211517139	0.5288326562039989
4.05423778E8	0.16929501625000276	0.5242715610349089
4.12237623E8	0.17187608464824192	0.5309537658121496
4.19051468E8	0.1657930287524885	0.5172056479164563
4.25865313E8	0.15693870347799224	0.5005673092114492
4.32679158E8	0.1609066540257373	0.5069830595868372
4.39493003E8	0.1523621391446386	0.49852475668837487
4.46306848E8	0.16553208944435924	0.5177644864791625
4.53120693E8	0.17792362462016673	0.6160517726232374
4.59934538E8	0.17968518509006295	0.545049100306628
4.66748383E8	0.171434777280669	0.5298709378577713
4.73562228E8	0.1711346530483156	0.5376031443695691
4.80376073E8	0.18093059058431765	0.5451485828622836
4.87189918E8	0.17491783273614236	0.5361100021667401
4.91962519E8	0.15672502715683084	0.5255602899372563
4.953694415E8	0.0071172285135926916	0.10123683737204633
5.00817608E8	0.1050704851665983	0.4145620606938019
