stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category
stripe_0001	chr1	23200000	23885000	23885000	23945000	3prime	control_only	0.000759499458868399	NA	0	1	TRUE	medium	23542500	0.112703803483526	11.4660342805264	1.04845480491876	0.32126885609806	0.78650012142945	FALSE	FALSE	unchanged	lost	low	FALSE	60000	685000	minimal
stripe_0002	chr1	28070000	28130000	28130000	29655000	3prime	mutant_only	NA	0.987881674847979	0	0	FALSE	medium	28100000	0.0741605202564948	11.6514171555569	0.576115663964614	0.459001259363065	0.844433527255509	FALSE	FALSE	unchanged	gained	low	TRUE	1525000	60000	minimal
stripe_0003	chr1	51195000	51525000	51570000	51625000	3prime	control_only	2.34527485638648e-15	NA	0	0	TRUE	medium	51360000	0.105156827229607	11.7152470048929	1.06904670096828	0.316711054947628	0.78650012142945	FALSE	FALSE	unchanged	lost	low	FALSE	55000	330000	minimal
stripe_0004	chr1	59245000	59260000	59295000	59660000	3prime	mutant_only	NA	3.23804299112342e-10	0	0	FALSE	low	59252500	-0.238263614552504	11.4264879565674	4.56043571377545	0.0487133446625075	0.622255005575326	FALSE	FALSE	unchanged	gained	low	FALSE	365000	15000	minimal
stripe_0005	chr1	62410000	62820000	62820000	62875000	3prime	control_only	0.159909039691171	NA	0	0	FALSE	medium	62615000	0.0789942142696903	10.2731830259778	0.14788954186236	0.705681762129435	0.943107401724386	FALSE	FALSE	unchanged	lost	low	FALSE	55000	410000	minimal
stripe_0006	chr1	80555000	82010000	82010000	82065000	3prime	mutant_only	NA	0.209274840485244	0	0	TRUE	medium	81282500	-0.0186469222805581	9.61276710173375	0.00384317056875425	0.951344837590218	0.999723645163422	FALSE	FALSE	unchanged	gained	low	FALSE	55000	1455000	minimal
stripe_0007	chr1	86660000	86870000	86870000	86925000	3prime	mutant_only	NA	0.99680051020582	0	0	FALSE	medium	86765000	0.0517263782539651	11.7241553302745	0.219137979571143	0.646082993526014	0.906521990056679	FALSE	FALSE	unchanged	gained	low	TRUE	55000	210000	minimal
stripe_0008	chr1	99505000	99560000	99560000	102125000	3prime	control_only	0.221292533653144	NA	0	0	FALSE	medium	99532500	0.141444629134655	10.7896138141619	0.82487943181999	0.377387779159951	0.793767940160311	FALSE	FALSE	unchanged	lost	low	FALSE	2565000	55000	minimal
stripe_0009	chr1	119535000	119790000	119905000	119950000	3prime	mutant_only	NA	1.14410229480178e-09	0	0	TRUE	medium	119662500	0.25065936081345	11.2593557315934	4.16988796621107	0.058189803439559	0.622255005575326	FALSE	FALSE	unchanged	gained	medium	TRUE	45000	255000	minimal
stripe_0010	chr1	121890000	122140000	122140000	122195000	3prime	mutant_only	NA	0.898746376627169	0	0	TRUE	medium	122015000	-0.1327648988868	10.8746826113499	0.890452583507231	0.359546147308511	0.786990881200343	FALSE	FALSE	unchanged	gained	low	FALSE	55000	250000	minimal
stripe_0011	chr1	127810000	127875000	127875000	128240000	3prime	mutant_only	NA	0.967111088665285	0	0	FALSE	medium	127842500	0.159547314158914	11.44871520688	2.04748718710453	0.171917353704957	0.764525288968123	FALSE	FALSE	unchanged	gained	low	TRUE	365000	65000	minimal
stripe_0012	chr1	154980000	155380000	155510000	155565000	3prime	control_only	4.77666972791692e-35	NA	0	0	TRUE	medium	155180000	-0.0802274407245388	11.3998266640945	0.489911257633796	0.49413342293697	0.846595991067987	FALSE	FALSE	unchanged	lost	low	TRUE	55000	400000	minimal
stripe_0013	chr1	155550000	155595000	155725000	156030000	3prime	shared	5.94127402421496e-20	5.47292876330707e-20	0	1	TRUE	medium	155572500	0.0357878304464104	11.7456735478615	0.151378733098562	0.702409037844159	0.943107401724386	FALSE	FALSE	unchanged	unchanged	low	NA	305000	45000	minimal
stripe_0014	chr1	156690000	156955000	157055000	157100000	3prime	shared	8.92416348021402e-15	2.76810539488242e-09	0	0	TRUE	medium	156822500	0.204118834477982	11.3348600904841	3.07829055792582	0.0986918698397927	0.622255005575326	FALSE	FALSE	unchanged	unchanged	low	NA	45000	265000	minimal
stripe_0015	chr1	165725000	166040000	166130000	166175000	3prime	control_only	1.55907381246844e-17	NA	0	0	TRUE	medium	165882500	0.00256458563818353	11.9346601039906	0.000725180257100472	0.97885305125662	0.999723645163422	FALSE	FALSE	unchanged	lost	low	FALSE	45000	315000	minimal
stripe_0016	chr10	24850000	25625000	25625000	25685000	3prime	shared	0.904850446499421	0.000455094042051208	0	1	FALSE	medium	25237500	-0.212395301108524	10.4749336107327	1.30763447619077	0.269835873754487	0.783690013721535	FALSE	FALSE	unchanged	unchanged	low	NA	60000	775000	minimal
stripe_0017	chr10	54495000	55010000	55010000	55045000	3prime	control_only	0.56940797573343	NA	0	0	FALSE	medium	54752500	-0.317377571626588	11.0183915655841	3.47408667591914	0.0810071084882239	0.622255005575326	FALSE	FALSE	unchanged	lost	medium	TRUE	35000	515000	weak
stripe_0018	chr10	54780000	54840000	54840000	56250000	3prime	control_only	0.517287383048513	NA	0	0	FALSE	medium	54810000	0.190436536615751	10.9877881490184	1.83219501538631	0.194895948615734	0.778470631155158	FALSE	FALSE	unchanged	lost	low	FALSE	1410000	60000	minimal
stripe_0019	chr10	69430000	69475000	69595000	69905000	3prime	mutant_only	NA	3.47917057601036e-09	0	0	TRUE	medium	69452500	-0.0887434011346066	12.1761510077607	1.35025090567255	0.262468226155688	0.783690013721535	FALSE	FALSE	unchanged	gained	low	FALSE	310000	45000	minimal
stripe_0020	chr10	72865000	72925000	72925000	73440000	3prime	control_only	0.94311131687104	NA	0	0	FALSE	medium	72895000	-0.000951939616974088	11.0624403956915	3.65972175480366e-05	0.99524881726385	0.999723645163422	FALSE	FALSE	unchanged	lost	low	TRUE	515000	60000	minimal
