chr1	3650000	3675000	chr1	3350000	3375000	clust4	chr1	3670748	3672248	497097	0	-	Xkr4	1500
chr1	3660000	3670000	chr1	3510000	3520000	clust4	.	-1	-1	.	.	.	.	0
chr1	4325000	4350000	chr1	3650000	3675000	clust2	.	-1	-1	.	.	.	.	0
chr1	4760000	4770000	chr1	4510000	4520000	clust4	.	-1	-1	.	.	.	.	0
chr1	4850000	4860000	chr1	4780000	4790000	clust1	chr1	4857063	4858563	21399	0	+	Tcea1	1500
chr1	4850000	4860000	chr1	4800000	4810000	clust3	chr1	4857063	4858563	21399	0	+	Tcea1	1500
chr1	5075000	5100000	chr1	4875000	4900000	clust1	.	-1	-1	.	.	.	.	0
chr1	5075000	5100000	chr1	4850000	4875000	clust1	.	-1	-1	.	.	.	.	0
chr1	5080000	5085000	chr1	5020000	5025000	clust2	.	-1	-1	.	.	.	.	0
chr1	5080000	5090000	chr1	4780000	4790000	clust3	.	-1	-1	.	.	.	.	0
chr1	6200000	6225000	chr1	4850000	4875000	clust3	chr1	6205446	6206946	12421	0	+	Rb1cc1	1500
chr1	6200000	6225000	chr1	4775000	4800000	clust3	chr1	6205446	6206946	12421	0	+	Rb1cc1	1500
chr1	6200000	6225000	chr1	5075000	5100000	clust6	chr1	6205446	6206946	12421	0	+	Rb1cc1	1500
chr1	6320000	6330000	chr1	6270000	6280000	clust3	.	-1	-1	.	.	.	.	0
chr1	6400000	6405000	chr1	6270000	6275000	clust3	.	-1	-1	.	.	.	.	0
chr1	6675000	6700000	chr1	6500000	6525000	clust1	.	-1	-1	.	.	.	.	0
chr1	6700000	6725000	chr1	6500000	6525000	clust1	.	-1	-1	.	.	.	.	0
chr1	6725000	6750000	chr1	6200000	6225000	clust6	.	-1	-1	.	.	.	.	0
chr1	6820000	6825000	chr1	6770000	6775000	clust3	.	-1	-1	.	.	.	.	0
chr1	6825000	6850000	chr1	6225000	6250000	clust1	.	-1	-1	.	.	.	.	0
chr1	6825000	6850000	chr1	6250000	6275000	clust3	.	-1	-1	.	.	.	.	0
chr1	6825000	6850000	chr1	6725000	6750000	clust3	.	-1	-1	.	.	.	.	0
chr1	6850000	6875000	chr1	6475000	6500000	clust3	.	-1	-1	.	.	.	.	0
chr1	6850000	6875000	chr1	6250000	6275000	clust3	.	-1	-1	.	.	.	.	0
