loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap
loop_7987	chr8	27670000	27680000	chr8	30920000	30930000	chr8:27670000-27680000_chr8:30920000-30930000	FALSE	-0.511863483899756	3.7322030291973	29.151927695355	2.76854219941496e-5	8.478707314906e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	3	TRUE	chr8	27670000	27680000	27675000	10000	chr8	30920000	30930000	30925000	10000	3250000	>1Mb	TRUE	20748	222899	18722	159470	70952	66959	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_7602	chr8	35720000	35730000	chr8	35850000	35860000	chr8:35720000-35730000_chr8:35850000-35860000	TRUE	0.379992328410638	5.81622049220476	38.2267316930502	4.86900182291617e-6	2.427208133397e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr8	35720000	35730000	35725000	10000	chr8	35850000	35860000	35855000	10000	130000	100-500kb	TRUE	920	35789	14577	22956	100502846	330737	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_6570	chr8	36530000	36535000	chr8	37060000	37065000	chr8:36530000-36535000_chr8:37060000-37065000	TRUE	0.543697014637347	5.80204063534839	30.4473900310512	4.10802928183413e-5	0.0024140713250307	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	2	TRUE	chr8	36530000	36535000	36532500	5000	chr8	37060000	37065000	37062500	5000	530000	500kb-1Mb	TRUE	13906	72451	15478	35761	319582	414128	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_55	chr8	48220000	48230000	chr8	49820000	49830000	chr8:48220000-48230000_chr8:49820000-49830000	FALSE	-0.428342941993396	3.17557930401806	15.2401701061624	8.813633909767e-4	0.01019265010965	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr8	48220000	48230000	48225000	10000	chr8	49820000	49830000	49825000	10000	1600000	>1Mb	TRUE	14198	120907	177	538111	320685	100039954	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_5361	chr8	32275000	32300000	chr8	32875000	32900000	chr8:32275000-32300000_chr8:32875000-32900000	FALSE	0.352803884638455	4.80090098709301	37.9334220826172	2.70655331803533e-5	8.166904523858e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	2	TRUE	chr8	32275000	32300000	32287500	25000	chr8	32875000	32900000	32887500	25000	600000	500kb-1Mb	TRUE	8325	584796	8325	0	211323	211323	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_7950	chr8	32290000	32300000	chr8	33180000	33190000	chr8:32290000-32300000_chr8:33180000-33190000	FALSE	0.322839461073419	4.92486687853234	19.50187489013	2.662756474228e-4	0.0042770407753539	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	32290000	32300000	32295000	10000	chr8	33180000	33190000	33185000	10000	890000	500kb-1Mb	TRUE	8325	584796	9621	195526	211323	22427	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1359	chr8	27650000	27675000	chr8	30925000	30950000	chr8:27650000-27675000_chr8:30925000-30950000	FALSE	-0.366460790402689	4.10245410546861	20.7836704778961	4.684354378598e-4	0.0053410542545924	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	27650000	27675000	27662500	25000	chr8	30925000	30950000	30937500	25000	3275000	>1Mb	TRUE	20748	202899	18722	139470	70952	66959	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1371	chr8	48225000	48250000	chr8	49800000	49825000	chr8:48225000-48250000_chr8:49800000-49825000	FALSE	-0.461234827215757	3.61279758359438	50.8578559088871	5.67605450916352e-6	3.100706270713e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48225000	48250000	48237500	25000	chr8	49800000	49825000	49812500	25000	1575000	>1Mb	TRUE	14198	125907	177	543111	320685	100039954	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Polycomb-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_4270	chr8	48200000	48225000	chr8	49800000	49825000	chr8:48200000-48225000_chr8:49800000-49825000	FALSE	-0.443770946598928	3.58295884380353	36.7168391790991	3.19928851804057e-5	9.127145061677e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48200000	48225000	48212500	25000	chr8	49800000	49825000	49812500	25000	1600000	>1Mb	TRUE	14198	100907	177	543111	320685	100039954	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Polycomb-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_6629	chr8	37125000	37150000	chr8	38800000	38825000	chr8:37125000-37150000_chr8:38800000-38825000	FALSE	0.447242876623272	4.06783019831091	19.2335524287791	6.504843207687e-4	0.0066877919229036	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	37125000	37150000	37137500	25000	chr8	38800000	38825000	38812500	25000	1675000	>1Mb	TRUE	15478	100761	11747	138491	414128	244431	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
