loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color
loop_1	chr8	75130000	75140000	chr8	75230000	75240000	chr8:75130000-75140000_chr8:75230000-75240000	FALSE	-0.15238140649822	6.27803636385875	7.6140806856124	0.0174842716279926	0.306494095530247	FALSE	FALSE	non_significant	unchanged	#999999
loop_2	chr8	87960000	87970000	chr8	88020000	88030000	chr8:87960000-87970000_chr8:88020000-88030000	FALSE	-0.127203816556354	5.83734226818776	3.78751921145769	0.0757517422738386	0.477726178331011	FALSE	FALSE	non_significant	unchanged	#999999
loop_3	chr8	110850000	110860000	chr8	111000000	111010000	chr8:110850000-110860000_chr8:111000000-111010000	TRUE	-0.0414078367181606	6.39604086130757	0.469475190495738	0.506419031034256	0.844207056032868	FALSE	FALSE	non_significant	unchanged	#999999
loop_4	chr8	106260000	106270000	chr8	106330000	106340000	chr8:106260000-106270000_chr8:106330000-106340000	FALSE	-0.112460988571857	6.02588683771903	3.77298649721189	0.0762446564012638	0.478094062082165	FALSE	FALSE	non_significant	unchanged	#999999
loop_5	chr8	120410000	120420000	chr8	120530000	120540000	chr8:120410000-120420000_chr8:120530000-120540000	TRUE	-0.250322604619377	6.06176250122423	9.6307520306735	0.00926381468838414	0.256125223707207	FALSE	FALSE	non_significant	unchanged	#999999
loop_6	chr8	83800000	83810000	chr8	83850000	83860000	chr8:83800000-83810000_chr8:83850000-83860000	FALSE	-0.0494985518402642	6.82953701786216	0.540215298505392	0.476646919140457	0.83145751818593	FALSE	FALSE	non_significant	unchanged	#999999
loop_7	chr8	118960000	118970000	chr8	119030000	119040000	chr8:118960000-118970000_chr8:119030000-119040000	FALSE	-0.183916050086935	5.59354118300926	10.9765975369924	0.00629258630073069	0.223444528678272	FALSE	FALSE	non_significant	unchanged	#999999
loop_8	chr8	120170000	120180000	chr8	120280000	120290000	chr8:120170000-120180000_chr8:120280000-120290000	TRUE	-0.231108028370746	5.90861771406703	6.33367942321663	0.0273017131861524	0.354757019547447	FALSE	FALSE	non_significant	unchanged	#999999
loop_9	chr8	80880000	80890000	chr8	80990000	81000000	chr8:80880000-80890000_chr8:80990000-81000000	TRUE	-0.0275401679522492	5.95929115706618	0.299731917460643	0.594218322476741	0.876545133490057	FALSE	FALSE	non_significant	unchanged	#999999
loop_10	chr8	94710000	94720000	chr8	94760000	94770000	chr8:94710000-94720000_chr8:94760000-94770000	FALSE	-0.0195342674146667	6.56586291889032	0.118145321361857	0.73708025920594	0.929249516388541	FALSE	FALSE	non_significant	unchanged	#999999
